State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2024-04-10
Average Price,Average Price,44.28,,30.81,36.17,83.33,149.84,123.61,117,92.47,44.4,59.21,189.21,135.73,125.49,123.12,123.22,101.81,53.02,281.05,22.68,25.48,31.87,32.41,,,,,,,,,,,,,,,,,,,2024-04-10
Maximum Price,Maximum Price,75,,62,69,140,201,180,168,158,70,83,262,235,220,185,230,175,167,559,33,60,73,97,,,,,,,,,,,,,,,,,,,2024-04-10
Minimum Price,Minimum Price,25,,22,26,60,87,80,85,70,36,37,115,108,90,98,103,83,36,157,9,10,16,12,,,,,,,,,,,,,,,,,,,2024-04-10
Modal Price,Modal Price,40,,28,35,80,160,120,120,100,44,60,200,125,125,120,114,100,50,300,28,20,30,30,,,,,,,,,,,,,,,,,,,2024-04-10
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-10
Chandigarh,Chandigarh,42,,32,36,80,135,115,113,94,45,59,190,150,128,130,145,105,51,276,27,20,33,40,,,,,,,,,,,,,,,,,,,2024-04-10
Delhi,Delhi,40,,29,32,82,157,142,125,88,44,54,209,141,128,132,137,102,57,243,26,27,33,38,,,,,,,,,,,,,,,,,,,2024-04-10
Haryana,Hisar,35,,27,29,75,145,110,110,75,42,57,188,118,109,113,125,101,40,240,25,13,24,27,,,,,,,,,,,,,,,,,,,2024-04-10
Haryana,Karnal,65,,34,38,87,125,120,122,125,46,66,180,133,141,147,175,130,48,283,30,20,45,35,,,,,,,,,,,,,,,,,,,2024-04-10
Haryana,Panchkula,35,,33,36,82,134,101,110,95,44,60,151,127,128,111,154,91,52,213,27,25,55,32,,,,,,,,,,,,,,,,,,,2024-04-10
Haryana,Gurgaon,40,,25,35,65,100,95,90,88,42,56,185,165,130,137,163,100,44,190,20,15,35,30,,,,,,,,,,,,,,,,,,,2024-04-10
Himachal Pradesh,Shimla,44,,NR,37,85,165,143,126,91,50,60,214,165,131,121,NR,NR,55,220,28,30,30,30,,,,,,,,,,,,,,,,,,,2024-04-10
Himachal Pradesh,Mandi,42,,NR,34,78,161,144,126,78,46,47,224,159,134,125,145,119,45,270,28,25,38,35,,,,,,,,,,,,,,,,,,,2024-04-10
