State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2025-07-08
Average Price,Average Price,42.7,,31.28,36.67,86.17,121.39,115.6,110.87,88.25,45.98,59.04,188.56,174.77,156.02,146.24,160.05,130.57,55.85,270.24,21.43,25.77,28.43,40.62,37.57,42.91,41.47,53.5,46.42,97.12,659.15,58.97,78.4,42.47,87.01,37.25,42.7,28,16.25,49.66,,,2025-07-08
Maximum Price,Maximum Price,63,,55,71,135,180,170,148,125,62,82,279,242,231,194,231,177,133,600,32,60,75,120,83,85,70,103,100,160,930,75,120,160,120,100,95,68,42,110,,,2025-07-08
Minimum Price,Minimum Price,26,,23,28,70,90,84,81,71,38,40,143,136,103,113,122,89,36,152,10,11,12,15,22,22,30,31,30,70,500,50,45,16,63,22,20,13,10,23,,,2025-07-08
Modal Price,Modal Price,40,,28,35,80,120,120,110,90,45,60,198,165,145,151,159,132,50,240,20,20,25,40,35,40,35,52,40,90,674.67,60,72,40,90,30,40,27.5,15,40,,,2025-07-08
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-07-08
Chandigarh,Chandigarh,42,,33,39,86,125,116,111,88,46,59,211,189,169,163,176,147,55,270,28,22,30,40,37,43,41,54,46,96,714,58,77,38,87,37,45,28,16,49,,,2025-07-08
Delhi,Delhi,39,,32,35,85,128,125,120,92,45,57,201,183,165,156,176,145,60,257,27,25,33,55,29,39,39,52,42,98,549,58,74,53,87,36,35,31,15,39,,,2025-07-08
Haryana,Hisar,40,,28,33,85,133,114,110,80,45,61,212,164,158,158,177,136,49,243,28,20,24,47,26,36,39,60,40,90,626,60,76,40,81,42,38,34,15,63,,,2025-07-08
Haryana,Karnal,40,,24,30,80,150,120,120,90,45,70,187,165,176,143,176,140,50,278,30,20,30,50,22,39,43,70,40,100,714,60,84,50,85,37,40,30,16,70,,,2025-07-08
Haryana,Panchkula,40,,30,41,87,135,122,116,93,47,63,196,156,129,130,136,100,54,211,27,27,40,30,26,38,32,55,40,85,607,54,70,30,80,35,40,35,20,51,,,2025-07-08
Haryana,Gurgaon,36,,29,32,86,165,115,116,80,42,56,222,153,123,129,142,104,55,227,20,17,26,20,25,37,35,37,36,92,550,58,96,35,70,37,32,26,15,65,,,2025-07-08
Himachal Pradesh,Shimla,42,,NR,35,84,130,138,115,85,48,60,220,192,170,154,NR,NR,52,230,30,30,35,40,38,NR,39,NR,40,108,666,58,66,40,85,38,42,26,17,55,,,2025-07-08
Himachal Pradesh,Mandi,38,,NR,34,81,120,130,109,82,48,50,222,193,168,152,169,NR,50,270,30,24,32,41,36,NR,35,NR,35,100,676,60,72,35,87,43,43,28,16,57,,,2025-07-08
Himachal Pradesh,Dharamshala,32,,NR,29,84,128,126,119,89,47,40,NR,192,175,170,NR,NR,51,230,28,20,30,40,32,NR,34,55,40,93,590,59,70,30,97,49,42,34,15,60,,,2025-07-08
Himachal Pradesh,Solan,36,,NR,33,79,119,125,108,81,47,57,203,191,172,148,176,NR,52,230,30,22,28,37,33,35,36,NR,37,100,611,60,80,47,87,42,37,33,19,53,,,2025-07-08
Himachal Pradesh,Una,43,,NR,30,81,117,109,101,86,46,69,NR,166,163,137,NR,NR,55,232,29,22,30,39,34,NR,34,NR,33,92,677,59,85,37,97,53,36,29,15,48,,,2025-07-08
Himachal Pradesh,Bilaspur-hp,35,,NR,34,82,120,124,113,85,47,64,NR,167,167,140,NR,NR,47,235,29,28,32,55,30,NR,36,58,35,84,692,60,84,57,86,32,31,29,12,49,,,2025-07-08
Himachal Pradesh,Chamba,35,,NR,35,81,129,120,110,84,50,55,NR,188,178,161,NR,NR,52,240,29,25,30,51,42,58,38,69,37,90,654,58,84,26,67,46,44,40,20,60,,,2025-07-08
Himachal Pradesh,Hamirpur-HP,40,,NR,33,78,119,118,108,81,47,67,NR,192,167,150,NR,NR,52,265,30,24,28,50,37,45,35,NR,35,88,573,60,74,43,85,39,37,30,15,51,,,2025-07-08
Himachal Pradesh,Kullu,40,,NR,34,81,119,121,110,86,48,40,NR,196,177,128,139,NR,46,260,30,30,38,48,NR,NR,35,NR,35,118,703,60,80,47,90,35,33,25,15,63,,,2025-07-08
Himachal Pradesh,Sirmour,40,,30,30,78,119,107,108,86,44,49,212,176,174,146,146,108,49,275,28,23,28,49,35,NR,35,NR,36,100,610,58,70,43,91,33,45,32,20,58,,,2025-07-08
Himachal Pradesh,Kinnaur,38,,NR,38,80,119,110,111,88,49,50,NR,205,175,148,NR,NR,48,290,29,30,33,50,NR,NR,40,NR,42,87,559,58,90,50,81,47,38,37,14,57,,,2025-07-08
Himachal Pradesh,Lahaul & Spiti,44,,NR,44,96,157,130,126,97,53,52,NR,197,175,NR,NR,NR,53,480,28,40,45,48,NR,NR,35,NR,36,80,600,55,73,58,85,26,33,26,15,69,,,2025-07-08
Jammu and Kashmir,Srinagar,44,,40,46,87,170,142,115,100,53,50,NR,198,150,155,175,NR,56,300,28,29,34,48,NR,NR,47,NR,44,117,663,60,72,42,88,49,67,38,16,97,,,2025-07-08
Jammu and Kashmir,Jammu,48,,31,33,84,118,115,118,92,49,51,NR,194,174,165,156,118,56,302,30,23,29,47,36,58,57,68,60,102,586,60,83,41,87,48,47,34,18,52,,,2025-07-08
Jammu and Kashmir,Poonch,50,,35,47,113,170,120,120,119,55,73,NR,196,189,187,NR,NR,50,338,31,30,34,60,NR,NR,48,NR,57,121,685,60,84,54,80,48,30,27,15,96,,,2025-07-08
Jammu and Kashmir,Kupwara,46,,38,45,103,NR,130,120,108,62,50,NR,185,176,156,178,136,52,380,30,30,40,40,NR,NR,35,NR,55,120,681,65,80,50,80,NR,50,30,15,110,,,2025-07-08
Jammu and Kashmir,Udhampur,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,2025-07-08
Jammu and Kashmir,Shopian,40,,44,46,107,162,123,127,102,46,46,NR,187,139,137,NR,NR,49,333,28,25,40,52,NR,NR,46,NR,58,123,690,58,73,35,100,55,50,44,15,76,,,2025-07-08
Jammu and Kashmir,Samba,60,,30,34,75,123,123,118,95,46,55,NR,181,176,154,196,132,55,300,30,20,30,60,35,60,40,65,40,100,637,62,79,58,90,42,40,30,14,58,,,2025-07-08
Jammu and Kashmir,Ramban,40,,NR,36,92,163,110,102,100,50,60,NR,209,187,165,NR,NR,55,320,30,32,38,60,40,NR,45,NR,45,100,637,60,84,50,86,60,46,31,13,60,,,2025-07-08
Jammu and Kashmir,Rajouri,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,2025-07-08
