State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2024-02-24
Average Price,Average Price,44.38,,31.03,36.35,83.39,149.9,124.09,116.99,94.27,44.32,58.77,190.35,134.54,124.73,120.08,122.92,98.65,52.55,277.04,22.27,22.16,32.02,30.95,,,,,,,,,,,,,,,,,,,2024-02-24
Maximum Price,Maximum Price,70,,55,69,139,207,177,159,157,70,80,262,235,220,180,240,168,167,559,31,65,70,70,,,,,,,,,,,,,,,,,,,2024-02-24
Minimum Price,Minimum Price,27,,21,28,60,87,82,85,69,37,37,114,103,90,93,93,77,37,157,9,9,17,8,,,,,,,,,,,,,,,,,,,2024-02-24
Modal Price,Modal Price,40,,27,35,80,160,120,120,100,44.5,60,180,130,125,120,115,90,50,220,28,20,30,30,,,,,,,,,,,,,,,,,,,2024-02-24
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-02-24
Chandigarh,Chandigarh,42,,32,36,80,135,115,113,94,45,59,190,150,128,130,145,105,51,276,27,12,37,45,,,,,,,,,,,,,,,,,,,2024-02-24
Delhi,Delhi,40,,29,31,78,157,140,120,87,44,54,211,143,119,128,135,98,57,248,26,17,40,47,,,,,,,,,,,,,,,,,,,2024-02-24
Haryana,Hisar,34,,27,28,74,150,105,104,75,42,57,191,118,104,115,123,101,41,241,24,12,22,32,,,,,,,,,,,,,,,,,,,2024-02-24
Haryana,Karnal,63,,32,39,86,126,120,122,125,46,66,180,135,135,143,175,132,43,279,30,18,45,29,,,,,,,,,,,,,,,,,,,2024-02-24
Haryana,Panchkula,35,,33,36,82,135,101,110,95,45,59,151,128,127,111,153,91,51,218,26,24,55,30,,,,,,,,,,,,,,,,,,,2024-02-24
Haryana,Gurgaon,40,,25,35,65,100,95,90,88,42,56,185,165,130,137,163,100,44,190,20,15,35,30,,,,,,,,,,,,,,,,,,,2024-02-24
Himachal Pradesh,Shimla,43,,NR,37,85,165,143,123,95,50,60,214,164,129,121,NR,NR,55,218,28,19,30,41,,,,,,,,,,,,,,,,,,,2024-02-24
Himachal Pradesh,Mandi,40,,NR,32,80,167,135,122,80,46,47,220,159,122,119,143,116,47,270,28,12,30,44,,,,,,,,,,,,,,,,,,,2024-02-24
Himachal Pradesh,Dharamshala,28,,NR,30,82,153,128,127,93,45,40,NR,159,137,138,NR,NR,47,220,28,24,28,50,,,,,,,,,,,,,,,,,,,2024-02-24
Himachal Pradesh,Solan,41,,NR,32,80,159,130,114,85,45,50,214,159,129,117,135,NR,49,220,28,15,30,43,,,,,,,,,,,,,,,,,,,2024-02-24
Himachal Pradesh,Una,39,,NR,31,79,141,121,116,86,43,62,NR,141,119,117,NR,NR,46,224,28,17,29,37,,,,,,,,,,,,,,,,,,,2024-02-24
Himachal Pradesh,Bilaspur-hp,44,,NR,30,80,160,132,114,87,46,58,NR,161,128,131,NR,NR,43,318,27,15,30,50,,,,,,,,,,,,,,,,,,,2024-02-24
Himachal Pradesh,Chamba,36,,NR,35,83,156,130,120,89,50,55,NR,163,132,126,NR,NR,44,235,28,21,35,49,,,,,,,,,,,,,,,,,,,2024-02-24
Himachal Pradesh,Hamirpur-HP,39,,NR,31,83,148,122,116,88,45,65,NR,166,132,NR,NR,NR,47,259,28,19,28,40,,,,,,,,,,,,,,,,,,,2024-02-24
Himachal Pradesh,Kullu,39,,NR,30,81,167,132,109,83,45,40,NR,157,115,115,141,NR,42,230,28,20,30,60,,,,,,,,,,,,,,,,,,,2024-02-24
Himachal Pradesh,Sirmour,37,,21,34,62,110,97,91,96,45,50,228,165,135,143,155,121,41,327,25,29,37,42,,,,,,,,,,,,,,,,,,,2024-02-24
Himachal Pradesh,Kinnaur,40,,NR,35,84,148,131,110,80,50,45,NR,136,127,134,132,NR,42,229,27,28,40,50,,,,,,,,,,,,,,,,,,,2024-02-24
Himachal Pradesh,Lahaul & Spiti,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-02-24
Jammu and Kashmir,Srinagar,38,,41,50,105,117,113,138,112,50,47,NR,137,137,133,163,NR,50,313,28,30,37,48,,,,,,,,,,,,,,,,,,,2024-02-24
Jammu and Kashmir,Jammu,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-02-24
Jammu and Kashmir,Poonch,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-02-24
Jammu and Kashmir,Kupwara,36,,26,34,90,110,110,120,100,60,48,NR,148,145,143,148,142,50,307,24,22,40,45,,,,,,,,,,,,,,,,,,,2024-02-24
Jammu and Kashmir,Udhampur,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-02-24
Jammu and Kashmir,Shopian,40,,47,49,120,125,122,123,117,50,49,NR,158,147,145,138,NR,48,337,28,25,40,50,,,,,,,,,,,,,,,,,,,2024-02-24
Jammu and Kashmir,Samba,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-02-24
Jammu and Kashmir,Ramban,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-02-24
Jammu and Kashmir,Rajouri,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-02-24
Jammu and Kashmir,Kishtwar,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-02-24
Jammu and Kashmir,Doda,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-02-24
Jammu and Kashmir,Baramulla,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-02-24
Jammu and Kashmir,Reasi,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-02-24
Jammu and Kashmir,Kathua,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-02-24
Punjab,Amritsar,35,,28,35,80,155,120,108,108,41,54,195,120,107,104,120,NR,48,272,26,14,25,35,,,,,,,,,,,,,,,,,,,2024-02-24
Punjab,Ludhiana,37,,24,32,87,168,140,115,95,43,60,205,135,117,122,130,NR,55,300,27,14,25,45,,,,,,,,,,,,,,,,,,,2024-02-24
Punjab,Bathinda,36,,23,29,83,163,140,120,98,44,57,220,133,117,120,137,98,54,293,25,15,30,42,,,,,,,,,,,,,,,,,,,2024-02-24
Punjab,Barnala,39,,23,28,80,158,115,108,85,45,54,208,110,110,102,120,90,41,317,28,19,25,35,,,,,,,,,,,,,,,,,,,2024-02-24
Punjab,Hoshiarpur,33,,25,29,92,138,118,120,110,43,62,200,120,140,125,140,110,64,263,20,15,30,55,,,,,,,,,,,,,,,,,,,2024-02-24
Punjab,Faridkot,42,,23,32,82,163,127,127,92,45,55,233,122,122,113,137,93,52,313,28,22,28,43,,,,,,,,,,,,,,,,,,,2024-02-24
Punjab,Mansa,38,,24,28,90,128,110,98,98,48,52,NR,128,123,130,NR,NR,55,270,28,20,30,37,,,,,,,,,,,,,,,,,,,2024-02-24
Punjab,Sri Muktsar Sahib,40,,25,30,82,163,122,117,90,43,62,203,110,108,107,107,90,44,243,26,14,28,42,,,,,,,,,,,,,,,,,,,2024-02-24
