State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2024-08-01
Average Price,Average Price,43.88,,30.97,35.78,88.54,167.58,126.53,117.45,91.59,44.83,59.01,186.81,140.51,124.4,121.26,120.74,99.2,54.91,273.43,22.17,37.69,43.44,60.03,38.1,47.89,40.18,58.6,46.1,99.67,629.26,68.28,76.34,45.83,106.82,30.39,70.72,43.75,34.06,51.4,,,2024-08-01
Maximum Price,Maximum Price,67,,62,70,125,193,175,160,120,60,85,262,210,209,182,210,165,160,520,30,65,80,130,98,146,80,192,140,177,1033,580,220,110,900,320,677,500,280,153,,,2024-08-01
Minimum Price,Minimum Price,25,,22,28,65,120,86,90,73,38,40,120,113,94,97,98,83,38,160,9,22,28,17,17,20,27,26,23,18,70,17,19,16,18,15,20,18,19,18,,,2024-08-01
Modal Price,Modal Price,40,,26,32,90,170,130,120,100,44,60,175,150,120,120,130,100,50,300,28,40,40,60,36.5,40,35,60,40,100,600,58,72,40,100,20,50,30,30,45,,,2024-08-01
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-08-01
Chandigarh,Chandigarh,44,,31,36,88,168,127,118,93,45,59,188,141,126,123,123,100,54,278,28,38,44,75,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,2024-08-01
Delhi,Delhi,40,,30,32,90,173,147,128,90,44,56,207,150,128,130,141,102,60,245,26,38,47,67,30,40,43,55,45,112,532,58,71,47,95,28,65,44,29,45,,,2024-08-01
Haryana,Hisar,35,,27,30,82,157,116,108,79,43,59,207,143,121,130,138,102,49,243,25,37,43,83,28,35,38,48,38,89,520,58,72,38,82,NR,41,36,25,67,,,2024-08-01
Haryana,Karnal,42,,26,32,80,160,116,106,80,43,70,180,125,115,105,108,90,50,230,25,35,40,54,26,44,35,NR,35,104,593,55,60,41,80,NR,40,35,25,70,,,2024-08-01
