State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2024-04-04
Average Price,Average Price,44.23,,30.79,35.98,83.59,148.8,123.53,117.22,93.06,44.27,58.64,190.42,135.69,126.09,125.02,123.66,102.03,52.84,280.68,22.45,25.27,32.33,32.53,,,,,,,,,,,,,,,,,,,2024-04-04
Maximum Price,Maximum Price,75,,62,69,140,203,180,180,158,70,83,262,235,220,185,230,175,167,560,33,63,73,97,,,,,,,,,,,,,,,,,,,2024-04-04
Minimum Price,Minimum Price,25,,22,26,60,87,80,85,70,37,37,120,103,90,93,95,83,36,157,9,10,17,9,,,,,,,,,,,,,,,,,,,2024-04-04
Modal Price,Modal Price,40,,28,35,80,160,120,120,100,44,60,200,130,125,115,115,99.5,50,300,28,20,30,30,,,,,,,,,,,,,,,,,,,2024-04-04
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-04
Chandigarh,Chandigarh,42,,32,36,80,135,115,113,94,45,59,190,150,128,130,145,105,51,276,27,20,33,40,,,,,,,,,,,,,,,,,,,2024-04-04
Delhi,Delhi,40,,29,31,82,157,140,125,87,44,54,206,135,124,130,138,101,57,243,26,25,32,40,,,,,,,,,,,,,,,,,,,2024-04-04
Haryana,Hisar,35,,27,29,75,145,110,110,75,42,57,189,118,109,114,124,102,40,240,25,13,24,29,,,,,,,,,,,,,,,,,,,2024-04-04
Haryana,Karnal,65,,34,38,87,125,120,122,125,46,66,180,133,141,147,175,130,48,285,30,20,50,35,,,,,,,,,,,,,,,,,,,2024-04-04
Haryana,Panchkula,35,,33,36,82,134,101,110,95,44,60,151,127,128,111,154,91,52,213,27,25,55,32,,,,,,,,,,,,,,,,,,,2024-04-04
Haryana,Gurgaon,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-04-04
Himachal Pradesh,Shimla,44,,NR,37,85,165,143,126,91,50,60,214,165,131,121,NR,NR,55,220,28,30,33,40,,,,,,,,,,,,,,,,,,,2024-04-04
Himachal Pradesh,Mandi,42,,NR,34,77,161,144,126,78,46,47,224,159,134,125,145,119,47,270,28,25,38,38,,,,,,,,,,,,,,,,,,,2024-04-04
Himachal Pradesh,Dharamshala,28,,NR,30,84,154,134,129,94,45,40,NR,160,136,137,NR,NR,47,220,28,24,30,40,,,,,,,,,,,,,,,,,,,2024-04-04
Himachal Pradesh,Solan,41,,NR,32,81,157,135,116,84,46,50,214,159,130,123,137,NR,49,220,28,23,37,37,,,,,,,,,,,,,,,,,,,2024-04-04
Himachal Pradesh,Una,41,,NR,31,82,156,131,121,85,44,64,NR,141,133,117,NR,NR,50,225,28,22,35,36,,,,,,,,,,,,,,,,,,,2024-04-04
Himachal Pradesh,Bilaspur-hp,44,,NR,31,81,157,134,118,89,46,58,NR,161,134,133,NR,NR,45,318,27,20,30,40,,,,,,,,,,,,,,,,,,,2024-04-04
Himachal Pradesh,Chamba,37,,NR,36,84,157,130,121,89,50,55,NR,163,140,129,NR,NR,44,235,28,21,35,40,,,,,,,,,,,,,,,,,,,2024-04-04
Himachal Pradesh,Hamirpur-HP,39,,NR,31,79,162,125,118,84,47,65,NR,159,139,NR,NR,NR,48,259,28,22,33,38,,,,,,,,,,,,,,,,,,,2024-04-04
Himachal Pradesh,Kullu,39,,NR,33,81,163,129,111,80,46,40,NR,159,115,119,137,NR,42,220,28,20,40,40,,,,,,,,,,,,,,,,,,,2024-04-04
Himachal Pradesh,Sirmour,42,,22,35,80,117,127,107,98,45,50,228,165,135,143,155,121,41,327,25,29,37,42,,,,,,,,,,,,,,,,,,,2024-04-04
Himachal Pradesh,Kinnaur,40,,NR,35,79,149,131,114,85,46,45,NR,145,115,117,132,NR,43,229,27,28,40,50,,,,,,,,,,,,,,,,,,,2024-04-04
Himachal Pradesh,Lahaul & Spiti,40,,NR,40,91,165,121,100,100,50,68,NR,185,165,NR,NR,NR,56,480,28,39,51,60,,,,,,,,,,,,,,,,,,,2024-04-04
Jammu and Kashmir,Srinagar,37,,36,50,100,130,120,140,115,NR,NR,NR,145,140,135,165,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-04-04
Jammu and Kashmir,Jammu,45,,32,35,85,175,135,120,100,46,50,NR,153,137,137,142,108,49,297,28,27,37,43,,,,,,,,,,,,,,,,,,,2024-04-04
Jammu and Kashmir,Poonch,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-04-04
Jammu and Kashmir,Kupwara,36,,26,34,90,110,110,120,100,58,48,NR,148,145,143,148,142,50,305,22,21,40,40,,,,,,,,,,,,,,,,,,,2024-04-04
Jammu and Kashmir,Udhampur,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-04-04
Jammu and Kashmir,Shopian,40,,44,47,120,125,118,115,118,50,48,NR,155,145,140,145,NR,50,350,28,27,38,40,,,,,,,,,,,,,,,,,,,2024-04-04
