State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2024-07-15
Average Price,Average Price,44.76,,31.35,36.2,89.67,168.75,127.95,119.25,94.21,45.03,59.21,189.76,140.82,126.52,123.55,123.38,100.55,55.26,279.52,22.51,37.14,44.67,68.52,,,,,,,,,,,,,,,,,,,2024-07-15
Maximum Price,Maximum Price,74,,64,70,140,207,180,180,174,70,83,270,235,220,180,210,163,175,540,33,85,80,130,,,,,,,,,,,,,,,,,,,2024-07-15
Minimum Price,Minimum Price,24,,22,27,60,129,80,87,74,38,40,120,105,94,100,104,82,35,160,9,14,26,24,,,,,,,,,,,,,,,,,,,2024-07-15
Modal Price,Modal Price,40,,28,35,90,170,130,120,100,44,60,190,150,120,123,115,93,55,300,28,40,40,80,,,,,,,,,,,,,,,,,,,2024-07-15
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-15
Chandigarh,Chandigarh,40,,32,35,95,178,130,125,98,44,62,190,148,120,129,135,105,55,253,28,43,55,71,,,,,,,,,,,,,,,,,,,2024-07-15
Delhi,Delhi,40,,30,32,90,178,147,128,90,44,56,207,150,128,130,141,104,60,245,26,40,53,83,,,,,,,,,,,,,,,,,,,2024-07-15
Haryana,Hisar,34,,27,29,82,164,114,109,78,44,59,188,131,109,118,126,93,49,242,25,38,47,67,,,,,,,,,,,,,,,,,,,2024-07-15
Haryana,Karnal,40,,30,33,88,176,124,114,84,45,69,188,123,114,105,115,84,50,251,25,30,47,66,,,,,,,,,,,,,,,,,,,2024-07-15
Haryana,Panchkula,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-07-15
Haryana,Gurgaon,38,,30,34,89,168,118,119,83,44,56,222,153,123,129,142,104,55,230,20,31,29,48,,,,,,,,,,,,,,,,,,,2024-07-15
Himachal Pradesh,Shimla,44,,NR,37,90,180,150,128,98,50,60,214,174,141,129,NR,NR,55,227,28,35,47,57,,,,,,,,,,,,,,,,,,,2024-07-15
Himachal Pradesh,Mandi,43,,NR,34,98,186,144,125,90,46,47,227,167,132,126,145,115,48,270,28,35,50,47,,,,,,,,,,,,,,,,,,,2024-07-15
Himachal Pradesh,Dharamshala,30,,NR,29,89,169,126,118,89,45,40,NR,172,137,138,NR,NR,49,230,28,33,50,80,,,,,,,,,,,,,,,,,,,2024-07-15
Himachal Pradesh,Solan,40,,NR,32,95,172,138,115,89,47,50,220,168,132,121,137,NR,52,220,28,37,50,47,,,,,,,,,,,,,,,,,,,2024-07-15
