State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2023-09-15
Average Price,Average Price,42.13,,29.96,35.3,80.57,146.22,117.4,113.54,93.45,43.62,58.07,192.73,140.12,129,127.54,127.68,102.45,52.95,278.77,22.12,24.42,33.5,37.72,,,,,,,,,,,,,,,,,,,2023-09-15
Maximum Price,Maximum Price,65,,59,70,133,189,168,157,147,70,80,257,258,220,200,245,198,143,558,32,60,65,125,,,,,,,,,,,,,,,,,,,2023-09-15
Minimum Price,Minimum Price,23,,21,26,58,75,70,80,70,37,40,125,108,93,96,105,83,35,155,9,11,14,11,,,,,,,,,,,,,,,,,,,2023-09-15
Modal Price,Modal Price,40,,28,30,80,150,110,115,90,42,60,200,140,120,120,120,100,50,250,28,20,30,40,,,,,,,,,,,,,,,,,,,2023-09-15
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-15
Chandigarh,Chandigarh,41,,30,35,74,132,112,110,93,43,58,190,154,130,136,156,112,51,275,27,25,45,30,,,,,,,,,,,,,,,,,,,2023-09-15
Delhi,Delhi,39,,28,31,88,168,132,120,91,42,53,218,145,129,128,143,99,60,247,26,25,38,28,,,,,,,,,,,,,,,,,,,2023-09-15
Haryana,Hisar,34,,26,29,79,153,112,112,86,42,57,196,123,110,118,170,112,45,237,25,16,23,39,,,,,,,,,,,,,,,,,,,2023-09-15
Haryana,Karnal,58,,28,38,84,123,118,119,119,45,66,185,149,144,144,175,135,50,278,30,20,43,43,,,,,,,,,,,,,,,,,,,2023-09-15
Haryana,Panchkula,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-09-15
Haryana,Gurgaon,40,,25,35,65,100,95,90,88,42,56,185,165,130,137,163,100,44,190,20,15,20,60,,,,,,,,,,,,,,,,,,,2023-09-15
Himachal Pradesh,Shimla,42,,NR,35,82,153,142,125,87,46,60,220,176,143,132,NR,NR,48,212,28,40,40,30,,,,,,,,,,,,,,,,,,,2023-09-15
Himachal Pradesh,Mandi,38,,NR,34,84,156,135,125,90,44,47,216,169,141,129,165,123,50,270,28,35,38,30,,,,,,,,,,,,,,,,,,,2023-09-15
Himachal Pradesh,Dharamshala,28,,NR,30,78,148,120,110,94,43,40,NR,168,143,148,NR,NR,44,217,28,25,35,22,,,,,,,,,,,,,,,,,,,2023-09-15
Himachal Pradesh,Solan,38,,NR,29,80,154,122,109,87,43,49,214,169,134,130,137,NR,49,230,28,40,37,25,,,,,,,,,,,,,,,,,,,2023-09-15
Himachal Pradesh,Una,42,,NR,31,86,142,128,118,89,44,60,NR,149,126,125,NR,NR,45,237,28,21,35,28,,,,,,,,,,,,,,,,,,,2023-09-15
Himachal Pradesh,Bilaspur-hp,43,,NR,30,85,155,129,119,87,44,58,NR,162,137,135,NR,NR,47,318,27,38,37,30,,,,,,,,,,,,,,,,,,,2023-09-15
Himachal Pradesh,Chamba,35,,NR,33,85,142,124,121,84,46,55,NR,165,142,136,164,101,45,228,28,22,35,42,,,,,,,,,,,,,,,,,,,2023-09-15
Himachal Pradesh,Hamirpur-HP,39,,NR,31,87,155,125,119,95,44,65,NR,167,135,NR,NR,NR,49,265,28,36,34,27,,,,,,,,,,,,,,,,,,,2023-09-15
Himachal Pradesh,Kullu,40,,NR,32,82,157,124,111,90,44,40,NR,165,126,121,141,NR,45,230,28,25,40,30,,,,,,,,,,,,,,,,,,,2023-09-15
Himachal Pradesh,Sirmour,37,,21,34,62,110,97,91,96,42,50,228,165,135,143,155,121,41,327,25,29,24,27,,,,,,,,,,,,,,,,,,,2023-09-15
Himachal Pradesh,Kinnaur,42,,NR,33,78,150,103,101,81,44,45,NR,147,138,132,NR,141,44,206,27,30,47,53,,,,,,,,,,,,,,,,,,,2023-09-15
Himachal Pradesh,Lahaul & Spiti,36,,NR,35,80,140,130,130,100,50,70,NR,187,NR,NR,NR,NR,55,365,28,40,50,40,,,,,,,,,,,,,,,,,,,2023-09-15
Jammu and Kashmir,Srinagar,40,,39,57,95,120,118,120,103,50,46,243,155,146,135,198,NR,49,355,28,30,40,40,,,,,,,,,,,,,,,,,,,2023-09-15
Jammu and Kashmir,Jammu,36,,29,34,85,162,125,118,100,46,50,NR,158,133,133,157,100,53,287,28,25,35,27,,,,,,,,,,,,,,,,,,,2023-09-15
Jammu and Kashmir,Poonch,44,,27,38,77,118,119,110,100,48,64,NR,180,153,167,170,156,46,306,20,22,34,31,,,,,,,,,,,,,,,,,,,2023-09-15
Jammu and Kashmir,Kupwara,37,,26,33,88,110,110,113,100,60,48,NR,148,145,145,148,142,48,307,24,25,45,42,,,,,,,,,,,,,,,,,,,2023-09-15
Jammu and Kashmir,Udhampur,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-09-15
Jammu and Kashmir,Shopian,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-09-15
Jammu and Kashmir,Samba,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-09-15
Jammu and Kashmir,Ramban,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-09-15
Jammu and Kashmir,Rajouri,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-09-15
Jammu and Kashmir,Kishtwar,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-09-15
Jammu and Kashmir,Doda,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-09-15
Jammu and Kashmir,Baramulla,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-09-15
Jammu and Kashmir,Reasi,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-09-15
Jammu and Kashmir,Kathua,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-09-15
Punjab,Amritsar,31,,26,28,78,140,97,100,100,43,52,178,137,117,120,122,NR,57,260,26,23,33,17,,,,,,,,,,,,,,,,,,,2023-09-15
Punjab,Ludhiana,35,,23,29,87,150,130,115,95,43,60,210,135,119,122,130,NR,55,320,27,20,35,23,,,,,,,,,,,,,,,,,,,2023-09-15
Punjab,Bathinda,36,,23,28,87,163,132,118,100,43,57,220,140,120,123,138,100,55,290,26,20,38,31,,,,,,,,,,,,,,,,,,,2023-09-15
Punjab,Barnala,36,,23,28,80,142,113,105,90,43,54,210,123,122,117,122,100,45,320,28,19,38,27,,,,,,,,,,,,,,,,,,,2023-09-15
Punjab,Hoshiarpur,33,,26,30,87,137,125,120,95,43,64,200,120,135,125,140,108,65,260,20,20,33,33,,,,,,,,,,,,,,,,,,,2023-09-15
Punjab,Faridkot,42,,23,29,92,163,132,123,93,44,57,223,127,127,122,147,102,57,353,28,22,27,23,,,,,,,,,,,,,,,,,,,2023-09-15
Punjab,Mansa,40,,23,28,87,145,120,103,102,42,52,NR,120,120,117,NR,NR,47,300,27,19,32,38,,,,,,,,,,,,,,,,,,,2023-09-15
Punjab,Sri Muktsar Sahib,39,,24,28,82,165,113,115,95,42,60,210,112,108,110,113,98,45,238,26,18,30,25,,,,,,,,,,,,,,,,,,,2023-09-15
Punjab,Dera Bassi,31,,23,29,77,145,110,110,90,41,62,160,125,123,117,151,108,60,247,27,18,26,53,,,,,,,,,,,,,,,,,,,2023-09-15
Punjab,Sangrur,40,,24,29,80,159,109,100,82,44,60,155,124,108,105,127,99,44,200,29,13,34,25,,,,,,,,,,,,,,,,,,,2023-09-15
Punjab,Ropar,NR,,NR,NR,NR,NR,NR,NR,NR,42,62,NR,NR,NR,NR,NR,NR,52,277,28,19,30,29,,,,,,,,,,,,,,,,,,,2023-09-15
Punjab,Amargarh,40,,25,33,76,165,120,112,80,45,60,150,115,120,125,130,115,40,240,28,15,23,30,,,,,,,,,,,,,,,,,,,2023-09-15
Punjab,Fatehgarh Sahib,40,,26,33,75,126,110,112,97,44,70,195,132,122,132,163,110,47,225,25,25,40,30,,,,,,,,,,,,,,,,,,,2023-09-15
Punjab,Ferozepur,41,,24,30,84,115,115,115,115,44,57,190,140,123,125,185,127,49,210,25,21,34,37,,,,,,,,,,,,,,,,,,,2023-09-15
Punjab,Kapurthala,36,,26,30,77,140,127,123,120,43,64,197,122,123,115,145,108,62,257,20,21,38,22,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Lucknow,36,,28,32,85,154,115,120,85,42,66,210,130,120,120,135,115,50,282,26,20,32,31,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Kanpur,35,,27,32,81,152,110,109,85,46,60,180,160,125,140,175,130,56,234,26,20,28,30,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Varanasi,39,,29,36,86,161,107,116,82,46,67,216,138,134,132,168,117,54,258,27,22,38,35,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Agra,42,,28,30,90,160,107,106,95,44,66,194,113,110,107,105,100,46,233,28,20,27,28,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Jhansi,43,,24,27,77,172,116,109,83,44,51,207,128,117,113,132,113,44,212,25,19,29,29,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Meerut,35,,29,35,82,131,110,110,107,42,63,160,153,154,148,171,145,57,242,22,25,30,31,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Allahabad,32,,30,34,74,121,110,108,85,45,62,169,150,139,134,169,114,52,250,24,23,35,32,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Gorakhpur,34,,24,39,74,139,116,109,74,44,59,219,139,129,124,169,99,49,219,26,24,34,31,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Saharanpur,31,,28,34,84,146,105,105,97,43,66,177,146,129,152,172,126,54,255,28,24,46,24,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Bareilly,34,,24,30,81,143,130,117,117,41,66,198,132,122,117,133,103,43,338,28,22,23,26,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Ayodhya,32,,26,31,72,125,96,105,90,41,55,193,158,122,137,175,97,46,217,28,18,24,40,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Moradabad,33,,31,34,63,138,115,106,91,41,58,178,128,108,116,130,108,49,287,21,18,20,47,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Aligarh,38,,26,34,78,150,115,110,102,40,60,208,127,118,118,154,137,47,242,27,20,39,40,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Mirzapur (Vindhyanchal),32,,23,31,76,140,89,94,92,46,48,187,166,158,159,173,147,57,247,23,19,29,28,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Banda,33,,27,35,67,141,105,101,80,44,65,199,137,124,122,173,112,48,202,21,17,22,35,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Azamgarh,33,,27,30,74,148,135,133,98,44,62,223,140,120,128,128,98,51,273,29,20,33,28,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Gonda (Devipatan),37,,27,36,80,150,130,115,100,45,62,185,138,155,160,190,140,47,340,27,22,29,42,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Amethi,37,,24,36,71,119,92,111,89,46,62,188,172,140,159,187,118,48,260,25,21,29,59,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Barabanki,37,,27,32,80,148,120,119,100,41,64,203,150,135,150,175,119,49,220,28,23,31,24,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Bhadohi,34,,22,28,65,115,85,100,89,42,60,190,160,145,145,185,105,45,235,25,17,22,45,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Chandauli,32,,23,33,75,144,109,105,75,42,60,150,124,129,106,123,93,50,245,26,16,34,29,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Farrukhabad,40,,23,30,71,136,100,102,90,41,66,175,130,127,127,168,105,41,255,26,18,31,52,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Ghazipur,30,,24,33,85,161,120,120,100,42,67,225,135,130,129,185,104,48,209,28,18,33,21,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Jaunpur,38,,26,33,85,165,117,117,81,43,62,189,130,122,119,162,103,55,253,27,19,32,22,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,UP-Pratapgarh,37,,25,29,75,163,118,116,82,42,68,209,135,120,123,132,96,56,266,27,19,29,22,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Sambhal,40,,24,32,67,137,97,100,85,40,57,173,140,140,140,175,128,43,217,29,20,28,40,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Santkabir Nagar,32,,25,32,76,125,117,113,98,43,62,183,150,145,145,175,NR,41,257,28,18,32,32,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Shahjahanpur,37,,27,33,79,134,123,117,107,42,64,205,137,135,164,173,125,46,249,27,22,26,27,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Sitapur,30,,28,32,75,108,104,104,95,41,59,179,165,145,156,174,119,39,240,27,21,23,65,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Sultanpur,33,,28,40,91,143,100,110,103,43,55,210,169,128,162,173,111,50,227,28,22,31,78,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Unnao,41,,26,29,80,158,118,118,83,42,57,200,137,108,118,157,100,48,213,26,20,30,37,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Ambedkar Nagar,39,,26,35,82,113,107,118,95,45,60,200,165,140,158,168,135,60,190,27,25,32,25,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Amroha,40,,27,30,80,130,100,110,100,41,50,197,140,140,147,180,100,45,200,25,20,30,20,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Baghpat,40,,NR,28,82,143,130,117,103,42,63,213,144,133,137,146,110,50,207,28,21,38,30,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Bijnor,36,,25,35,68,150,96,97,87,42,60,170,160,130,146,145,141,48,307,26,23,29,30,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Budaun,40,,23,30,80,134,100,95,90,42,60,200,135,120,120,139,100,45,282,28,15,25,20,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Etah,36,,24,34,65,145,98,100,90,42,66,200,145,145,145,160,115,44,280,27,18,30,30,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Fatehpur,35,,24,42,75,120,155,115,100,42,66,215,167,128,137,176,120,47,228,27,16,22,48,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Ghaziabad,31,,29,34,87,147,118,115,103,42,59,203,122,123,117,132,99,59,204,27,23,33,32,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Hardoi,43,,25,30,77,150,120,118,90,42,70,219,146,133,143,174,110,45,225,28,21,32,25,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Jalaun,31,,26,30,79,139,100,100,88,42,56,185,143,153,152,174,103,47,228,28,20,30,20,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Kaushambi,42,,25,38,71,142,129,103,93,42,59,171,140,125,129,171,121,47,227,29,25,37,40,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Kushinagar,26,,25,34,69,128,118,118,90,44,67,208,157,127,148,173,109,52,235,27,20,38,41,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Lakhimpur Kheri,41,,25,30,70,143,105,110,105,41,60,203,131,125,160,160,110,57,218,28,20,30,40,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Pilibhit,39,,28,32,76,142,123,113,110,41,66,210,145,145,140,155,115,40,265,28,22,26,40,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Sharwasti,37,,25,32,82,160,122,123,90,44,57,NR,152,130,127,NR,109,54,230,28,20,30,26,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Siddharth Nagar,41,,29,30,81,152,120,120,89,43,62,169,150,126,132,165,101,43,230,27,22,30,32,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Sonbhadra,44,,28,32,75,134,95,96,92,43,60,207,145,144,145,172,118,49,282,25,19,32,44,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Rampur,45,,26,30,73,140,110,106,87,42,58,181,137,135,115,165,101,46,238,17,19,36,32,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Bahraich,33,,25,31,63,142,133,111,87,39,45,163,145,157,148,127,123,42,250,28,17,28,40,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Basti,40,,22,30,71,144,111,105,83,42,65,159,140,133,136,147,97,47,242,25,20,24,100,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Etawah,43,,27,31,85,170,123,110,97,44,65,190,138,138,138,183,121,45,230,30,21,31,41,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Muzzafarnagar,40,,24,27,73,107,108,106,107,42,75,146,130,127,132,164,106,38,228,28,16,33,28,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Chitrakoot,27,,25,30,80,163,100,100,90,42,55,190,140,130,133,182,115,55,230,28,20,40,30,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Hamirpur-UP,41,,29,34,75,141,123,101,88,42,71,188,142,137,136,181,103,46,275,25,25,38,38,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Deoria,37,,28,30,74,159,116,118,103,44,58,211,145,127,125,156,142,41,226,28,18,24,33,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Hapur,35,,26,31,81,170,125,120,110,42,66,200,133,130,128,140,110,50,220,27,20,31,33,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Bulandshahr,40,,23,34,83,128,100,100,95,42,71,NR,120,120,120,187,100,50,247,26,20,30,20,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Kanpur Dehat,40,,23,30,80,160,140,92,90,42,66,180,124,135,135,160,95,45,210,28,20,25,20,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Hathras,35,,25,28,80,125,100,100,97,40,64,165,120,138,118,173,140,47,200,25,18,28,32,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Raebareli,43,,27,30,82,162,132,107,82,42,67,218,132,118,123,137,105,57,228,27,22,30,33,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Lalitpur,35,,23,27,68,121,94,94,96,41,53,172,132,130,126,188,134,39,258,25,20,21,25,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Mohaba,34,,24,34,75,141,88,90,85,41,55,137,123,120,122,170,108,48,163,28,25,30,21,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Gautam Budh Nagar,36,,26,30,87,159,117,113,89,43,66,231,147,121,131,147,105,55,250,27,18,28,23,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Auraiya,37,,23,33,63,133,96,96,77,40,70,182,162,132,132,181,133,50,262,26,19,37,22,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Maharajganj,32,,26,32,79,155,117,118,80,42,63,199,135,115,134,175,102,48,213,27,18,31,28,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Balrampur,37,,24,33,76,152,109,118,89,43,NR,191,132,104,123,143,99,52,223,29,16,29,21,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Kannauj,38,,24,31,67,131,96,98,90,42,66,178,132,130,135,182,118,44,245,27,20,24,32,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Mathura,34,,29,34,70,113,92,96,95,41,64,171,146,143,144,168,108,35,267,30,21,39,43,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Firozabad,37,,34,36,80,113,115,113,117,40,65,190,158,117,142,182,111,45,300,30,13,21,40,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Kasganj,44,,23,28,71,145,110,110,111,42,64,165,140,125,115,137,99,52,258,28,22,36,36,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Mainpuri,34,,25,31,66,109,98,96,85,39,69,187,153,122,134,164,110,43,248,30,20,23,25,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Shamli,40,,23,28,70,128,125,112,102,40,69,208,127,120,117,143,102,39,273,26,20,30,20,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Ballia,33,,28,31,75,150,111,110,95,42,56,190,145,145,145,150,150,54,240,26,18,35,28,,,,,,,,,,,,,,,,,,,2023-09-15
Uttar Pradesh,Mau,43,,24,31,75,159,113,116,91,42,63,206,136,114,125,145,101,59,273,27,15,33,24,,,,,,,,,,,,,,,,,,,2023-09-15
Uttarakhand,Dehradun,34,,24,34,74,130,107,120,110,42,62,160,134,132,136,165,NR,50,291,28,24,33,37,,,,,,,,,,,,,,,,,,,2023-09-15
Uttarakhand,Haldwani,35,,31,34,103,101,102,99,103,41,57,152,150,151,151,151,139,52,254,28,28,35,52,,,,,,,,,,,,,,,,,,,2023-09-15
Uttarakhand,Rudrapur,34,,23,28,77,152,112,113,108,40,63,171,138,137,138,141,89,51,217,28,17,23,28,,,,,,,,,,,,,,,,,,,2023-09-15
