State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2023-12-09
Average Price,Average Price,43.09,,30.99,36.34,83.2,155.38,122.82,116.13,93.59,44.82,58.45,192.23,137.79,125.52,122.48,123.55,99.17,52.06,278.94,22.58,24.26,56.59,42.1,,,,,,,,,,,,,,,,,,,2023-12-09
Maximum Price,Maximum Price,71,,52,67,133,195,173,165,153,70,80,263,235,220,189,247,176,100,560,34,70,84,80,,,,,,,,,,,,,,,,,,,2023-12-09
Minimum Price,Minimum Price,27,,21,27,60,87,85,87,70,37,40,120,107,91,96,98,83,35,168,9,12,32,11,,,,,,,,,,,,,,,,,,,2023-12-09
Modal Price,Modal Price,38,,28,35,80,160,120,120,100,44,60,210,130,120,115,130,100,50,265,28,20,60,40,,,,,,,,,,,,,,,,,,,2023-12-09
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-09
Chandigarh,Chandigarh,42,,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,25,50,50,,,,,,,,,,,,,,,,,,,2023-12-09
Delhi,Delhi,39,,30,32,87,167,142,118,88,45,54,214,146,126,128,137,99,57,243,26,22,55,43,,,,,,,,,,,,,,,,,,,2023-12-09
Haryana,Hisar,35,,27,30,77,160,110,111,79,45,57,196,122,108,117,136,102,41,244,24,14,42,45,,,,,,,,,,,,,,,,,,,2023-12-09
Haryana,Karnal,60,,30,38,85,125,122,120,125,45,66,183,143,143,144,175,134,50,279,30,23,60,50,,,,,,,,,,,,,,,,,,,2023-12-09
Haryana,Panchkula,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-12-09
Haryana,Gurgaon,40,,25,35,65,100,95,90,88,42,56,185,165,130,137,163,100,44,190,20,15,35,30,,,,,,,,,,,,,,,,,,,2023-12-09
Himachal Pradesh,Shimla,42,,NR,36,88,175,145,127,96,49,60,220,166,139,124,NR,NR,54,217,28,20,50,50,,,,,,,,,,,,,,,,,,,2023-12-09
Himachal Pradesh,Mandi,40,,NR,34,87,178,140,128,85,48,47,220,167,132,121,150,120,48,270,28,26,49,60,,,,,,,,,,,,,,,,,,,2023-12-09
Himachal Pradesh,Dharamshala,28,,NR,30,82,153,125,123,92,45,40,NR,165,137,140,NR,NR,47,217,28,25,60,60,,,,,,,,,,,,,,,,,,,2023-12-09
Himachal Pradesh,Solan,40,,NR,32,86,177,134,116,88,47,50,220,163,131,126,135,NR,48,220,28,20,57,40,,,,,,,,,,,,,,,,,,,2023-12-09
Himachal Pradesh,Una,39,,NR,30,86,162,126,117,86,45,62,NR,141,121,119,NR,NR,45,229,28,18,54,48,,,,,,,,,,,,,,,,,,,2023-12-09
Himachal Pradesh,Bilaspur-hp,44,,NR,31,85,165,132,117,91,48,58,NR,161,130,134,NR,NR,42,318,27,17,58,60,,,,,,,,,,,,,,,,,,,2023-12-09
Himachal Pradesh,Chamba,36,,NR,35,85,156,126,119,86,50,55,NR,161,133,123,164,101,44,235,28,25,55,60,,,,,,,,,,,,,,,,,,,2023-12-09
