State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2024-10-20
Average Price,Average Price,43.27,,31.69,36.85,94.43,161.94,124.2,115.25,89.18,44.65,58.27,192.54,163.65,138.17,138.05,141.27,123.04,54.74,263.9,22.54,36.02,53.27,65.28,36.42,43.31,39.79,54.19,43.58,99.77,619.95,57.03,78.16,45.3,88.97,36.07,49.92,33.07,19.6,49.43,,,2024-10-20
Maximum Price,Maximum Price,66,,58,65,120,200,154,140,120,60,80,257,205,174,172,198,166,120,520,30,70,78,120,66,77,83,100,100,148,852,120,220,100,160,85,118,69,46,112,,,2024-10-20
Minimum Price,Minimum Price,30,,22,28,70,125,85,87,74,39,40,138,124,97,105,105,89,39,155,9,25,28,21,18,22,29,26,28,24,392,20,48,19,40,16,20,16,10,19,,,2024-10-20
Modal Price,Modal Price,40,,28,35,90,160,125,120,90,44,60,183,181,132,143,148,137,50,300,27,30,50,60,39,40,35,60,40,100,650,58,72,40,80,30,40,25,15,40,,,2024-10-20
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-10-20
Chandigarh,Chandigarh,44,,31,36,90,165,125,116,90,45,60,183,139,124,119,120,100,55,269,28,39,52,60,28,47,30,44,50,85,497,35,72,60,95,50,60,40,21,35,,,2024-10-20
Delhi,Delhi,40,,30,34,100,163,143,123,90,45,56,216,174,159,156,156,135,63,245,27,33,60,92,29,38,39,53,41,112,515,58,71,57,90,42,38,37,15,37,,,2024-10-20
Haryana,Hisar,37,,29,33,98,160,112,111,80,45,59,220,169,148,146,151,120,50,243,26,37,62,98,27,37,39,51,40,100,540,58,72,42,83,50,41,37,15,68,,,2024-10-20
Haryana,Karnal,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,2024-10-20
Haryana,Panchkula,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,2024-10-20
Haryana,Gurgaon,36,,29,32,86,165,115,116,80,44,56,222,153,123,129,142,104,55,230,20,27,55,85,25,37,35,37,36,92,550,58,96,35,70,37,32,26,15,65,,,2024-10-20
Himachal Pradesh,Shimla,44,,NR,37,102,172,142,119,90,48,60,231,196,157,147,NR,NR,55,210,28,40,55,87,37,NR,38,NR,38,107,595,58,72,50,98,42,45,25,18,57,,,2024-10-20
Himachal Pradesh,Mandi,43,,NR,37,102,172,143,120,90,48,47,224,186,153,143,151,121,50,270,28,37,60,81,32,NR,34,NR,34,110,676,58,72,40,83,46,39,31,16,53,,,2024-10-20
Himachal Pradesh,Dharamshala,30,,NR,29,97,171,131,119,87,45,40,NR,186,146,143,NR,NR,49,230,28,35,60,80,32,NR,34,55,35,98,590,59,70,40,90,49,48,34,15,60,,,2024-10-20
Himachal Pradesh,Solan,39,,NR,33,101,168,126,114,83,46,50,231,189,146,135,159,NR,51,220,28,38,57,70,33,37,38,NR,37,106,535,58,78,35,90,49,40,33,19,57,,,2024-10-20
Himachal Pradesh,Una,41,,NR,35,99,164,127,117,83,45,66,NR,164,161,144,NR,NR,49,246,27,35,61,69,39,NR,35,NR,34,108,613,59,84,30,99,38,37,35,15,54,,,2024-10-20
Himachal Pradesh,Bilaspur-hp,45,,NR,33,101,166,139,117,88,48,60,NR,164,158,148,NR,NR,51,335,27,38,60,80,32,NR,35,58,35,105,677,58,84,40,81,32,35,30,13,56,,,2024-10-20
Himachal Pradesh,Chamba,36,,NR,35,105,176,133,122,90,50,55,NR,189,159,151,NR,NR,50,233,29,39,70,78,41,56,38,69,37,88,645,58,83,37,111,33,50,40,34,59,,,2024-10-20
Himachal Pradesh,Hamirpur-HP,41,,NR,35,99,173,129,117,84,47,65,NR,190,151,NR,NR,NR,51,260,28,39,58,83,35,55,34,NR,34,102,495,58,75,39,87,34,42,30,15,57,,,2024-10-20
Himachal Pradesh,Kullu,42,,NR,37,105,175,130,122,88,47,40,NR,187,151,143,137,NR,48,213,28,35,70,83,NR,NR,37,NR,38,110,537,59,87,40,88,41,35,31,15,58,,,2024-10-20
Himachal Pradesh,Sirmour,45,,24,37,89,176,140,112,90,46,50,214,179,150,150,152,108,45,273,28,40,70,75,35,NR,35,NR,36,100,627,58,70,40,81,30,48,32,20,52,,,2024-10-20
Himachal Pradesh,Kinnaur,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,2024-10-20
Himachal Pradesh,Lahaul & Spiti,44,,NR,43,90,162,130,90,93,44,50,NR,187,165,NR,NR,NR,54,480,28,40,73,103,NR,NR,34,NR,35,85,600,55,77,60,100,35,44,28,15,66,,,2024-10-20
Jammu and Kashmir,Srinagar,41,,39,44,88,178,140,128,120,50,50,NR,187,145,141,166,NR,60,285,28,40,70,90,NR,NR,50,NR,41,117,624,59,78,32,90,50,68,33,16,103,,,2024-10-20
