State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2023-12-15
Average Price,Average Price,43.29,,30.95,36.29,83.48,154.77,122.75,116.67,93.88,44.73,58.49,192.21,138.07,126.29,124.73,124.6,99.69,52.94,279.88,22.5,24.2,52.94,38.33,,,,,,,,,,,,,,,,,,,2023-12-15
Maximum Price,Maximum Price,71,,58,67,133,216,175,180,153,70,83,263,235,220,189,245,176,167,560,33,70,90,90,,,,,,,,,,,,,,,,,,,2023-12-15
Minimum Price,Minimum Price,27,,21,27,58,87,80,87,70,37,40,118,107,91,96,98,83,35,157,9,10,23,9,,,,,,,,,,,,,,,,,,,2023-12-15
Modal Price,Modal Price,40,,28,35,80,160,110,120,100,43,60,190,130,120,130,117.5,100,50,300,28,20,50,40,,,,,,,,,,,,,,,,,,,2023-12-15
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-15
Chandigarh,Chandigarh,42,,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,25,50,50,,,,,,,,,,,,,,,,,,,2023-12-15
Delhi,Delhi,39,,30,32,87,163,142,118,88,45,54,214,146,126,128,137,99,57,243,26,20,45,30,,,,,,,,,,,,,,,,,,,2023-12-15
Haryana,Hisar,34,,27,32,75,165,115,107,80,44,57,209,113,108,117,131,103,41,258,24,15,42,42,,,,,,,,,,,,,,,,,,,2023-12-15
Haryana,Karnal,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-12-15
