State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2024-04-08
Average Price,Average Price,44.31,,30.72,35.93,83.61,149.13,123.62,117.25,92.94,44.3,58.55,190.9,135.82,125.79,124.35,123.84,102.06,52.78,279.71,22.39,25.57,31.87,32.4,,,,,,,,,,,,,,,,,,,2024-04-08
Maximum Price,Maximum Price,75,,62,69,140,203,180,180,158,70,83,262,235,220,185,230,175,167,559,33,60,73,80,,,,,,,,,,,,,,,,,,,2024-04-08
Minimum Price,Minimum Price,25,,22,26,60,87,80,85,70,37,36,120,108,90,100,102,83,36,157,9,10,16,11,,,,,,,,,,,,,,,,,,,2024-04-08
Modal Price,Modal Price,40,,28,40,80,160,120,120,100,44,60,200,130,125,120,115,100,50,250,28,20,30,30,,,,,,,,,,,,,,,,,,,2024-04-08
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-04-08
Chandigarh,Chandigarh,42,,32,36,80,135,115,113,94,45,59,190,150,128,130,145,105,51,276,27,20,33,40,,,,,,,,,,,,,,,,,,,2024-04-08
Delhi,Delhi,40,,29,32,82,157,142,125,88,44,54,209,141,128,132,137,102,57,243,26,26,32,38,,,,,,,,,,,,,,,,,,,2024-04-08
Haryana,Hisar,35,,27,29,75,145,110,110,75,42,57,188,118,109,113,125,101,40,240,25,13,24,27,,,,,,,,,,,,,,,,,,,2024-04-08
Haryana,Karnal,65,,34,38,87,125,120,122,125,46,66,180,133,141,147,175,130,48,283,30,20,45,35,,,,,,,,,,,,,,,,,,,2024-04-08
Haryana,Panchkula,35,,33,36,82,134,101,110,95,44,60,151,127,128,111,154,91,52,213,27,25,55,32,,,,,,,,,,,,,,,,,,,2024-04-08
Haryana,Gurgaon,40,,25,35,65,100,95,90,88,42,56,185,165,130,137,163,100,44,190,20,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-04-08
Himachal Pradesh,Shimla,44,,NR,37,85,165,143,126,91,50,60,214,165,131,121,NR,NR,55,220,28,30,30,30,,,,,,,,,,,,,,,,,,,2024-04-08
Himachal Pradesh,Mandi,42,,NR,34,77,161,144,126,78,46,47,224,159,134,125,145,119,47,270,28,25,38,35,,,,,,,,,,,,,,,,,,,2024-04-08
Himachal Pradesh,Dharamshala,28,,NR,30,83,154,134,129,94,45,40,NR,160,136,137,NR,NR,47,220,28,24,30,40,,,,,,,,,,,,,,,,,,,2024-04-08
Himachal Pradesh,Solan,41,,NR,32,81,157,135,116,84,46,50,214,159,130,123,137,NR,49,220,28,25,37,33,,,,,,,,,,,,,,,,,,,2024-04-08
Himachal Pradesh,Una,41,,NR,32,83,156,131,121,86,44,64,NR,141,133,117,NR,NR,50,225,28,21,36,34,,,,,,,,,,,,,,,,,,,2024-04-08
Himachal Pradesh,Bilaspur-hp,44,,NR,31,81,157,134,118,89,46,58,NR,161,134,133,NR,NR,45,318,27,25,30,37,,,,,,,,,,,,,,,,,,,2024-04-08
Himachal Pradesh,Chamba,37,,NR,36,85,159,132,124,90,50,55,NR,160,140,129,NR,NR,44,235,28,21,35,40,,,,,,,,,,,,,,,,,,,2024-04-08
Himachal Pradesh,Hamirpur-HP,39,,NR,31,79,162,122,118,82,47,65,NR,163,141,NR,NR,NR,48,259,28,23,33,32,,,,,,,,,,,,,,,,,,,2024-04-08
Himachal Pradesh,Kullu,39,,NR,33,81,163,129,111,80,46,40,NR,159,115,119,137,NR,42,220,28,20,40,40,,,,,,,,,,,,,,,,,,,2024-04-08
Himachal Pradesh,Sirmour,42,,22,35,80,127,127,107,98,45,50,228,165,135,143,155,121,41,327,25,27,37,42,,,,,,,,,,,,,,,,,,,2024-04-08
Himachal Pradesh,Kinnaur,40,,NR,36,80,149,131,114,85,47,45,NR,144,130,117,NR,NR,45,229,27,28,40,50,,,,,,,,,,,,,,,,,,,2024-04-08
Himachal Pradesh,Lahaul & Spiti,40,,NR,40,90,165,119,98,100,50,66,NR,187,165,NR,NR,NR,55,480,28,40,52,60,,,,,,,,,,,,,,,,,,,2024-04-08
Jammu and Kashmir,Srinagar,40,,35,52,97,137,130,140,107,50,45,NR,148,137,132,173,NR,48,290,28,35,38,40,,,,,,,,,,,,,,,,,,,2024-04-08
Jammu and Kashmir,Jammu,45,,32,35,83,173,133,120,100,46,50,NR,153,137,137,142,108,49,297,28,27,37,43,,,,,,,,,,,,,,,,,,,2024-04-08
Jammu and Kashmir,Poonch,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2024-04-08
Jammu and Kashmir,Kupwara,36,,26,34,90,110,110,120,100,65,50,NR,148,148,143,143,143,53,310,28,24,43,48,,,,,,,,,,,,,,,,,,,2024-04-08
