State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2023-09-04
Average Price,Average Price,41.86,,29.87,35.14,79.12,142.58,116.14,112.11,93.07,43.41,58.19,192.51,140.52,129.18,127.64,128.29,102.96,52.8,279.41,22.21,24.65,33.41,51.83,,,,,,,,,,,,,,,,,,,2023-09-04
Maximum Price,Maximum Price,65,,51,67,133,183,163,170,145,70,85,283,258,220,200,244,198,150,558,33,60,70,180,,,,,,,,,,,,,,,,,,,2023-09-04
Minimum Price,Minimum Price,23,,21,25,54,75,70,80,66,36,40,115,108,93,97,107,83,34,154,9,12,13,15,,,,,,,,,,,,,,,,,,,2023-09-04
Modal Price,Modal Price,40,,26,34,80,140,110,110,90,42,60,200,130,125,120,120,100,50,300,28,20,30,40,,,,,,,,,,,,,,,,,,,2023-09-04
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-04
Chandigarh,Chandigarh,41,,30,35,74,132,112,110,93,43,58,190,154,130,136,156,112,51,275,27,25,45,35,,,,,,,,,,,,,,,,,,,2023-09-04
Delhi,Delhi,39,,28,31,83,165,132,115,91,42,53,218,143,131,130,143,104,60,247,26,27,37,40,,,,,,,,,,,,,,,,,,,2023-09-04
Haryana,Hisar,35,,25,27,72,165,105,97,88,40,57,213,120,112,112,158,110,45,257,25,15,20,59,,,,,,,,,,,,,,,,,,,2023-09-04
Haryana,Karnal,56,,27,38,80,120,115,115,115,44,66,183,154,144,144,173,139,50,276,30,20,38,63,,,,,,,,,,,,,,,,,,,2023-09-04
Haryana,Panchkula,30,,26,31,54,137,92,94,84,42,56,173,134,145,118,140,107,42,215,28,17,21,90,,,,,,,,,,,,,,,,,,,2023-09-04
Haryana,Gurgaon,40,,25,35,65,100,95,90,88,42,56,185,165,130,137,163,100,44,190,20,15,20,60,,,,,,,,,,,,,,,,,,,2023-09-04
Himachal Pradesh,Shimla,41,,NR,35,81,152,142,123,87,46,60,220,176,143,132,NR,NR,48,212,28,40,40,50,,,,,,,,,,,,,,,,,,,2023-09-04
Himachal Pradesh,Mandi,38,,NR,34,80,151,135,125,88,44,47,216,166,138,129,165,123,50,270,28,35,40,45,,,,,,,,,,,,,,,,,,,2023-09-04
Himachal Pradesh,Dharamshala,28,,NR,30,74,143,115,109,93,43,40,NR,167,143,148,NR,NR,44,217,28,25,35,47,,,,,,,,,,,,,,,,,,,2023-09-04
Himachal Pradesh,Solan,38,,NR,29,78,150,121,109,85,43,49,214,168,135,127,137,NR,49,230,28,30,35,37,,,,,,,,,,,,,,,,,,,2023-09-04
Himachal Pradesh,Una,42,,NR,32,79,142,119,110,82,44,60,NR,149,125,125,NR,NR,44,237,28,21,39,44,,,,,,,,,,,,,,,,,,,2023-09-04
Himachal Pradesh,Bilaspur-hp,43,,NR,30,80,146,124,111,84,44,58,NR,168,138,137,NR,NR,45,318,27,37,40,50,,,,,,,,,,,,,,,,,,,2023-09-04
