State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2025-03-16
Average Price,Average Price,42.19,,33.17,38.42,87.47,132.11,119.51,111.26,87.48,45.35,57.88,189.91,169.72,151.56,147.27,159.27,138.9,53.02,264.83,21.47,22.8,33.93,19.43,37.12,42.89,41.41,53.63,44.74,97.38,635.29,57.74,75.79,31.96,85.83,38.07,44.54,29.72,16.23,48.84,,,2025-03-16
Maximum Price,Maximum Price,66,,51,66,129,182,151,145,120,60,80,260,224,209,192,211,180,130,525,31,57,77,100,65,87,86,102,91,145,923,73,120,80,160,120,100,69,48,112,,,2025-03-16
Minimum Price,Minimum Price,26,,25,29,71,95,86,85,72,38,40,132,130,103,106,115,98,38,151,10,9,18,6,22,24,31,29,28,60,392,44,48,10,42,19,18,14,10,20,,,2025-03-16
Modal Price,Modal Price,40,,29.5,35,87.5,120,120,110,90,45,58,183,176,148,154,165,144,50,240,28,20,30,20,35,40,40,50,40,100,600,58,72,30,85,30,40,30,15,60,,,2025-03-16
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-03-16
Chandigarh,Chandigarh,44,,31,36,90,165,125,116,90,45,60,183,139,124,119,120,100,55,269,28,20,40,20,27,38,55,48,60,125,527,48,72,36,90,50,50,32,20,40,,,2025-03-16
Delhi,Delhi,39,,38,39,93,133,127,120,90,45,56,205,169,174,165,183,146,58,242,27,18,43,18,31,37,42,54,42,112,515,58,76,36,92,42,39,35,15,32,,,2025-03-16
Haryana,Hisar,40,,29,35,87,146,111,111,80,45,59,216,167,158,156,167,135,50,243,28,19,38,20,27,37,39,54,40,91,573,60,74,40,83,44,39,35,15,58,,,2025-03-16
Haryana,Karnal,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,2025-03-16
Haryana,Panchkula,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,2025-03-16
Haryana,Gurgaon,36,,29,32,86,165,115,116,80,42,56,222,153,123,129,142,104,55,227,20,17,26,20,25,37,35,37,36,92,550,58,96,35,70,37,32,26,15,65,,,2025-03-16
Himachal Pradesh,Shimla,44,,NR,37,94,139,130,115,80,48,60,231,198,168,154,NR,NR,54,213,28,25,45,27,37,NR,38,NR,40,108,631,58,72,20,90,43,46,25,17,60,,,2025-03-16
Himachal Pradesh,Mandi,43,,NR,37,86,147,130,114,80,46,49,231,190,162,153,161,NR,50,270,30,12,38,23,33,NR,36,NR,34,107,676,60,72,28,85,45,43,28,16,58,,,2025-03-16
Himachal Pradesh,Dharamshala,30,,NR,29,88,148,132,122,89,47,40,NR,187,159,165,NR,NR,51,230,28,21,35,25,32,NR,34,55,40,99,590,59,90,40,103,49,45,34,15,60,,,2025-03-16
Himachal Pradesh,Solan,41,,NR,38,89,146,127,109,86,48,55,220,192,165,143,176,NR,50,240,30,17,36,20,34,37,41,NR,40,110,600,59,82,32,85,54,37,33,19,60,,,2025-03-16
Himachal Pradesh,Una,42,,NR,35,81,123,113,112,83,47,69,NR,162,183,155,NR,NR,54,247,30,19,34,23,36,NR,37,NR,38,99,659,59,85,34,99,48,32,31,15,58,,,2025-03-16
Himachal Pradesh,Bilaspur-hp,46,,NR,37,84,141,139,115,86,48,62,NR,165,180,156,NR,NR,47,344,28,15,43,30,32,NR,39,58,40,96,696,60,84,40,83,32,33,30,12,53,,,2025-03-16
Himachal Pradesh,Chamba,37,,NR,35,83,145,120,110,84,50,55,NR,192,173,152,NR,NR,52,240,29,21,40,30,42,56,38,69,37,89,648,58,83,30,81,56,51,41,23,59,,,2025-03-16
Himachal Pradesh,Hamirpur-HP,41,,NR,37,84,124,112,112,81,47,65,NR,188,176,152,NR,NR,47,265,28,23,35,26,37,48,38,NR,37,98,495,60,78,32,85,39,38,31,15,55,,,2025-03-16
