State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2026-01-18
Average Price,Average Price,42.15,,32.06,37.53,84.06,113.57,113.52,109.1,87.68,45.94,58.56,188.56,186.76,154.94,147.38,167.9,133.87,56.22,264.07,21.75,22.31,27.41,43.81,37.19,43.08,41,54.4,44.98,94.52,675.21,58.69,85.03,40.55,86.11,36.66,39.84,27.39,15.85,45.4,24.34,37.63,2026-01-18
Maximum Price,Maximum Price,63,,54,71,122,160,152,148,141,60,85,278,257,230,198,224,173,137,560,37,52,63,120,77,66,64,103,100,160,916,82,125,87,125,100,90,60,40,100,50,72,2026-01-18
Minimum Price,Minimum Price,28,,22,29,72,89,85,81,70,41,40,155,136,118,110,125,100,40,155,10,6,10,13,22,26,28,31,32,61,508,45,49,18,65,24,23,13,10,20,15,20,2026-01-18
Modal Price,Modal Price,40,,28,34,85,110,111.5,110,90,45,58,193,187,165,143,176,132,55,260,25,20,25,40,35,40,40,50,40,90,659,60,84,40,80,35,40,27.5,15,40,20,40,2026-01-18
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2026-01-18
Chandigarh,Chandigarh,43,,35,40,87,115,114,110,89,46,59,211,208,171,164,182,145,57,270,28,25,25,60,38,43,42,54,47,96,731,59,79,43,87,37,41,28,16,49,30,37,2026-01-18
Delhi,Delhi,43,,32,34,87,107,128,107,90,47,57,198,194,161,165,183,146,57,233,28,17,30,43,35,39,39,48,40,95,629,58,72,47,93,36,30,30,14,48,30,55,2026-01-18
Haryana,Hisar,40,,30,34,85,122,110,110,88,45,61,203,183,165,150,183,132,55,243,28,23,27,50,27,38,39,62,40,90,619,59,76,50,82,40,39,34,15,68,23,43,2026-01-18
Haryana,Karnal,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,2026-01-18
