State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2023-09-25
Average Price,Average Price,42.42,,30.3,35.57,81.75,149.33,118.33,114.85,93.69,43.79,58.5,192.26,139.28,128.25,124.88,125.9,101.48,53.52,277.35,22.39,24.35,33.72,30.98,,,,,,,,,,,,,,,,,,,2023-09-25
Maximum Price,Maximum Price,66,,59,70,133,193,174,173,147,70,80,257,248,220,197,244,198,143,558,40,57,65,90,,,,,,,,,,,,,,,,,,,2023-09-25
Minimum Price,Minimum Price,25,,21,27,54,75,70,80,70,36,40,120,110,93,96,102,82,35,155,9,11,14,9,,,,,,,,,,,,,,,,,,,2023-09-25
Modal Price,Modal Price,40,,40,30,80,140,110,120,100,42,60,200,140,120,120,115,100,50,280,28,20,30,20,,,,,,,,,,,,,,,,,,,2023-09-25
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-09-25
Chandigarh,Chandigarh,41,,30,35,74,132,112,110,93,43,58,190,154,130,136,156,112,51,275,27,25,40,30,,,,,,,,,,,,,,,,,,,2023-09-25
Delhi,Delhi,39,,28,31,88,170,133,123,91,43,53,216,146,129,126,143,99,60,247,26,25,38,27,,,,,,,,,,,,,,,,,,,2023-09-25
Haryana,Hisar,34,,27,29,73,143,106,109,85,41,57,190,127,111,116,167,112,44,241,25,14,32,31,,,,,,,,,,,,,,,,,,,2023-09-25
Haryana,Karnal,58,,28,38,84,123,118,118,120,45,66,185,149,144,144,175,135,50,278,30,20,43,40,,,,,,,,,,,,,,,,,,,2023-09-25
