State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2025-04-18
Average Price,Average Price,42.06,,31.58,37.39,86.8,128.4,118.4,111.5,88.04,45.78,59.28,188.46,170.35,153.5,147.35,159.42,137.56,54.54,269.98,21.41,23.07,29.37,21.57,37.3,42.96,41.67,53.85,46.25,97.63,644.6,58.03,75.95,33.91,87.1,38.16,45.43,29.64,16.54,49.81,,,2025-04-18
Maximum Price,Maximum Price,65,,53,68,140,185,152,150,130,60,80,251,227,209,211,211,177,120,520,31,52,63,100,92,90,86,103,100,140,923,75,120,92,160,122,127,69,47,118,,,2025-04-18
Minimum Price,Minimum Price,27,,22,27,70,90,85,83,72,39,40,138,130,102,106,115,91,36,150,10,11,11,6,22,25,30,28,28,60,440,45,50,10,51,21,25,14,9,25,,,2025-04-18
Modal Price,Modal Price,40,,28,35,80,120,120,110,90,45,60,176,165,176,154,165,137,50,240,20,20,25,20,35,40,40,50,40,100,600,60,72,30,80,35,40,30,15,50,,,2025-04-18
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-04-18
Chandigarh,Chandigarh,42,,32,38,86,131,118,110,88,46,58,211,189,132,163,170,NR,52,268,28,20,30,21,36,42,41,54,46,98,661,58,76,35,88,39,46,30,17,50,,,2025-04-18
Delhi,Delhi,37,,33,35,88,125,118,118,90,45,56,203,165,176,161,178,137,58,240,27,18,32,25,30,37,38,53,40,111,528,58,72,40,89,38,35,33,15,36,,,2025-04-18
Haryana,Hisar,40,,28,35,85,132,110,105,80,45,60,214,163,158,157,171,136,49,243,28,19,26,20,26,37,39,56,40,91,586,60,74,40,81,44,39,35,15,58,,,2025-04-18
Haryana,Karnal,41,,22,32,80,140,120,112,84,43,70,198,165,175,132,165,134,50,260,29,15,20,17,22,39,37,69,36,80,609,62,96,30,80,47,40,35,13,70,,,2025-04-18
