State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2024-07-14
Average Price,Average Price,44.95,,31.43,36.32,89.27,169.81,128.13,118.54,93.7,44.39,58.73,187.34,140.2,124.2,120.68,122.25,99.88,53.44,270.18,22.95,36.81,44.09,67.71,,,,,,,,,,,,,,,,,,,2024-07-14
Maximum Price,Maximum Price,74,,52,65,130,200,180,162,158,60,80,253,235,173,180,210,162,175,520,30,60,80,127,,,,,,,,,,,,,,,,,,,2024-07-14
Minimum Price,Minimum Price,24,,22,27,60,128,85,90,74,38,40,123,105,94,100,104,80,38,160,10,14,26,28,,,,,,,,,,,,,,,,,,,2024-07-14
Modal Price,Modal Price,39,,28,32,90,175,130,120,90,45,60,170,138,120,123,115,99,50,220,28,35,40,80,,,,,,,,,,,,,,,,,,,2024-07-14
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-14
Chandigarh,Chandigarh,40,,32,35,95,178,130,125,98,44,62,190,148,120,129,135,105,55,253,28,43,55,59,,,,,,,,,,,,,,,,,,,2024-07-14
Delhi,Delhi,40,,30,32,90,178,147,128,90,44,56,207,150,128,130,141,104,60,245,26,40,55,78,,,,,,,,,,,,,,,,,,,2024-07-14
Haryana,Hisar,34,,27,29,82,164,114,109,78,44,59,188,131,109,118,126,93,49,242,25,38,48,65,,,,,,,,,,,,,,,,,,,2024-07-14
Haryana,Karnal,40,,30,33,87,177,124,114,83,45,69,188,123,114,105,115,84,50,251,25,30,47,61,,,,,,,,,,,,,,,,,,,2024-07-14
