State,Centre,Rice,Broken Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Bajra (whole),Jowar (whole),Maida (wheat),Ragi (whole),Suji (whole),Besan,Desi Ghee,Butter (Pasteurised),Eggs,Brinjal,Black Pepper (whole),Coriander (whole),Cummin Seed (whole),Red Chillies (whole),Turmeric (powder),Banana,Ginger,Garlic,Date
Unit,Qty,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 ltr,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,1 Kg,100 gm,Dozen,1 Kg,100 gm,250 gm,100 gm,100 gm,50 gm,1 Kg,100 gm,100 gm,2023-12-19
Average Price,Average Price,43.48,,30.95,36.16,83.55,153.8,122.91,116.46,94.24,44.76,58.6,191.31,138.04,126.45,124.36,124.73,99.9,52.97,280.54,22.4,23.97,49.55,36.74,,,,,,,,,,,,,,,,,,,2023-12-19
Maximum Price,Maximum Price,71,,58,67,133,216,173,180,153,70,83,262,235,220,189,245,176,167,560,33,70,90,90,,,,,,,,,,,,,,,,,,,2023-12-19
Minimum Price,Minimum Price,23,,21,27,58,87,80,80,70,37,40,115,107,92,95,98,82,35,157,9,10,22,10,,,,,,,,,,,,,,,,,,,2023-12-19
Modal Price,Modal Price,40,,28,35,80,160,110,120,100,43,60,200,132.5,120,120,120,100,50,300,28,20,50,40,,,,,,,,,,,,,,,,,,,2023-12-19
NORTH ZONE,NORTH ZONE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2023-12-19
Chandigarh,Chandigarh,42,,32,36,80,135,115,113,94,43,59,192,150,128,130,148,107,51,276,27,22,50,50,,,,,,,,,,,,,,,,,,,2023-12-19
Delhi,Delhi,39,,30,32,85,160,142,118,87,45,54,214,146,126,128,137,99,57,243,26,16,40,28,,,,,,,,,,,,,,,,,,,2023-12-19
Haryana,Hisar,35,,27,30,78,160,110,105,77,44,57,196,120,108,113,125,105,41,242,25,15,45,41,,,,,,,,,,,,,,,,,,,2023-12-19
Haryana,Karnal,61,,31,38,85,125,122,120,125,45,66,183,143,143,144,175,134,50,279,30,23,60,48,,,,,,,,,,,,,,,,,,,2023-12-19
Haryana,Panchkula,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-12-19
Haryana,Gurgaon,40,,25,35,65,100,95,90,88,42,56,185,165,130,137,163,100,44,190,20,15,35,30,,,,,,,,,,,,,,,,,,,2023-12-19
Himachal Pradesh,Shimla,42,,NR,37,89,175,145,127,97,50,60,220,167,138,124,NR,NR,54,217,28,20,40,40,,,,,,,,,,,,,,,,,,,2023-12-19
Himachal Pradesh,Mandi,40,,NR,34,85,175,138,126,85,48,47,220,167,132,125,150,120,48,270,28,20,42,40,,,,,,,,,,,,,,,,,,,2023-12-19
Himachal Pradesh,Dharamshala,28,,NR,30,83,153,127,125,93,45,40,NR,165,137,138,NR,NR,47,217,28,25,40,50,,,,,,,,,,,,,,,,,,,2023-12-19
Himachal Pradesh,Solan,39,,NR,32,87,175,134,117,89,47,50,214,163,131,125,135,NR,49,220,28,20,37,30,,,,,,,,,,,,,,,,,,,2023-12-19
Himachal Pradesh,Una,39,,NR,30,84,155,123,115,83,44,62,NR,141,121,118,NR,NR,45,229,28,15,42,33,,,,,,,,,,,,,,,,,,,2023-12-19
Himachal Pradesh,Bilaspur-hp,44,,NR,31,85,165,132,117,91,48,58,NR,161,130,134,NR,NR,42,318,27,15,42,38,,,,,,,,,,,,,,,,,,,2023-12-19
Himachal Pradesh,Chamba,36,,NR,35,87,156,130,119,89,50,55,NR,161,134,124,164,101,44,235,28,25,41,41,,,,,,,,,,,,,,,,,,,2023-12-19
Himachal Pradesh,Hamirpur-HP,40,,NR,32,85,162,136,118,93,46,65,NR,162,130,NR,NR,NR,48,259,28,19,36,38,,,,,,,,,,,,,,,,,,,2023-12-19
Himachal Pradesh,Kullu,40,,NR,34,87,158,139,117,87,47,40,NR,165,115,115,141,NR,40,230,28,20,40,40,,,,,,,,,,,,,,,,,,,2023-12-19
Himachal Pradesh,Sirmour,37,,21,34,62,110,97,91,96,42,50,228,165,135,143,155,121,41,327,25,29,65,67,,,,,,,,,,,,,,,,,,,2023-12-19
Himachal Pradesh,Kinnaur,40,,NR,35,84,148,131,110,80,50,45,NR,136,127,134,132,NR,42,229,27,28,49,50,,,,,,,,,,,,,,,,,,,2023-12-19
Himachal Pradesh,Lahaul & Spiti,40,,NR,37,90,165,120,110,100,50,70,NR,187,157,NR,NR,NR,55,365,28,40,53,60,,,,,,,,,,,,,,,,,,,2023-12-19
Jammu and Kashmir,Srinagar,40,,45,58,98,120,118,130,108,50,47,250,145,145,138,188,NR,49,340,28,33,53,50,,,,,,,,,,,,,,,,,,,2023-12-19
Jammu and Kashmir,Jammu,40,,34,36,87,173,130,120,100,49,50,NR,148,125,125,128,100,49,280,28,15,40,32,,,,,,,,,,,,,,,,,,,2023-12-19
Jammu and Kashmir,Poonch,44,,27,38,77,118,119,110,100,48,64,NR,180,153,167,170,156,46,306,20,23,69,59,,,,,,,,,,,,,,,,,,,2023-12-19
Jammu and Kashmir,Kupwara,36,,26,33,90,110,110,120,100,60,48,NR,148,145,143,148,142,50,307,24,27,57,48,,,,,,,,,,,,,,,,,,,2023-12-19
Jammu and Kashmir,Udhampur,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-12-19
Jammu and Kashmir,Shopian,37,,52,42,110,135,137,123,108,49,47,NR,150,130,133,127,NR,49,330,28,39,63,64,,,,,,,,,,,,,,,,,,,2023-12-19
Jammu and Kashmir,Samba,60,,27,32,80,160,130,120,100,48,55,NR,125,125,120,135,95,50,300,28,15,40,35,,,,,,,,,,,,,,,,,,,2023-12-19
Jammu and Kashmir,Ramban,52,,NR,34,88,147,117,117,97,50,60,NR,143,140,123,NR,NR,53,320,26,22,47,50,,,,,,,,,,,,,,,,,,,2023-12-19
Jammu and Kashmir,Rajouri,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-12-19
Jammu and Kashmir,Kishtwar,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-12-19
Jammu and Kashmir,Doda,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-12-19
Jammu and Kashmir,Baramulla,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-12-19
Jammu and Kashmir,Reasi,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-12-19
Jammu and Kashmir,Kathua,NR,,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,,,,,,,,,,,,,,,,,,2023-12-19
Punjab,Amritsar,42,,32,36,77,160,100,110,110,45,54,210,131,120,120,138,NR,50,247,27,13,35,30,,,,,,,,,,,,,,,,,,,2023-12-19
Punjab,Ludhiana,37,,23,32,87,160,135,115,95,44,60,210,137,117,122,130,NR,55,280,27,14,40,33,,,,,,,,,,,,,,,,,,,2023-12-19
Punjab,Bathinda,37,,23,30,84,168,137,122,100,45,57,220,138,118,118,133,102,54,293,25,20,49,43,,,,,,,,,,,,,,,,,,,2023-12-19
Punjab,Barnala,37,,23,32,84,152,130,113,89,46,54,210,123,117,108,130,93,43,317,28,20,38,50,,,,,,,,,,,,,,,,,,,2023-12-19
Punjab,Hoshiarpur,33,,25,29,92,138,118,120,110,43,62,200,120,140,125,140,110,64,263,20,15,40,45,,,,,,,,,,,,,,,,,,,2023-12-19
Punjab,Faridkot,42,,23,33,87,167,132,127,97,45,55,223,122,122,117,142,93,52,313,28,22,38,37,,,,,,,,,,,,,,,,,,,2023-12-19
Punjab,Mansa,39,,24,28,95,130,110,100,96,45,51,NR,135,125,127,NR,NR,54,277,28,22,65,44,,,,,,,,,,,,,,,,,,,2023-12-19
Punjab,Sri Muktsar Sahib,39,,27,32,82,173,118,117,92,44,62,203,112,110,110,105,93,43,253,27,22,43,38,,,,,,,,,,,,,,,,,,,2023-12-19
Punjab,Dera Bassi,38,,22,33,80,180,125,115,115,45,60,NR,130,115,112,NR,NR,50,217,28,18,48,51,,,,,,,,,,,,,,,,,,,2023-12-19
Punjab,Sangrur,40,,26,30,81,159,111,105,80,46,60,157,125,103,103,119,96,38,220,29,15,35,32,,,,,,,,,,,,,,,,,,,2023-12-19
Punjab,Ropar,35,,28,31,87,172,122,127,113,46,63,220,128,113,120,135,112,57,273,28,17,37,37,,,,,,,,,,,,,,,,,,,2023-12-19
Punjab,Amargarh,40,,26,30,80,172,120,120,82,47,60,158,120,115,115,125,97,40,250,28,20,30,30,,,,,,,,,,,,,,,,,,,2023-12-19
Punjab,Fatehgarh Sahib,47,,25,35,85,122,115,108,105,45,65,200,125,118,117,162,115,50,240,26,25,58,58,,,,,,,,,,,,,,,,,,,2023-12-19
Punjab,Ferozepur,41,,26,35,90,180,140,121,101,44,65,221,133,121,118,146,97,46,281,28,14,43,39,,,,,,,,,,,,,,,,,,,2023-12-19
Punjab,Kapurthala,35,,26,31,77,118,122,115,108,44,63,205,127,130,130,128,110,62,263,21,18,47,45,,,,,,,,,,,,,,,,,,,2023-12-19
Uttar Pradesh,Lucknow,39,,29,35,85,150,125,115,82,43,66,210,135,116,113,120,105,40,282,27,16,32,29,,,,,,,,,,,,,,,,,,,2023-12-19
Uttar Pradesh,Kanpur,35,,27,32,82,165,112,110,86,46,60,196,144,113,126,140,117,56,234,26,25,50,40,,,,,,,,,,,,,,,,,,,2023-12-19
Uttar Pradesh,Varanasi,40,,29,36,86,167,118,117,81,49,68,218,142,128,132,149,116,56,276,28,18,42,25,,,,,,,,,,,,,,,,,,,2023-12-19
