வார்டு எண்,மரியாதைத் தலைப்பு,வேட்பாளரின் பெயர்,வேட்பாளரின் தந்தை/கணவர் பெயர்,பாலினம்‌,வயது,அரசியல் கட்சியின் பெயர்,வேட்புமனுவின் நிலை
64,திரு,ஜெயக்குமார்,செ கார்த்திகேயன்,ஆண்,30,சுயேட்சை வேட்பாளர்,
64,திருமதி,மகாலஷ்மி சுரேஷ்,சுரேஷ் சுந்தரம்,பெண்,40,Makkal Needhi Maiam,
64,திரு,நாராயணன்,இர பழனி ,ஆண்,26,பகுஜன் சமாஜ் கட்சி,
64,திரு,நாகராஜன்,எட்டியப்பன்,ஆண்,62,திராவிட முன்னேற்றக் கழகம்,
64,திரு,நரேஷ்குமார்  ,ஆறுமுகம் ,ஆண்,28,சுயேட்சை வேட்பாளர்,
64,திரு,சூரியமுத்து,எ. ஜெயராமன்,ஆண்,47,சுயேட்சை வேட்பாளர்,
64,திரு,சுரேஷ்,மு மாணிக்கம் ,ஆண்,36,Tamil Nadu Ilangyar Katchi,
64,திரு,சுரேஷ் குமார் ,கோ பாஸ்கரன் ,ஆண்,37,Amma Makkal Munnettra Kazagam,
64,திரு,சுரேஷ் ,டி கிருஷ்ணமூர்த்தி ,ஆண்,39,சுயேட்சை வேட்பாளர்,
64,திரு,சண்முகம்   ,பெரியசாமி,ஆண்,44,சுயேட்சை வேட்பாளர்,
64,திரு,சரவணன் ,ஆர் பாலகிருஷ்ணன் ,ஆண்,40,பாரதிய ஜனதா கட்சி,
64,திரு,கிருஷ்ணமூர்த்தி,எ பூங்காவனம்,ஆண்,59,சுயேட்சை வேட்பாளர்,
64,திரு,கிருஷ்ணமூர்த்தி  ,துரைசாமி ,ஆண்,52,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
64,திரு,கஜேந்திரன்,வி கோவிந்தசாமி,ஆண்,40,Naam Tamilar Katchi,
64,திரு,யுவராஜ் ,மா ராஜஇளங்கோ,ஆண்,40,சுயேட்சை வேட்பாளர்,
64,திரு,முத்துகுமார்,டி செல்வராஜ் ,ஆண்,42,Pattali Makkal Katchi,
64,திரு,அலெக்சாண்டர்,அ சவரிமுத்து,ஆண்,39,தேசிய முற்போக்கு திராவிட கழகம்,
64,திரு,முகமது ரவுப்,எச் எம் கவுஸ்,ஆண்,43,Aam Aadmi Party,
64,திரு,மதிவாணன் ,ஆ ரவி ,ஆண்,26,சுயேட்சை வேட்பாளர்,
64,திரு,சாஸ்தா சரண்,து கிருஷ்ணமூர்த்தி   ,ஆண்,24,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
64,திரு,கிருபாகரன்,ந அப்பாதுரை ,ஆண்,55,திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
64,திரு,நாகராஜன்,எட்டியப்பன்,ஆண்,62,திராவிட முன்னேற்றக் கழகம், நிராகரிக்கப் பட்டது 
65,திருமதி,ராஜேஸ்வரி,ஆர் விமல்ராஜ் ,பெண்,27,பகுஜன் சமாஜ் கட்சி,
65,திருமதி,யமுனாராணி,நாராயணன்,பெண்,36,Amma Makkal Munnettra Kazagam,
65,செல்வி,மோணிஷா,நியாஸ்  அஹ்மத் ,பெண்,22,சுயேட்சை வேட்பாளர்,
65,திருமதி,சாரதா   ,என் குப்பையா ,பெண்,48,திராவிட முன்னேற்றக் கழகம்,
65,திருமதி,சரஸ்வதி,கே முருகதாஸ்,பெண்,33,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம்,
65,செல்வி,காசி மாணிக்கம் ,ரா ராஜராஜன் ,பெண்,48,சுயேட்சை வேட்பாளர்,
65,திருமதி,விஜயகுமாரி ,குப்பாரங்கம் ,பெண்,47,Indiya Jananayaka Katchi,
65,திருமதி,வசந்தி,எஸ் தேவலிங்கம் ,பெண்,49,Makkal Needhi Maiam,
65,திருமதி,பாக்யலட்சுமி ,ஆர் ரமேஷ்குமார் ,பெண்,32,சுயேட்சை வேட்பாளர்,
65,திருமதி,தேவி ,ஜீ சரவணன்,பெண்,45,Pattali Makkal Katchi,
65,திருமதி,செல்வி ,ஜி பாபு ,பெண்,47,சுயேட்சை வேட்பாளர்,
65,திருமதி,கவிதா ,எம் சிவகுமார் ,பெண்,31,தேசிய முற்போக்கு திராவிட கழகம்,
65,திருமதி,கலைச்செல்வி ,எம் சண்முகம்,பெண்,54,சுயேட்சை வேட்பாளர்,
65,திருமதி,அனிதா,ஐயப்பன்,பெண்,31,Naam Tamilar Katchi,
65,திருமதி,ரேவதி ,பாலகிருஷ்ணன்,பெண்,32,பாரதிய ஜனதா கட்சி,
65,செல்வி,பீரித்தி,என் குப்பையா,பெண்,24,திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
65,செல்வி,பீரித்தி,என் குப்பையா,பெண்,24,திராவிட முன்னேற்றக் கழகம், நிராகரிக்கப் பட்டது 
65,திருமதி,சரஸ்வதி,கே முருகதாஸ்,பெண்,33,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், நிராகரிக்கப் பட்டது 
65,திருமதி,ராணி ,கே செல்வகுமார்,பெண்,47,அனைத்திந்திய அண்ணா திராவிட முன்னேற்றக் கழகம், திரும்பப்பெறப் பட்டது 
66,திருமதி,ஸ்ரீதேவி ,எ கே சசிகுமார் ,பெண்,40,பாரதிய ஜனதா கட்சி,
66,திருமதி,யோக பிரியா ,எஸ் தனசேகர் ,பெண்,32,திராவிட முன்னேற்றக் கழகம்,
