Zone,Div,Address,latitude,longitude
5,49," NO. 8/26, SINGARA GARDEN 4TH LANE, OLD WASHERMENPET, CHENNAI - 600 021",13.1139,80.289
5,49," NO. 96, THANDAVARAYA GRAMINI STREET, TONDAIARPET,CHENNAI - 600 081",13.122,80.293
5,50," NO. 502, S. N. CHETTY STREET, ROYAPURAM, CHENNAI - 600 013",13.1167,80.2926
5,50," NO.  , M.S.KOVIL STREET, ROYAPURAM, CHENNAI - 600 013",13.1098,80.2922
5,51," NO. 83, PERAMBALU CHETTY STREET, OLD WASHERMENPET,CHENNAI - 600 021",13.1142,80.2866
5,51," NO. 18, MANIKANDAN 6TH STREET,OLD WASHERMENPET, CHENNAI - 600 021",13.1101,80.2859
5,52," NO.45,OSH ROAD, ROYAPURAM, CHENNAI - 600 013.",13.1046,80.2869
5,52," NO.96,  THOPPAI STREET, ROYAPURAM, CHENNAI - 600 013",13.1079,80.2903
5,53," NO. 10, DR. VIJAYARAGAVALU ROAD, OLD WASHERMENPET, CHENNAI - 600 021",13.1116,80.2783
5,53," NO. 44, PADAVATTAMMAN KOVIL STREET, OLD WASHERMENPET, CHENNAI - 600 021",13.1037,80.2759
5,54,"   MINT STREET ( NEAR APPOLO HOSPITAL), SOWCARPET,CHENNAI 600 079",13.0967,80.2799
5,54," NO. 508, MINT STREET (NEAR WARD OFFICE), SOWCARPET, CHENNAI - 600 079",13.1038,80.2799
5,55," NO. 37, NATTUPILLAIYAR KOVIL STREET, SEVEN WELLS, CHENNAI - 600 001",13.0954,80.2805
5,55," NO. 44 , PERANNAN STREET, SEVEN WELLS, CHENNNAI - 600 001",13.1004,80.2831
5,56," NO. 120, PAVALAKARA STREET, MANNADY, CHENNAI - 600 001",13.0993,80.2894
5,56," NO. 135, BRN GARDEN, BROADWAY, CHENNAI - 600 001",13.1022,80.2865
5,57," NO. 67, ANNAPILLAI STREET, CHENNAI - 600 079",13.0952,80.2756
5,57," NO. 34, DAVIDSON STREET, BROADWAY, CHENNAI - 600 001",13.0925,80.2855
5,58," NO.1,WHANNELS ROAD,EGMORE,CHENNAI - 600 008",13.0791,80.2631
5,58," NO.68,KALATHIYAPPA STREET,CHOOLAI,CHENNAI-600 112",13.0897,80.2593
5,59," NO. 8, BALA MUTHU STREET, ELLISH ROAD, CHENNAI-600 002",13.0652,80.2723
5,59," BRAZER BRIDGE SALAI (BEHIND BROADWAY BUS STOP),PARKTOWN , CHENNAI-600 003",13.0853,80.2836
5,60," NO. 57, 3RD LINE BEACH ROAD, HORBOUR, CHENNAI-600 001.",13.1015,80.2939
5,60," NO.1, IYYAPPA CHETTY STREET, MANNADY, CHENNAI-600 001.",13.0966,80.288
5,61,"  NO. 2,GENGU REDDY STREET,  EGMORE, CHENNAI-600 008.",13.0752,80.2524
5,61," NO. 3, PANTHEON ROAD, VARADHARAJAPURAM, EGMORE, CHENNAI-600 008.",13.0758,80.2645
5,61," NO. 150, RUKUMANI LAKSHMIPATHI ROAD, GOVT., EYE HOSPITAL CAMPUS, EGMORE, CHENNAI-600 008.",13.0688,80.2613
5,62," NO.43,WEST COOVAM STREET",13.0736,80.2671
5,62," NO.96/2,ARUNACHALAM ROAD,CHINDATRIPET,CHENNAI-600 002",13.0745,80.273
5,63," NO. 198, BHARATHI SALAI, ROYAPETTAI,  CHENNAI -600 014",13.0585,80.2679
5,63," NO.4,  VEERABATHRAN STREET, PUDHU PETTAI, CHENNAI -600 002",13.0702,80.2649
6,64," UNITED COLONY, REDHILLS ROAD, KOLATHUR, CHENNAI-600 099",13.129,80.2156
6,64," ANJUGAM NAGAR, KOLATHUR (NEAR DIVISION-64  SI & CI OFFICE )",13.1215,80.2196
6,65," CORPORATION PARK, HUSSAIN COLONY, KOLATHUR, CHENNAI-600 099",13.1241,80.2022
6,65," JAMBULINGAM MAIN  ROAD, G.K.M.COLONY     (NEAR BUTMEDU BURIAL GROUND)",13.1117,80.216
6,66," 1ST CIRCULAR ROAD, JAWAHAR NAGAR",13.1136,80.2288
6,66," PERIYAR NAGAR, PHERIPHERAL HOSPITAL INSIDE",13.115,80.2235
6,67," LOCO WORKS SCHEME ROAD, PERAMBUR, CHENNAI-600 011.",13.1085,80.2279
6,68," UNUSED BUILDING,PAPER MILLS ROAD,SEMBIUM",13.1135,80.2359
6,68, THIRUVIKA NAGAR GOPALAPURAM,13.1221,80.2328
6,69," MADHAVARAM HIGH ROAD, PERAMBUR, CHENNAI-600 011",13.1197,80.2426
6,69," ANDERSON ROAD, PERAMBUR,CHENNAI-600 011.",13.0991,80.2424
6,70," OLD CORPORATION BUILDING,BHARATHI ROAD,",13.1111,80.2489
6,70, PERAMBUR HIGH ROAD (NORTH),13.1087,80.2434
6,71," NEAR DIVISION OFFICE,PERAMBUR HIGH ROAD,",13.1071,80.2474
6,71," CHANDRAYOGI SAMATHI ST, NEAR PERAMBUR CORPORATION MIDDLE SCHOOL, CHENNAI-600 011.",13.1051,80.2456
6,72," THIRU VI KA NAGAR, 2ND STREET, PULIYANTHOPE, CHENNAI-600 012. ",13.1044,80.2632
6,72," DOSS NAGAR, KANNIGAPURAM",13.1083,80.2643
6,73," DR.AMBEDKAR COLLEGE ROAD,(OLD ZONE OFFICE-3)",13.1009,80.2602
6,73, NEW FARMA ROAD,13.0989,80.2577
6,74," GYM BUILDING,A K SAMY MADAM 1ST STREET,NAMMALVAEPET,CHENNAI",13.0935,80.2428
6,74, SUBBURAYAN 3RD STREET ,13.0958,80.2451
6,75," OLD COMMUNITY HALL,VALLUVAN STREET,OTTERI,CHENNAI-600 012. ",13.0942,80.2521
6,75, S.S.PURAM ?A? BLOCK MAIN ROAD,13.0929,80.2508
6,76," SACHITHANANTHAM ST, KOSAPETTI, CHENNAI-600 012. ",13.0947,80.2562
6,76," VENKATESA BAKTHAN ST, B.B. RD, PERAMBUR BARRACKS RD, ",13.0934,80.2571
6,76," K.M. GARDEN, PATTALAM, CHENNAI-600 012. ",13.0947,80.2624
6,77," OLD DIV -45 OFFICE, NO.77, DIMLEERS ROAD, KP PARK, PULINTHOPE, CHENNAI-600 012. ",13.0945,80.2682
6,77," BOGIPALAYAM, 1ST MAIN RD, PULIANTHOPE, NEAR T.B. HOSPITAL,CHENNAI-600 012. ",13.0982,80.2626
6,78," KURAVAN KULAM, CHOOLAI, CHENNAI-600112",13.091,80.2642
6,78," THANA STREET, PURASAIWAKKAM, ",13.0911,80.2542
7,79," CORPORATION BUILDING,KATTABOMMAN STREET,ORGADAM,AMBATHUR,",13.1299,80.153
7,79," GANDHI MAIN ROAD, ORAGADAM, CHENNAI",13.1338,80.154
7,80," ORAGADAM ROAD, NEAR VIJAYALAKSHMIPURAM THANGAL ",13.1241,80.1599
7,80," MGR ST, WEST BANU NAGAR",13.132,80.1573
7,81," SOUTH PARK STREET,VENKATAPURAM, AMBATTUR, CHENNAI-600 053",13.1178,80.1545
7,81," BUS STAND BACKSIDE, AMBATHUR, CHENNAI",13.1195,80.1503
7,82," NMEP,MARIAMMAN KOIL STREET,MENAMBEDU,AMBATHUR,  CHENNAI-600 053",13.1226,80.1628
7,82," MADHAVI ST., KARUKKU MAIN ROAD, AMBATHUR, CHENNAI-600 053.",13.1178,80.1695
7,83," NORTH AVENUE, METRO WATER CAMPUS , KORATTUR, CHENNAI-600 080.",13.1099,80.1834
7,83," RAJIV GANDHI NAGAR. THATHANKUPPAM, 100 FEET ROAD, CHENNAI",13.1137,80.199
7,84," EAST AVENUE,KORATTUR, CHENNAI-600 080.",13.1028,80.1862
7,84," JUNCTION OF BAJANAI KOIL STREET, PATTRAVAKKAM, CHENNAI",13.1057,80.1683
7,84," KANNAN KOIL ST, PATTRAVAKKAM, CHENNAI-600 098.",13.1112,80.1691
7,85," SIVANANDA NAGAR, AMBATHUR, CHENNAI-600 053.",13.1085,80.1512
7,85," ZONAL OFFICE CAMPS, MTH ROAD",13.1069,80.1525
7,86," VANAGARAN ROAD,ATHIPET,CHENNAI-600 053.",13.0933,80.1595
7,86," NEHRU NAGAR, MANNURPETTAI",13.1014,80.1725
7,87," CORPORATION BUILDING,MTH ROAD,PADI,CHENNAI-600 050.",13.0991,80.1839
7,87," CHURCH STREET, PADI NEAR BY BRITANIYA COMPANY, CHENNAI",13.0955,80.1787
7,88," MAGATHMA GANTHI RD, KUMARAN NAGAR, PADI, CHENNAI-600 050.",13.0943,80.1891
7,88," PANDURANGAPURAM, CHENNAI",13.101,80.1908
7,89," ELANGO NAGAR BUS STAND, ANNA NAGAR WEST EXTN",13.0907,80.1855
7,90," 3RD STREET, PADI PUDU NAGAR, CHENNAI",13.0853,80.1896
7,90," BAZAAR ROAD, COLLECTOR NAGAR, NEAR GANGA SWEET STALL, ",13.087,80.1882
7,91," 6TH BLOCK, OPP TO GAV SCHOOL , MUGAPPAIR WEST",13.0831,80.1742
7,91," REDDY PALAYAM ROAD, MUGAPPAIR WEST, CHENNAI - 600 037",13.0863,80.1687
7,92," 10TH BLOCK, PATTINATHAR SALAI",13.0813,80.1807
7,92," KANNADASAN SALAI , MUGAPPAIR EAST",13.0844,80.1827
7,93," 6TH BLOCK, PARANAR SALAI, MUGAPPAIR EAST",13.0786,80.1858
7,93," CORPORATION SCHOOL CAMPUS, PADI KUPPAM ROAD, PADI KUPPAM, CH-107 ",13.0766,80.1888
8,96," K.K.NAGAR 5TH STREET, VILLIVAKKAM, CHENNAI",13.098,80.2322
8,97," PERIYAR NAGAR,NEAR GOPAL NAGAR,AYANVARAM,",13.097,80.2281
8,97," VELLAN STREET, ADI ANDHRA NAGAR, AYANAVAGAM, CHENNAI",13.0966,80.223
8,98," ASPRIN GARDEN 1-ST STREET,KILPAK DN OFFICE",13.0864,80.2353
8,98, AYANAVARAM ROAD JN. OF MEDAVAKKAM TANK ROAD (INSIDE THE INSTITUTE OF MENTAL HEALTH (OP),13.0927,80.2396
8,99," NVN NAGAR 6TH STREET, CHENNAI",13.0843,80.1972
8,99," ANNA NAGAR WEST THIRUMANGALAM SECOND AVENUE, CHENNAI-600 040. ",13.0853,80.1988
8,100," 7TH MAIN ROAD,MGR COLONY,OLD NMP SHED",13.079,80.2097
8,100," 3RD AVENUE INFRONT OF ANNA  SIDDHA HOSPITAL, ANNA NAGAR.",13.0791,80.2178
8,101," NO.125, K BLOCK,UNIT OFFICE AT 2ND MAIN ROAD,(NEAR BOGANVILLAPARK),ANNA NAGAR EAST, CHENNAI - 600 102",13.0915,80.2221
8,101," KAMARAJ STREET, SHENOY NAGAR, CHENNAI",13.08,80.2232
8,102," CPS CAMPUS,TAMILAR NAGAR,CEMETRY ROAD, KILPAUK,CHENNAI-600 010",13.0825,80.2264
8,102," V.S.PURAM, T.P.CHATRAM",13.0799,80.2294
8,103," OLD ZONE-5 OFFICE,TALYORS ROAD",13.0784,80.2429
8,103," HALLS ROAD, NEAR KILPAUK BALAVIGAR SCHOOL, KILPAUK,CHENNAI-600 010",13.0822,80.2322
8,104," 32,SUNDARAM LANE,PURASAIWAKKAM, CHENNAI",13.0875,80.2517
8,104," LETTANGS ROAD (NEAR DIVISION 104 OFFICE), CHENNAI - 600 084",13.0837,80.2561
8,105," MMDA COLONY,MUTHUMARIAMMAN KOIL STREET",13.0638,80.214
8,105," SBI STAFF COLONY 6TH STREET, ARUMBAKKAM, CHENNAI",13.0714,80.2132
8,106," COLLECTORATE COLONY MAIN ROAD, CHENNAI",13.0713,80.2204
8,106," GOVINDHAN ST, AMINJIKARAI NEAR CORPORATION HOSPITAL,CHENNAI - 600 029",13.0687,80.2191
8,107," 24,MANGALAPURAM 7TH STREET,CHETPET INSIDE CP SCHOOL",13.0734,80.2449
8,107," OLD DIVISION 72 OFFICE , VENKATACHALAPATHY STREET, SHENOY NAGAR",13.0724,80.231
8,108," MGR 3RD STREET,108 DIVISON OFFICE,MMDA COLONY",13.0666,80.2156
8,108," MMDA NEAR BUS STOP, ARUMBAKKAM, CHENNAI-600 106.",13.0626,80.215
8,103," KMC - KILPAUK MEDICAL COLLEGE AND HOPSITAL, CHENNAI - 600 010",13.0769,80.243
8,94," NORTH MADA STREET,NEAR DIVISION OFFICE,VILLIVAKKAM",13.1056,80.2076
8,94, RAJAMANGALAM MAIN ROAD,13.1137,80.2044
8,95," THANTHONIAMMAN KOIL STREET,NEAR MTH ROAD,VILLIVAKKAM",13.1029,80.2091
8,95," VENUGOPAL STREET, VILLIVAKKAM",13.1001,80.2013
8,96," K.H ROAD,EB OFFICE,AYANAVARAM, CHENNAI",13.1001,80.2284
9,109," OLD DIVISION-76 OFFICE,SHANMUGAN SALAI,CHOOLAIMEDU, CHENNAI - 600 094",13.0635,80.2249
9,109," WEST NAMACHIVAYAPURAM (OLD GYM BUILDING), PARK BACKSIDE ",13.0673,80.2302
9,110," OLD DIVISION-107 OFFICE,2A,SCHOOL ROAD,NUNGAMBAKKAM,CHENNAI - 600 034",13.057,80.2412
9,110," KUTTY STREET, NUNGAMBAKKAM, CHENNAI",13.0636,80.2416
9,111," DIVISION OFFICE-121,MODEL SCHOOL ROAD,THOUSAND LIGHTS",13.055,80.2527
9,111," WALLACE GARDEN 1ST STREET, GREAMS RD, (NEAR APOLLO HOSPITAL) CHENNAI ",13.0625,80.2516
9,112," METRO WATER,PULIYUR 1ST MAIN ROAD, TRUSTPURAM, KODAMBAKKAM, CHENNAI - 600 024",13.0553,80.2241
9,112," CHOOLAIMEDU HIGH ROAD, (OLD DIVISION OFFICE) CHENNAI HIGH SCHOOL, CHENNAI - 600 094",13.0621,80.2303
9,113," METRO WATER OFFICE,86,VALLUVARKOTTAM HIGH ROAD,NUNGAMBAKKAM,  CHENNAI - 600 034",13.0599,80.2427
9,113, SHARMA PARK (SARATHY STREET),13.0504,80.2359
9,114," OLD DIVISION-84 OFFICE,10,VALLABA AGRAHARAM STREET,TRIPLICANE,CHENNAI - 600 005",13.0626,80.2726
9,114, ARUNACHALAM ST (NEAR DIVISION 114 OFFICE),13.0638,80.276
9,115," OLD DIVISION-111 OFFICE,1,WEST COTT ROAD,",13.058,80.2655
9,115, SOORAPPAN STREET,13.0574,80.2728
9,116," OLD DIVISION OFFICE-90,VENKATA RANGAM STREET,TRIPLICANE,CHENNAI - 600 005",13.0568,80.2793
9,116," NO.13, VENKATRANGAM STREET(ICDS)CENTRE",13.0517,80.2786
9,117," THIRU.VI,KA KUDI IRUPU,T.NAGAR,CHENNAI - 600 017",13.0398,80.246
9,117," RAMA KAMATHAPURAM, CHENNAI",13.0488,80.2353
9,118," COOKING CENTRE, SIRNIVASA PERUMAL SANNATHI 2ND STREET GOPALAPURAM,CHENNAI - 600 089",13.0525,80.2591
9,118, MUTHAIAH ST (METRO WATER OFFICE) OPP. KAMARAJAPURAM,13.0482,80.2504
9,118," MARIYAPPAN ST, ELDAMS RD, TEYNAMPET, CHENNAI",13.0398,80.2503
9,119," 1, BEGAM SAHIB 5TH ST NEAR MIRSHAHIB PETTAI MARKET,  ROYAPETTAH,CHENNAI - 600 014",13.0522,80.2699
9,119," OLIVER ROAD, MYLAPORE, CHENNAI",13.0398,80.2636
9,120," CORPORATION BUILDING ,NO.4,MUTHIAH STREET,ROYAPETTAH,CHENNAI",13.0506,80.2734
9,120," COMMUNITY HALL, KRISHNAMPET BG",13.0508,80.2768
9,121," OLD DIVISION OFFICE-94,LYLODS ROAD, ROYAPETTAH,CHENNAI - 600 014",13.0475,80.2707
9,121," CAPACS CAMPUS, THIRU-VI-KA ROAD, CHENNAI",13.041,80.2687
9,122," DIVISION OFFICE-122,33 K B DASAN ROAD,TEYNAMPET,CHENNAI - 600 018",13.0354,80.2502
9,122, NANDANAM MAIN ROAD,13.0277,80.2435
9,123," 29,C P RAMASAMY ROAD,ALWARPET,CHENNAI - 600 018",13.0346,80.2571
9,123," R.A.PURAM 3RD CROSS STREET, CHENNAI",13.0267,80.2569
9,124," CORPORATION BUILDING, SARADAPURAM, NEAR SAI BABA TEMPLE, CHENNAI - 600 004",13.0326,80.2641
9,124, MANDAVELI MARKET(NEAR SHELTER FOR HOMELESS),13.0294,80.2669
9,125," COMMUNITY HALL,KAMARAJAR SALAI,LIGHT HOUSE,CHENNAI - 600 005",13.0391,80.2791
9,125," PROF. SANJEEVI ST, NEAR AMBEDKAR PALAM, MYLAPORE,CHENNAI - 600 004",13.0399,80.2747
9,126," SANTHOME HIGH ROAD, MYLAPORE,CHENNAI - 600 004",13.0269,80.2757
9,114," KGH - KASTHURIBA GANDHI GOVERNMENT HOSPITAL, CHENNAI - 600 005",13.0603,80.2784
