Zone,Div,Address,latitude,longitude
9,119," RGH - GOVERNMENT ROYAPETTAH HOSPITAL, CHENNAI - 600 014",13.0536,80.2652
10,127," DIVISION OFFICE CAMPUS,1,AYAPPA NAGAR MAIN ROAD, KOYAMBEDU,",13.064,80.1904
10,127," NEAR KOYAMEDU VEGETABLE MARKET, E.RD, KOYAMEDU, CHENNAI ",13.0698,80.1976
10,128," DIVISION OFFICE, NO.77, KAMARAJAR SALAI,VIRUGAMBAKKAM, CHENNAI - 600 092",13.0531,80.197
10,128, ELANGO NAGAR 1ST MAIN ROAD  VIRUGAMPAKAM,13.0527,80.1907
10,129," UNUSED NNMP SHED,MULLAI STREET,MAJID SALIGRAMAM,CHENNAI - 600 093",13.0614,80.2049
10,129," ARUNACHALLAM ROAD, SALIGRAMAM, NEAR SURYA HOSPITAL, ",13.0491,80.2037
10,130," ALAGIRINAGAR MAIN ROAD , VADAPALANI",13.0547,80.2124
10,130," NGO COLONY MAIN ROAD. 100FT SALAI, AMBIKA EMPIRE,CHENNAI - 600 026",13.0562,80.2091
10,131," P.V. RAJA MANNAR SALAI, KK NAGAR",13.043,80.2029
10,131," A.P.PATRO SALAI, CPWD QUARTERS OPP, NEAR SIVAN PARK,CHENNAI - 600 078",13.0391,80.2055
10,132,"  PLAY GROUND, 6TH   AVENUE,ASHOK NAGAR,CHENNAI - 600 083",13.0396,80.2136
10,132," 90TH STREET, NEAR (B.D. RAJAN SALAI)ASHOK NAGAR,CHENNAI - 600 083",13.0435,80.2099
10,133," PLAY GROUND ,24TH STREET,ASHOK NAGAR,CHENNAI - 600 083",13.0412,80.2171
10,133," 62ND STREET, NALLAN KUPPAM, NEAR GOVINDAN PETROL BUNK,CHENNAI - 600 083",13.0327,80.2174
10,134," OLD VACANT NMMZ CMS,KAMARAJ COLONY CAMPUS,KAMRAJ COLONY MAIN ROAD, KODAMBAKKAM, CHENNAI - 600 024",13.0513,80.2209
10,134," NSK SALAI, SERVICE ROAD , CHENNAI-600 083",13.054,80.2309
10,135," BRINDAVAN STREET,SUBWAY SERVICE ROAD, WEST MAMBALAM, CHENNAI - 600 033",13.0412,80.2282
10,135," OLD AMMA UNAVAGAM BUILDING, BRINDAVAN STREET, WEST MAMBALAM,CHENNAI - 600 033",13.0388,80.2233
10,136, SIVAGANAM ROAD (HEALTH BUILDING),13.0396,80.2361
10,136," NO.8 PRAKASAM ROAD, T NAGAR, CHENNAI  -600 017",13.0421,80.2341
10,137," 27,61TH STREET, DN. OFFICE CAMPUS,10TH SECTOR, WEST KK NAGAR,CHENNAI - 600 078",13.0429,80.1953
10,137," ANNA MAIN ROAD, KK NAGAR,CHENNAI",13.0372,80.1956
10,138," 1,AYYAVOO STREET,PILLAIYAR KOIL STREET JUNCTION,WEST JAFARKHANPET,CHENNAI - 600 083",13.0318,80.2027
10,138," ANNA MAIN ROAD, NEAR ESI HOSPITAL, K.K. NAGAR, CHENNAI - 600 078.",13.0352,80.2088
10,139," OLD DIVISION OFFICE,RR COLONY 2ND STREET,  JAFFERKHANPET, CHENNAI - 600 083",13.028,80.2151
10,139," WEST BUS STOP GANGAIAMMAN KOIL ST, JAFERKHANPET, SAIDAPET,CHENNAI - 600 015.",13.0248,80.2125
10,140," BUILDING,KODAMBAKKAM HIGH ROAD REDDY,SAIDAPET,CHENNAI - 600 015",13.025,80.2199
10,140," REDDYKUPPAM ROAD JN.OF GOVINDAN ROAD, NEAR SRINIVASA THEATER , CHENNAI ",13.031,80.2242
10,141," DN.141 OFFICE CAMPUS,CIT NAGAR 4 MAIN ROAD CHENNAI - 600 035",13.0292,80.2339
10,141," SOUTH USMAN ROAD, LALITHA PURAM HB, KANNAMAPET,T NAGAR,CHENNAI - 600 017",13.0308,80.2304
10,142," OLD CI OFFICE , JEENIS ROAD SAIDAPET,CHENNAI - 600 015",13.024,80.2244
10,142," ABDUL RAZACK STREET, SAIDAPET, CHENNAI - 600 015",13.0188,80.2221
11,143," 4TH MAIN ROAD JUNCTION OF V.G.N. FLATS, NOLAMBUR, CHENNAI - 600 037",13.0789,80.1652
11,143," SRIRAM NAGAR, NOLAMBUR",13.0738,80.1679
11,144," MMDA COLONY MAIN ROAD NEAR EB OFFICE, CHENNAI",13.0685,80.1778
11,144," PILLAYAR KOIL STREET, MADURAVOYAL, CHENNAI - 600 095",13.0652,80.1747
11,145," MADHA KOIL STREET,NERUKUNDRAM(NEAR GUILD OF SERIVCE BUILDING)",13.0665,80.1857
11,145," DAYASADAN RD, NERUKUNDRAM, CHENNAI - 600 107",13.069,80.1808
11,146," VILLIVAKKAM UNION PRIMARY SCHOOL, POONAMALLEE HIGH ROAD NEAR NORTH MADA STREET",13.0623,80.1659
11,146," GANAPATHY NAGAR, MADURAVOYAL, CHENNAI - 600 095",13.0517,80.1628
11,147," GANGA NAGAR, CORPORATION BUILDING, CHENNAI",13.0533,80.1768
11,147," GANGAI AMMAN KOIL STREET, MADURAVOYAL, CHENNAI",13.0414,80.1664
11,148," KAMARAJAR STREET, BALAVINAYAGAR NAGAR,NERKUNDRAM,CHENNAI",13.0587,80.1796
11,148," THANGAL KARAI MAIN ROAD, KAMARAJAR HIGH RD, NERKUNDRUM",13.0552,80.1846
11,149," UNIT OFFICE, GANDHI ROAD, ALWARTHIRUNAGAR, CHENNAI",13.0475,80.185
11,149," SAMBANDAM  NAGAR, ALWAR THIRUNAGAR, CHENNAI",13.051,80.1815
11,150," DIVISION OFFICE COMPOUND, MULLAI STREET, PONNI NAGAR, KARAMBAKKAM",13.0402,80.1563
11,150," CHETTIYAR AGARAM,  MAIN ROAD ,PILLAYAR KOVIL STREET, VANAGARAM",13.0536,80.1491
11,151," ANJENEYAR KOIL STREET, PORUR (NEAR ANJENEYAR KOIL TEMPLE TANK),CHENNAI - 600 116",13.037,80.159
11,151," PORUR UPHC, PORUR, CHENNAI ",13.0369,80.17
11,152," ZONAL OFFICE -11 COMPOUND, ARCOT ROAD, VALASARAVAKKAM",13.0412,80.1719
11,152," THIRUVALLUVAR SALAI, KAIKAN KUPPAM, CHENNAI",13.0416,80.1867
11,153, MOUNT POONAMALLEE HIGH ROAD METRO WATER PUMPING STATION PORUR.,13.033,80.1619
11,153," WIRELESS STATION ROAD, PORUR, CHENNAI - 600 116",13.0308,80.1537
11,154," ALANKULAM,NEXT TO RAMAPURAM BUS TERMINUS.",13.0349,80.1739
11,155," BAJANAI KOIL STREET, RAMAPURAM, CHENNAI - 600 089",13.0302,80.1796
11,155," THIRUMALAI NAGAR , RAMAPURAM CHENNAI - 600 089",13.0351,80.1829
11,155," BHARATHI SALARI, (NEAR SRM ENGINEERING COLLEGE) RAMAPURAM CHENNAI - 600 089",13.0317,80.1791
12,156," 1/162, MADHANANDHAPURAM MAIN ROAD,MUGALIVAKKAM,CHENNAI - 600 116",13.0217,80.1556
12,156," PADA SALAI STREET, MUGALIVAKKAM, CHENNAI",13.0207,80.1665
12,157," COMMUNITY HALL,MANAPAKKAM MAIN ROAD,MANAPAKKAM,CHENNAI - 600 125",13.016,80.175
12,157, M.G. SALAI (JN OF VALLEESWARAN KOIL STREET) ,13.0126,80.1663
12,158," WARD OFFICE, NO.51, BAJANAI KOIL ST, NANDAMBAKKAM,CHENNAI - 600 027",13.0164,80.1917
12,158," BURMA COLONY, NEAR MUNISHWARAN STATUE,NANDAMBAKKAM",13.0276,80.1943
12,159," DIVISION OFFICE,KAMARAJ STREET, MEENAMBAKKAM",12.9828,80.1697
12,159, G.S.T ROAD (OPP TO AIRPORT),12.9859,80.1735
12,160," OLD COURT BUILDING, NEW STREET, ALANDUR, CHENNAI - 600 016",13.0045,80.203
12,160," M.K.N. SALAI, MADUVANKARAI PALAM, NEAR EB OFFICE. ALANTHUR ",13.0038,80.2084
12,161," COMMUNITY HALL,RAJA STREET,1ST LANE,ALANDUR, CHENNAI - 600 016",12.9978,80.2001
12,161," VELACHERY ROAD, BETWEEN MOUNT TO GUNDY RAILWAY STATION, ALANTHUR, CHENNAI ",12.9997,80.2062
12,162," WARD OFFICE , THILLAI GANGA NAGAR I MAIN ROAD, ADAMBAKKAM,CHENNAI - 600 061",12.992,80.1952
12,162," M.K.N. SALAI, NEAR ALANDUR COURT, ALANDUR, CHENNAI",12.9967,80.1935
12,163," UNUSED BUILDING,BALAKRISHNANPURAM MAIN ROAD,ADAMPAKKAM, CHENNAI - 600 088",12.9926,80.2045
12,163," MEDAVAKKAM HIGH ROAD, NEAR JAYALAKSHMI THEATER, ADAMBAKKAM, CHENNAI",12.9918,80.1986
12,164," CORPORATION BUILDING,KRISHNA SAMY STREET , PALAVANTHANGAL, CHENNAI - 600 114",12.988,80.1855
12,164," NAGANALLUR 4TH MAIN ROAD , NAGANALLUR, CHENNAI - 600 061",12.9846,80.1885
12,165," NEW SOUTH STREET VANUVAMPET ,CHENNAI - 600 091",12.9813,80.1967
12,165," BALAJI NAGAR MAIN ROAD, ADAMBAKKAM, CHENNAI",12.9823,80.2046
12,166," DIVISION OFFICE,NEHRU HIGH ROAD,NANGANULLUR,CHENNAI - 600 061",12.9771,80.1814
12,166," B.V. NAGAR, 3RD, ST, BARMA TAMILAR COLONY , CHENNAI - 600 114",12.969,80.1819
12,167," HINDU COLONY,100 FEET  ROAD, NANGANULLUR, CHENNAI - 600 061",12.9798,80.1838
12,167," KANNAN NAGAR 1ST  MAIN ROAD, NANGANULLUR, CHENNAI - 600 061",12.9704,80.1881
13,170," CI OFFICE,REDDY 2ND STREET",13.0177,80.2065
13,170," DIVISIONAL OFFICE ARULALAMPET, GUNDY, ALANDUR ROAD, CHENNAI-600 032",13.0153,80.215
13,171," OLD AGE HOME BUILDING,RAILWAY BOARDER,SAIDAPET,  CHENNAI - 600 015",13.0267,80.2251
13,171," VENKATAPURAM 'N' BLOCK, SAIDAPET, CHENNAI - 600 015",13.0267,80.2251
13,172," CORPORATION SCHOOL BUILDING, NEW ST, KOTTUR, CHENNAI - 600 083 ",13.0166,80.2442
13,172," H BLOCK, CHITRA NAGAR, KOTTURPURAM, CHENNAI - 600 085",13.0246,80.2431
13,173," ICDS BUILDING , KAMARAJAR SALAI (NEAR DIVION OFFICE), R.A.PURAM, CHENNAI - 600 028",13.0237,80.2587
13,173," GREENVELS RD, NEAR RAILWAY STATION, KUMARASAMY RAJA SALAI, CHENNAI - 600 028",13.0218,80.2531
13,174," ICDS CENTER BUILDING, FIVE FURLONG ROAD, GUINDY,  CHENNAI - 600 032",13.0037,80.2121
13,174," VELACHERY MAIN ROAD (OPP TO KANNIGA PURAM), CHENNAI - 600 032",13.003,80.2197
13,175," NNMP BUILDING,THIRUVENKATAN STREET,ZONAL OFFICE-10(BACKSIDE), ADAYAR, CHENNAI - 600 020.",13.0049,80.2569
13,175," GYM - INDRA NAGAR XXIX CROSS STREET, CHENNAI - 600 020",12.9901,80.2548
13,176," ICDS BUILDING,FIRST AVENUE ,BESANT NAGAR, NEAR FISH MARKET,CHENNAI - 600 090 ",13.0012,80.2649
13,176," COMMUNITY HALL M.G.R. COLONY. BENCENT NAGAR,CHENNAI - 600 090",12.9967,80.2633
13,177," ICDS BUILDING - TNHB III AVENUE,WEST VELACHERY,CHENNAI - 600 042",12.9913,80.2124
13,177," GANDHI NAGAR ERIKARAI ST, ADAMBAKKAM,CHENNAI - 600 082",12.9875,80.2079
13,177," KAKKAN NAGAR 2ND STREET, CHENNAI - 600 082",12.9918,80.2059
13,178," CORPORATION UNIT OFFICE - 39  BUILDING - VELACHERY MAIN ROAD, CHENNAI - 600 042",12.9856,80.223
13,179," ICDS CENTER BUILDING, NEW COLONY,VELACHERY,CHENNAI - 600 042",12.9834,80.2315
13,179," OPP. VIJAYA NAGAR RAILWAY STATION, ANNAI INDIRA NAGAR, VELACHERY TAMBARAM ROAD (BELOW FLY OVER), CHENNAI - 600 042",12.9689,80.2182
13,180," ICDS CENTER BUILDING, THARAMANI BUS STAND, CHENNAI - 600 113",12.9854,80.2407
13,180," GODAVARI STREET, BHARATHI NAGAR, VELACHERY, CHENNAI",12.9806,80.2357
13,181," KUPPAM,BEACH ROAD, CHENNAI",12.9853,80.2636
13,181," LAKSHI PURAM ICDS , THIRUVANMIYUR (VALMIGI STREET)",12.9889,80.2602
13,182," ICDS CENTER BUILDING , OVVAI NAGAR, THIRUVANMIYUR,CHENNAI - 600 041",12.9811,80.2539
13,182," THIRUVEETHI AMMAN KOIL STREET, THIRUVANMIYUR",12.9808,80.261
14,168," LAKSHMI NAGAR 10TH STREET, ULLAGARAM, CHENNAI - 600 091",12.9758,80.1908
14,168," JEGATHAMBAL COLONY (SRINIVASA SALAI), ULLAGARAM,CHENNAI - 600 091",12.979,80.1954
14,169," CORPORATION BUILDING,PUZHUTHIVAKKAM BUS STAND",12.9766,80.2034
14,169," KALAIMAGAL ST, PUZHUTHIVAKKAM",12.9701,80.1977
14,183," VELACHERY THARAMANI ROAD(M G R NAGAR),OPPISITE SRP UNUSED NMP SHED",12.9804,80.2502
14,183," E.C.R (THAMARAI KULAM), KOTTIVAKKAM, CHENNAI - 600 041",12.9676,80.2569
14,184," SHOPPING COMPLEX,ANNA NEDUN SALAI , KANDANCHAVADI",12.9679,80.2421
14,184," M.G.R SALAI NEAR TNEB OFFICE, KANDANCHAVADI , PERUNKUDI ",12.9765,80.2435
14,185," DIVISION OFFICE , ECR PALAVAKKAM",12.961,80.2564
14,185," 1ST MAIN ROAD , BURMA COLONY",12.9614,80.2465
14,186," CORPORATION ROAD (JUNCTION OF OMR), PERUNGUDI, CHENNAI - 600 096",12.9539,80.2423
14,186," UNION OFFICE ROAD, PERUNKUDI, NEAR DIVISIONAL OFFICE, CHENNAI",12.9601,80.2397
14,187," YERIKARI STREET, IYAPPA NAGAR MAIN ROAD, MADIPAKKAM, CHENNAI - 600 091",12.9648,80.1914
14,188," MADIPAKKAM BUS TERMINUS, CHENNAI - 600 091",12.9632,80.1987
14,188," DR.AMBEDKAR ROAD, MAHALAKSHMI NAGAR, MADIPAKKAM",12.9574,80.1991
14,188," 3RD BLOCK MYLAI BALAJI NAGAR, PALLIKARANI",12.9529,80.2102
14,189," VELACHERY MAIN ROAD, NARAYANAPURAM, PALLIKARANAI,CHENNAI - 600 100",12.9411,80.2063
14,189," THULUKANATHAMAN KOIL STREET, PALLIKARANAI ",12.9327,80.205
14,190," VELACHERY TAMBARAM MAIN ROAD ,NEXT TO PALLIKARANAI CAMPOST,CHENNAI",12.9311,80.2029
14,190," SUNAMBUKULATHUR MAIN ROAD, NEAR NARAYAPURAM LAKE,CHENNAI - 600 100.",12.9413,80.2045
14,191," RICE MILL ROAD, JALLADAYAMPET, CHENNAI - 600 100",12.921,80.2024
14,191," X SERVICE MAN COLONY, 2ND ST, JALLADIANPET, NEAR PERUMBAKKAM RD SAI BABA, CHENNAI - 600 100",12.9112,80.1967
15,192," 192 DIVISION OFFICE, NEELANKARAI,CHENNAI - 600 115",12.9498,80.2551
15,193," MAHATMA GANDHI NAGAR, 1ST MAIN ROAD, THORAIPAKKAM",12.9406,80.2475
15,193," PANDIAN NAGAR 1ST MAIN JAIN COLLEGE CAMPUS, CHENNAI - 600 097",12.9444,80.2467
15,194, OLD MAHABALIPURAM ROAD (O.M.R )SERVICE ROAD NEAR GANGAIAMMAN KOIL STREET (P.T.C ) QUARTERS,12.9341,80.2333
15,194," PILLAIYAR KOIL STREET, V.A.O. OFFICE BACKSIDE, METTUKUPPAM",12.9438,80.237
15,195," KANNAGI NAGAR POLICE STATION, 2ND MAIN ROAD, DURAIPAKKAM, CHENNAI - 600 097",12.9279,80.2388
15,195," EZHIL NAGAR MAIN ROAD, KANNAGI NAGAR, CHENNAI - 600 091",12.9313,80.2414
15,195," O.M.R. MAIN RD, OKKIYAM, THURAIPAKKAM, CHENNAI - 600 097",12.9268,80.2308
15,196," CORPORATION BUILDING, E C R ROAD, ENJAMPAKKAM,CHENNAI",12.9203,80.2517
15,196," ANNA ENCLAVE, ENJAMPAKKAM, CHENNAI - 600 115",12.925,80.2457
15,197," KALIAMMAN KOIL STREET (NEAR RATION SHOP),KARAPAKKAM, CHENNAI - 600 097",12.9153,80.2337
15,197," NEDUNCHEZIAN RD, (CORPORATION COMMERCIAL COMPLEX) NEAR INFOSYS SALAI, SHOZLINGNALLUR, CHENNAI - 600 119",12.8926,80.2281
15,198," EXISTING BUILDING (SCHOOL ROAD) CMS KUDUMIYANDI THOPPU, PANAIYUR,CHENNAI - 600 019",12.8876,80.2449
15,198,"  POONIAMMAN KOIL ST,  OMR ROAD, SOZHINGANALLUR",12.8846,80.227
15,199," PAN JAYA BUILDING ,NAINAR KUPPAM,UTHANDI",12.8754,80.2497
15,200," 19TH CROSS STREET, TSUNAMI NAGAR, CHEMMANCHERRY,CHENNAI - 600 119",12.859,80.2274
15,200," TSUNAMI NAGAR BUS STAND OPP, 66TH CROSS STREET, CHEMMANCHERY",12.877,80.2116
15,200," PERUMAL KOIL STREET, CHEMMANCHERRY, CHENNAI - 600 119",12.8741,80.2085
