City,Deaths,Mode of transport,Person
DURG BHILAINAGAR,0.0,Pedestrian,Victims
DURG BHILAINAGAR,0.0,Pedestrian,Total
DURG BHILAINAGAR,0.0,Others,Offenders
DURG BHILAINAGAR,0.0,Others,Victims
DURG BHILAINAGAR,0.0,Others,Total
DURG BHILAINAGAR,0.0,Truck/Lorry,Offenders
DURG BHILAINAGAR,0.0,Truck/Lorry,Victims
DURG BHILAINAGAR,0.0,Truck/Lorry,Total
DURG BHILAINAGAR,1.0,Bus,Offenders
DURG BHILAINAGAR,0.0,Bus,Victims
DURG BHILAINAGAR,1.0,Bus,Total
DURG BHILAINAGAR,0.0,SUV/Station Wagon/etc.,Offenders
DURG BHILAINAGAR,0.0,SUV/Station Wagon/etc.,Victims
DURG BHILAINAGAR,0.0,SUV/Station Wagon/etc.,Total
FARIDABAD,0.0,Car,Offenders
FARIDABAD,6.0,Car,Victims
FARIDABAD,6.0,Car,Total
FARIDABAD,0.0,Jeep,Offenders
FARIDABAD,0.0,Jeep,Victims
FARIDABAD,0.0,Jeep,Total
FARIDABAD,0.0,Tractor,Offenders
FARIDABAD,4.0,Tractor,Victims
FARIDABAD,4.0,Tractor,Total
FARIDABAD,0.0,Auto Rickshaw,Offenders
FARIDABAD,4.0,Auto Rickshaw,Victims
FARIDABAD,4.0,Auto Rickshaw,Total
FARIDABAD,0.0,Two Wheeler,Offenders
FARIDABAD,81.0,Two Wheeler,Victims
FARIDABAD,81.0,Two Wheeler,Total
FARIDABAD,0.0,Other Motor Vehicles,Offenders
FARIDABAD,0.0,Other Motor Vehicles,Victims
FARIDABAD,0.0,Other Motor Vehicles,Total
FARIDABAD,0.0,Bicycle,Offenders
FARIDABAD,17.0,Bicycle,Victims
FARIDABAD,17.0,Bicycle,Total
FARIDABAD,0.0,Hand Drawn Vehicle,Offenders
FARIDABAD,0.0,Hand Drawn Vehicle,Victims
FARIDABAD,0.0,Hand Drawn Vehicle,Total
FARIDABAD,0.0,Animal Drawn Vehicle,Offenders
FARIDABAD,0.0,Animal Drawn Vehicle,Victims
FARIDABAD,0.0,Animal Drawn Vehicle,Total
FARIDABAD,0.0,Pedestrian,Offenders
FARIDABAD,68.0,Pedestrian,Victims
FARIDABAD,68.0,Pedestrian,Total
FARIDABAD,0.0,Others,Offenders
FARIDABAD,41.0,Others,Victims
FARIDABAD,41.0,Others,Total
FARIDABAD,0.0,Truck/Lorry,Offenders
FARIDABAD,8.0,Truck/Lorry,Victims
FARIDABAD,8.0,Truck/Lorry,Total
FARIDABAD,0.0,Bus,Offenders
FARIDABAD,0.0,Bus,Victims
FARIDABAD,0.0,Bus,Total
FARIDABAD,0.0,SUV/Station Wagon/etc.,Offenders
FARIDABAD,1.0,SUV/Station Wagon/etc.,Victims
FARIDABAD,1.0,SUV/Station Wagon/etc.,Total
GHAZIABAD,0.0,Car,Offenders
GHAZIABAD,23.0,Car,Victims
GHAZIABAD,23.0,Car,Total
GHAZIABAD,0.0,Jeep,Offenders
GHAZIABAD,0.0,Jeep,Victims
GHAZIABAD,0.0,Jeep,Total
GHAZIABAD,0.0,Tractor,Offenders
GHAZIABAD,2.0,Tractor,Victims
GHAZIABAD,2.0,Tractor,Total
GHAZIABAD,0.0,Auto Rickshaw,Offenders
GHAZIABAD,28.0,Auto Rickshaw,Victims
GHAZIABAD,28.0,Auto Rickshaw,Total
GHAZIABAD,0.0,Two Wheeler,Offenders
GHAZIABAD,71.0,Two Wheeler,Victims
GHAZIABAD,71.0,Two Wheeler,Total
GHAZIABAD,0.0,Other Motor Vehicles,Offenders
GHAZIABAD,3.0,Other Motor Vehicles,Victims
GHAZIABAD,3.0,Other Motor Vehicles,Total
GHAZIABAD,0.0,Bicycle,Offenders
GHAZIABAD,6.0,Bicycle,Victims
GHAZIABAD,6.0,Bicycle,Total
GHAZIABAD,0.0,Hand Drawn Vehicle,Offenders
GHAZIABAD,0.0,Hand Drawn Vehicle,Victims
GHAZIABAD,0.0,Hand Drawn Vehicle,Total
GHAZIABAD,0.0,Animal Drawn Vehicle,Offenders
GHAZIABAD,0.0,Animal Drawn Vehicle,Victims
GHAZIABAD,0.0,Animal Drawn Vehicle,Total
GHAZIABAD,0.0,Pedestrian,Offenders
GHAZIABAD,17.0,Pedestrian,Victims
GHAZIABAD,17.0,Pedestrian,Total
GHAZIABAD,0.0,Others,Offenders
GHAZIABAD,0.0,Others,Victims
GHAZIABAD,0.0,Others,Total
GHAZIABAD,0.0,Truck/Lorry,Offenders
GHAZIABAD,3.0,Truck/Lorry,Victims
GHAZIABAD,3.0,Truck/Lorry,Total
GHAZIABAD,0.0,Bus,Offenders
GHAZIABAD,3.0,Bus,Victims
GHAZIABAD,3.0,Bus,Total
GHAZIABAD,0.0,SUV/Station Wagon/etc.,Offenders
GHAZIABAD,8.0,SUV/Station Wagon/etc.,Victims
GHAZIABAD,8.0,SUV/Station Wagon/etc.,Total
GWALIOR,3.0,Car,Offenders
GWALIOR,23.0,Car,Victims
GWALIOR,26.0,Car,Total
GWALIOR,0.0,Jeep,Offenders
GWALIOR,0.0,Jeep,Victims
GWALIOR,0.0,Jeep,Total
GWALIOR,2.0,Tractor,Offenders
GWALIOR,0.0,Tractor,Victims
GWALIOR,2.0,Tractor,Total
GWALIOR,2.0,Auto Rickshaw,Offenders
GWALIOR,8.0,Auto Rickshaw,Victims
GWALIOR,10.0,Auto Rickshaw,Total
GWALIOR,8.0,Two Wheeler,Offenders
GWALIOR,15.0,Two Wheeler,Victims
GWALIOR,23.0,Two Wheeler,Total
GWALIOR,0.0,Other Motor Vehicles,Offenders
GWALIOR,0.0,Other Motor Vehicles,Victims
GWALIOR,0.0,Other Motor Vehicles,Total
GWALIOR,4.0,Bicycle,Offenders
GWALIOR,0.0,Bicycle,Victims
GWALIOR,4.0,Bicycle,Total
GWALIOR,0.0,Hand Drawn Vehicle,Offenders
GWALIOR,0.0,Hand Drawn Vehicle,Victims
GWALIOR,0.0,Hand Drawn Vehicle,Total
GWALIOR,0.0,Animal Drawn Vehicle,Offenders
GWALIOR,0.0,Animal Drawn Vehicle,Victims
GWALIOR,0.0,Animal Drawn Vehicle,Total
GWALIOR,0.0,Pedestrian,Offenders
GWALIOR,33.0,Pedestrian,Victims
GWALIOR,33.0,Pedestrian,Total
GWALIOR,0.0,Others,Offenders
GWALIOR,0.0,Others,Victims
GWALIOR,0.0,Others,Total
GWALIOR,2.0,Truck/Lorry,Offenders
GWALIOR,14.0,Truck/Lorry,Victims
GWALIOR,16.0,Truck/Lorry,Total
GWALIOR,0.0,Bus,Offenders
GWALIOR,9.0,Bus,Victims
GWALIOR,9.0,Bus,Total
GWALIOR,2.0,SUV/Station Wagon/etc.,Offenders
GWALIOR,5.0,SUV/Station Wagon/etc.,Victims
GWALIOR,7.0,SUV/Station Wagon/etc.,Total
HYDERABAD,12.0,Car,Offenders
HYDERABAD,14.0,Car,Victims
HYDERABAD,26.0,Car,Total
HYDERABAD,0.0,Jeep,Offenders
HYDERABAD,0.0,Jeep,Victims
HYDERABAD,0.0,Jeep,Total
HYDERABAD,0.0,Tractor,Offenders
HYDERABAD,0.0,Tractor,Victims
HYDERABAD,0.0,Tractor,Total
HYDERABAD,25.0,Auto Rickshaw,Offenders
HYDERABAD,40.0,Auto Rickshaw,Victims
HYDERABAD,65.0,Auto Rickshaw,Total
HYDERABAD,69.0,Two Wheeler,Offenders
HYDERABAD,77.0,Two Wheeler,Victims
HYDERABAD,146.0,Two Wheeler,Total
HYDERABAD,0.0,Other Motor Vehicles,Offenders
HYDERABAD,0.0,Other Motor Vehicles,Victims
HYDERABAD,0.0,Other Motor Vehicles,Total
HYDERABAD,0.0,Bicycle,Offenders
HYDERABAD,0.0,Bicycle,Victims
HYDERABAD,0.0,Bicycle,Total
HYDERABAD,0.0,Hand Drawn Vehicle,Offenders
HYDERABAD,0.0,Hand Drawn Vehicle,Victims
HYDERABAD,0.0,Hand Drawn Vehicle,Total
HYDERABAD,0.0,Animal Drawn Vehicle,Offenders
HYDERABAD,0.0,Animal Drawn Vehicle,Victims
HYDERABAD,0.0,Animal Drawn Vehicle,Total
HYDERABAD,0.0,Pedestrian,Offenders
HYDERABAD,0.0,Pedestrian,Victims
HYDERABAD,0.0,Pedestrian,Total
HYDERABAD,0.0,Others,Offenders
HYDERABAD,0.0,Others,Victims
HYDERABAD,0.0,Others,Total
HYDERABAD,4.0,Truck/Lorry,Offenders
HYDERABAD,2.0,Truck/Lorry,Victims
HYDERABAD,6.0,Truck/Lorry,Total
HYDERABAD,4.0,Bus,Offenders
HYDERABAD,4.0,Bus,Victims
HYDERABAD,8.0,Bus,Total
HYDERABAD,1.0,SUV/Station Wagon/etc.,Offenders
HYDERABAD,2.0,SUV/Station Wagon/etc.,Victims
HYDERABAD,3.0,SUV/Station Wagon/etc.,Total
INDORE,0.0,Car,Offenders
INDORE,9.0,Car,Victims
INDORE,9.0,Car,Total
INDORE,0.0,Jeep,Offenders
INDORE,4.0,Jeep,Victims
INDORE,4.0,Jeep,Total
INDORE,0.0,Tractor,Offenders
INDORE,2.0,Tractor,Victims
INDORE,2.0,Tractor,Total
INDORE,0.0,Auto Rickshaw,Offenders
INDORE,2.0,Auto Rickshaw,Victims
INDORE,2.0,Auto Rickshaw,Total
INDORE,0.0,Two Wheeler,Offenders
INDORE,128.0,Two Wheeler,Victims
INDORE,128.0,Two Wheeler,Total
INDORE,0.0,Other Motor Vehicles,Offenders
INDORE,7.0,Other Motor Vehicles,Victims
INDORE,7.0,Other Motor Vehicles,Total
INDORE,0.0,Bicycle,Offenders
INDORE,2.0,Bicycle,Victims
INDORE,2.0,Bicycle,Total
INDORE,0.0,Hand Drawn Vehicle,Offenders
INDORE,0.0,Hand Drawn Vehicle,Victims
INDORE,0.0,Hand Drawn Vehicle,Total
INDORE,0.0,Animal Drawn Vehicle,Offenders
INDORE,0.0,Animal Drawn Vehicle,Victims
INDORE,0.0,Animal Drawn Vehicle,Total
INDORE,0.0,Pedestrian,Offenders
INDORE,56.0,Pedestrian,Victims
INDORE,56.0,Pedestrian,Total
INDORE,0.0,Others,Offenders
INDORE,0.0,Others,Victims
INDORE,0.0,Others,Total
INDORE,0.0,Truck/Lorry,Offenders
INDORE,2.0,Truck/Lorry,Victims
INDORE,2.0,Truck/Lorry,Total
INDORE,0.0,Bus,Offenders
INDORE,1.0,Bus,Victims
INDORE,1.0,Bus,Total
INDORE,0.0,SUV/Station Wagon/etc.,Offenders
INDORE,0.0,SUV/Station Wagon/etc.,Victims
INDORE,0.0,SUV/Station Wagon/etc.,Total
JABALPUR,16.0,Car,Offenders
JABALPUR,15.0,Car,Victims
JABALPUR,31.0,Car,Total
JABALPUR,0.0,Jeep,Offenders
JABALPUR,0.0,Jeep,Victims
JABALPUR,0.0,Jeep,Total
JABALPUR,2.0,Tractor,Offenders
JABALPUR,3.0,Tractor,Victims
JABALPUR,5.0,Tractor,Total
JABALPUR,3.0,Auto Rickshaw,Offenders
JABALPUR,6.0,Auto Rickshaw,Victims
JABALPUR,9.0,Auto Rickshaw,Total
JABALPUR,32.0,Two Wheeler,Offenders
JABALPUR,43.0,Two Wheeler,Victims
JABALPUR,75.0,Two Wheeler,Total
JABALPUR,11.0,Other Motor Vehicles,Offenders
JABALPUR,13.0,Other Motor Vehicles,Victims
JABALPUR,24.0,Other Motor Vehicles,Total
JABALPUR,1.0,Bicycle,Offenders
JABALPUR,0.0,Bicycle,Victims
JABALPUR,1.0,Bicycle,Total
JABALPUR,0.0,Hand Drawn Vehicle,Offenders
JABALPUR,0.0,Hand Drawn Vehicle,Victims
JABALPUR,0.0,Hand Drawn Vehicle,Total
JABALPUR,0.0,Animal Drawn Vehicle,Offenders
JABALPUR,0.0,Animal Drawn Vehicle,Victims
JABALPUR,0.0,Animal Drawn Vehicle,Total
JABALPUR,1.0,Pedestrian,Offenders
JABALPUR,1.0,Pedestrian,Victims
JABALPUR,2.0,Pedestrian,Total
JABALPUR,1.0,Others,Offenders
JABALPUR,1.0,Others,Victims
JABALPUR,2.0,Others,Total
JABALPUR,21.0,Truck/Lorry,Offenders
JABALPUR,31.0,Truck/Lorry,Victims
JABALPUR,52.0,Truck/Lorry,Total
JABALPUR,2.0,Bus,Offenders
JABALPUR,7.0,Bus,Victims
JABALPUR,9.0,Bus,Total
JABALPUR,12.0,SUV/Station Wagon/etc.,Offenders
JABALPUR,10.0,SUV/Station Wagon/etc.,Victims
JABALPUR,22.0,SUV/Station Wagon/etc.,Total
JAIPUR,17.0,Car,Offenders
JAIPUR,52.0,Car,Victims
JAIPUR,69.0,Car,Total
JAIPUR,2.0,Jeep,Offenders
JAIPUR,5.0,Jeep,Victims
JAIPUR,7.0,Jeep,Total
JAIPUR,3.0,Tractor,Offenders
JAIPUR,17.0,Tractor,Victims
JAIPUR,20.0,Tractor,Total
JAIPUR,3.0,Auto Rickshaw,Offenders
JAIPUR,6.0,Auto Rickshaw,Victims
JAIPUR,9.0,Auto Rickshaw,Total
JAIPUR,79.0,Two Wheeler,Offenders
JAIPUR,125.0,Two Wheeler,Victims
JAIPUR,204.0,Two Wheeler,Total
JAIPUR,1.0,Other Motor Vehicles,Offenders
JAIPUR,16.0,Other Motor Vehicles,Victims
JAIPUR,17.0,Other Motor Vehicles,Total
JAIPUR,1.0,Bicycle,Offenders
JAIPUR,6.0,Bicycle,Victims
JAIPUR,7.0,Bicycle,Total
JAIPUR,0.0,Hand Drawn Vehicle,Offenders
JAIPUR,0.0,Hand Drawn Vehicle,Victims
JAIPUR,0.0,Hand Drawn Vehicle,Total
JAIPUR,0.0,Animal Drawn Vehicle,Offenders
JAIPUR,1.0,Animal Drawn Vehicle,Victims
JAIPUR,1.0,Animal Drawn Vehicle,Total
JAIPUR,0.0,Pedestrian,Offenders
JAIPUR,78.0,Pedestrian,Victims
JAIPUR,78.0,Pedestrian,Total
JAIPUR,26.0,Others,Offenders
JAIPUR,2.0,Others,Victims
JAIPUR,28.0,Others,Total
JAIPUR,37.0,Truck/Lorry,Offenders
JAIPUR,50.0,Truck/Lorry,Victims
JAIPUR,87.0,Truck/Lorry,Total
JAIPUR,9.0,Bus,Offenders
JAIPUR,19.0,Bus,Victims
JAIPUR,28.0,Bus,Total
JAIPUR,18.0,SUV/Station Wagon/etc.,Offenders
JAIPUR,33.0,SUV/Station Wagon/etc.,Victims
JAIPUR,51.0,SUV/Station Wagon/etc.,Total
JAMSHEDPUR,3.0,Car,Offenders
JAMSHEDPUR,4.0,Car,Victims
JAMSHEDPUR,7.0,Car,Total
JAMSHEDPUR,0.0,Jeep,Offenders
JAMSHEDPUR,0.0,Jeep,Victims
JAMSHEDPUR,0.0,Jeep,Total
JAMSHEDPUR,0.0,Tractor,Offenders
JAMSHEDPUR,0.0,Tractor,Victims
JAMSHEDPUR,0.0,Tractor,Total
JAMSHEDPUR,2.0,Auto Rickshaw,Offenders
JAMSHEDPUR,3.0,Auto Rickshaw,Victims
JAMSHEDPUR,5.0,Auto Rickshaw,Total
JAMSHEDPUR,18.0,Two Wheeler,Offenders
JAMSHEDPUR,10.0,Two Wheeler,Victims
JAMSHEDPUR,28.0,Two Wheeler,Total
JAMSHEDPUR,0.0,Other Motor Vehicles,Offenders
JAMSHEDPUR,0.0,Other Motor Vehicles,Victims
JAMSHEDPUR,0.0,Other Motor Vehicles,Total
JAMSHEDPUR,1.0,Bicycle,Offenders
JAMSHEDPUR,0.0,Bicycle,Victims
JAMSHEDPUR,1.0,Bicycle,Total
JAMSHEDPUR,0.0,Hand Drawn Vehicle,Offenders
JAMSHEDPUR,0.0,Hand Drawn Vehicle,Victims
JAMSHEDPUR,0.0,Hand Drawn Vehicle,Total
JAMSHEDPUR,0.0,Animal Drawn Vehicle,Offenders
JAMSHEDPUR,0.0,Animal Drawn Vehicle,Victims
JAMSHEDPUR,0.0,Animal Drawn Vehicle,Total
JAMSHEDPUR,0.0,Pedestrian,Offenders
JAMSHEDPUR,2.0,Pedestrian,Victims
JAMSHEDPUR,2.0,Pedestrian,Total
JAMSHEDPUR,0.0,Others,Offenders
JAMSHEDPUR,0.0,Others,Victims
JAMSHEDPUR,0.0,Others,Total
JAMSHEDPUR,0.0,Truck/Lorry,Offenders
JAMSHEDPUR,0.0,Truck/Lorry,Victims
JAMSHEDPUR,0.0,Truck/Lorry,Total
JAMSHEDPUR,1.0,Bus,Offenders
JAMSHEDPUR,3.0,Bus,Victims
JAMSHEDPUR,4.0,Bus,Total
JAMSHEDPUR,0.0,SUV/Station Wagon/etc.,Offenders
JAMSHEDPUR,0.0,SUV/Station Wagon/etc.,Victims
JAMSHEDPUR,0.0,SUV/Station Wagon/etc.,Total
JODHPUR,9.0,Car,Offenders
JODHPUR,14.0,Car,Victims
JODHPUR,23.0,Car,Total
JODHPUR,2.0,Jeep,Offenders
JODHPUR,4.0,Jeep,Victims
JODHPUR,6.0,Jeep,Total
JODHPUR,0.0,Tractor,Offenders
JODHPUR,0.0,Tractor,Victims
JODHPUR,0.0,Tractor,Total
JODHPUR,2.0,Auto Rickshaw,Offenders
JODHPUR,4.0,Auto Rickshaw,Victims
JODHPUR,6.0,Auto Rickshaw,Total
JODHPUR,90.0,Two Wheeler,Offenders
JODHPUR,23.0,Two Wheeler,Victims
JODHPUR,113.0,Two Wheeler,Total
JODHPUR,0.0,Other Motor Vehicles,Offenders
JODHPUR,0.0,Other Motor Vehicles,Victims
JODHPUR,0.0,Other Motor Vehicles,Total
JODHPUR,0.0,Bicycle,Offenders
JODHPUR,10.0,Bicycle,Victims
JODHPUR,10.0,Bicycle,Total
JODHPUR,0.0,Hand Drawn Vehicle,Offenders
JODHPUR,0.0,Hand Drawn Vehicle,Victims
JODHPUR,0.0,Hand Drawn Vehicle,Total
JODHPUR,0.0,Animal Drawn Vehicle,Offenders
JODHPUR,0.0,Animal Drawn Vehicle,Victims
JODHPUR,0.0,Animal Drawn Vehicle,Total
JODHPUR,0.0,Pedestrian,Offenders
JODHPUR,0.0,Pedestrian,Victims
JODHPUR,0.0,Pedestrian,Total
JODHPUR,1.0,Others,Offenders
JODHPUR,5.0,Others,Victims
JODHPUR,6.0,Others,Total
JODHPUR,5.0,Truck/Lorry,Offenders
JODHPUR,5.0,Truck/Lorry,Victims
JODHPUR,10.0,Truck/Lorry,Total
JODHPUR,0.0,Bus,Offenders
JODHPUR,30.0,Bus,Victims
JODHPUR,30.0,Bus,Total
JODHPUR,1.0,SUV/Station Wagon/etc.,Offenders
JODHPUR,1.0,SUV/Station Wagon/etc.,Victims
JODHPUR,2.0,SUV/Station Wagon/etc.,Total
KANNUR,2.0,Car,Offenders
KANNUR,4.0,Car,Victims
KANNUR,6.0,Car,Total
KANNUR,0.0,Jeep,Offenders
KANNUR,0.0,Jeep,Victims
KANNUR,0.0,Jeep,Total
KANNUR,0.0,Tractor,Offenders
KANNUR,0.0,Tractor,Victims
KANNUR,0.0,Tractor,Total
KANNUR,1.0,Auto Rickshaw,Offenders
KANNUR,0.0,Auto Rickshaw,Victims
KANNUR,1.0,Auto Rickshaw,Total
KANNUR,3.0,Two Wheeler,Offenders
KANNUR,25.0,Two Wheeler,Victims
KANNUR,28.0,Two Wheeler,Total
KANNUR,0.0,Other Motor Vehicles,Offenders
KANNUR,0.0,Other Motor Vehicles,Victims
KANNUR,0.0,Other Motor Vehicles,Total
KANNUR,0.0,Bicycle,Offenders
KANNUR,4.0,Bicycle,Victims
KANNUR,4.0,Bicycle,Total
KANNUR,0.0,Hand Drawn Vehicle,Offenders
KANNUR,0.0,Hand Drawn Vehicle,Victims
KANNUR,0.0,Hand Drawn Vehicle,Total
KANNUR,0.0,Animal Drawn Vehicle,Offenders
KANNUR,0.0,Animal Drawn Vehicle,Victims
KANNUR,0.0,Animal Drawn Vehicle,Total
KANNUR,0.0,Pedestrian,Offenders
KANNUR,18.0,Pedestrian,Victims
KANNUR,18.0,Pedestrian,Total
KANNUR,0.0,Others,Offenders
KANNUR,0.0,Others,Victims
KANNUR,0.0,Others,Total
KANNUR,0.0,Truck/Lorry,Offenders
KANNUR,0.0,Truck/Lorry,Victims
KANNUR,0.0,Truck/Lorry,Total
KANNUR,0.0,Bus,Offenders
KANNUR,0.0,Bus,Victims
KANNUR,0.0,Bus,Total
KANNUR,0.0,SUV/Station Wagon/etc.,Offenders
KANNUR,0.0,SUV/Station Wagon/etc.,Victims
KANNUR,0.0,SUV/Station Wagon/etc.,Total
KANPUR,22.0,Car,Offenders
KANPUR,36.0,Car,Victims
KANPUR,58.0,Car,Total
KANPUR,1.0,Jeep,Offenders
KANPUR,10.0,Jeep,Victims
KANPUR,11.0,Jeep,Total
KANPUR,0.0,Tractor,Offenders
KANPUR,4.0,Tractor,Victims
KANPUR,4.0,Tractor,Total
KANPUR,7.0,Auto Rickshaw,Offenders
KANPUR,14.0,Auto Rickshaw,Victims
KANPUR,21.0,Auto Rickshaw,Total
KANPUR,81.0,Two Wheeler,Offenders
KANPUR,69.0,Two Wheeler,Victims
KANPUR,150.0,Two Wheeler,Total
KANPUR,0.0,Other Motor Vehicles,Offenders
KANPUR,0.0,Other Motor Vehicles,Victims
KANPUR,0.0,Other Motor Vehicles,Total
KANPUR,0.0,Bicycle,Offenders
KANPUR,0.0,Bicycle,Victims
KANPUR,0.0,Bicycle,Total
KANPUR,0.0,Hand Drawn Vehicle,Offenders
KANPUR,0.0,Hand Drawn Vehicle,Victims
KANPUR,0.0,Hand Drawn Vehicle,Total
KANPUR,0.0,Animal Drawn Vehicle,Offenders
KANPUR,0.0,Animal Drawn Vehicle,Victims
KANPUR,0.0,Animal Drawn Vehicle,Total
KANPUR,0.0,Pedestrian,Offenders
KANPUR,0.0,Pedestrian,Victims
KANPUR,0.0,Pedestrian,Total
KANPUR,0.0,Others,Offenders
KANPUR,0.0,Others,Victims
KANPUR,0.0,Others,Total
KANPUR,26.0,Truck/Lorry,Offenders
KANPUR,88.0,Truck/Lorry,Victims
KANPUR,114.0,Truck/Lorry,Total
KANPUR,19.0,Bus,Offenders
KANPUR,26.0,Bus,Victims
KANPUR,45.0,Bus,Total
KANPUR,0.0,SUV/Station Wagon/etc.,Offenders
KANPUR,13.0,SUV/Station Wagon/etc.,Victims
KANPUR,13.0,SUV/Station Wagon/etc.,Total
KOCHI,0.0,Car,Offenders
KOCHI,16.0,Car,Victims
KOCHI,16.0,Car,Total
KOCHI,0.0,Jeep,Offenders
KOCHI,0.0,Jeep,Victims
KOCHI,0.0,Jeep,Total
KOCHI,0.0,Tractor,Offenders
KOCHI,0.0,Tractor,Victims
KOCHI,0.0,Tractor,Total
KOCHI,0.0,Auto Rickshaw,Offenders
KOCHI,0.0,Auto Rickshaw,Victims
KOCHI,0.0,Auto Rickshaw,Total
KOCHI,0.0,Two Wheeler,Offenders
KOCHI,53.0,Two Wheeler,Victims
KOCHI,53.0,Two Wheeler,Total
KOCHI,0.0,Other Motor Vehicles,Offenders
KOCHI,0.0,Other Motor Vehicles,Victims
KOCHI,0.0,Other Motor Vehicles,Total
KOCHI,0.0,Bicycle,Offenders
KOCHI,4.0,Bicycle,Victims
KOCHI,4.0,Bicycle,Total
KOCHI,0.0,Hand Drawn Vehicle,Offenders
KOCHI,0.0,Hand Drawn Vehicle,Victims
KOCHI,0.0,Hand Drawn Vehicle,Total
KOCHI,0.0,Animal Drawn Vehicle,Offenders
KOCHI,0.0,Animal Drawn Vehicle,Victims
KOCHI,0.0,Animal Drawn Vehicle,Total
KOCHI,0.0,Pedestrian,Offenders
KOCHI,27.0,Pedestrian,Victims
KOCHI,27.0,Pedestrian,Total
KOCHI,0.0,Others,Offenders
KOCHI,0.0,Others,Victims
KOCHI,0.0,Others,Total
KOCHI,0.0,Truck/Lorry,Offenders
KOCHI,0.0,Truck/Lorry,Victims
KOCHI,0.0,Truck/Lorry,Total
KOCHI,0.0,Bus,Offenders
KOCHI,1.0,Bus,Victims
KOCHI,1.0,Bus,Total
KOCHI,0.0,SUV/Station Wagon/etc.,Offenders
KOCHI,0.0,SUV/Station Wagon/etc.,Victims
KOCHI,0.0,SUV/Station Wagon/etc.,Total
KOLKATA,0.0,Car,Offenders
KOLKATA,34.0,Car,Victims
KOLKATA,34.0,Car,Total
KOLKATA,0.0,Jeep,Offenders
KOLKATA,0.0,Jeep,Victims
KOLKATA,0.0,Jeep,Total
KOLKATA,0.0,Tractor,Offenders
KOLKATA,0.0,Tractor,Victims
KOLKATA,0.0,Tractor,Total
KOLKATA,0.0,Auto Rickshaw,Offenders
KOLKATA,6.0,Auto Rickshaw,Victims
KOLKATA,6.0,Auto Rickshaw,Total
KOLKATA,0.0,Two Wheeler,Offenders
KOLKATA,36.0,Two Wheeler,Victims
KOLKATA,36.0,Two Wheeler,Total
KOLKATA,0.0,Other Motor Vehicles,Offenders
KOLKATA,4.0,Other Motor Vehicles,Victims
KOLKATA,4.0,Other Motor Vehicles,Total
KOLKATA,0.0,Bicycle,Offenders
KOLKATA,0.0,Bicycle,Victims
KOLKATA,0.0,Bicycle,Total
KOLKATA,0.0,Hand Drawn Vehicle,Offenders
KOLKATA,0.0,Hand Drawn Vehicle,Victims
KOLKATA,0.0,Hand Drawn Vehicle,Total
KOLKATA,0.0,Animal Drawn Vehicle,Offenders
KOLKATA,0.0,Animal Drawn Vehicle,Victims
KOLKATA,0.0,Animal Drawn Vehicle,Total
KOLKATA,0.0,Pedestrian,Offenders
KOLKATA,0.0,Pedestrian,Victims
KOLKATA,0.0,Pedestrian,Total
KOLKATA,0.0,Others,Offenders
KOLKATA,0.0,Others,Victims
KOLKATA,0.0,Others,Total
KOLKATA,0.0,Truck/Lorry,Offenders
KOLKATA,63.0,Truck/Lorry,Victims
KOLKATA,63.0,Truck/Lorry,Total
KOLKATA,0.0,Bus,Offenders
KOLKATA,55.0,Bus,Victims
KOLKATA,55.0,Bus,Total
KOLKATA,0.0,SUV/Station Wagon/etc.,Offenders
KOLKATA,3.0,SUV/Station Wagon/etc.,Victims
KOLKATA,3.0,SUV/Station Wagon/etc.,Total
KOLLAM,0.0,Car,Offenders
KOLLAM,7.0,Car,Victims
KOLLAM,7.0,Car,Total
KOLLAM,0.0,Jeep,Offenders
KOLLAM,0.0,Jeep,Victims
KOLLAM,0.0,Jeep,Total
KOLLAM,0.0,Tractor,Offenders
KOLLAM,0.0,Tractor,Victims
KOLLAM,0.0,Tractor,Total
KOLLAM,0.0,Auto Rickshaw,Offenders
KOLLAM,3.0,Auto Rickshaw,Victims
KOLLAM,3.0,Auto Rickshaw,Total
KOLLAM,1.0,Two Wheeler,Offenders
KOLLAM,118.0,Two Wheeler,Victims
KOLLAM,119.0,Two Wheeler,Total
KOLLAM,0.0,Other Motor Vehicles,Offenders
KOLLAM,0.0,Other Motor Vehicles,Victims
KOLLAM,0.0,Other Motor Vehicles,Total
KOLLAM,0.0,Bicycle,Offenders
KOLLAM,13.0,Bicycle,Victims
KOLLAM,13.0,Bicycle,Total
KOLLAM,0.0,Hand Drawn Vehicle,Offenders
KOLLAM,0.0,Hand Drawn Vehicle,Victims
KOLLAM,0.0,Hand Drawn Vehicle,Total
KOLLAM,0.0,Animal Drawn Vehicle,Offenders
KOLLAM,0.0,Animal Drawn Vehicle,Victims
KOLLAM,0.0,Animal Drawn Vehicle,Total
KOLLAM,0.0,Pedestrian,Offenders
KOLLAM,47.0,Pedestrian,Victims
KOLLAM,47.0,Pedestrian,Total
KOLLAM,0.0,Others,Offenders
KOLLAM,0.0,Others,Victims
KOLLAM,0.0,Others,Total
KOLLAM,0.0,Truck/Lorry,Offenders
KOLLAM,0.0,Truck/Lorry,Victims
KOLLAM,0.0,Truck/Lorry,Total
KOLLAM,0.0,Bus,Offenders
KOLLAM,0.0,Bus,Victims
KOLLAM,0.0,Bus,Total
