City,Deaths,Mode of transport,Person
RANCHI,0.0,Animal Drawn Vehicle,Offenders
RANCHI,0.0,Animal Drawn Vehicle,Victims
RANCHI,0.0,Animal Drawn Vehicle,Total
RANCHI,0.0,Pedestrian,Offenders
RANCHI,0.0,Pedestrian,Victims
RANCHI,0.0,Pedestrian,Total
RANCHI,0.0,Others,Offenders
RANCHI,0.0,Others,Victims
RANCHI,0.0,Others,Total
RANCHI,0.0,Truck/Lorry,Offenders
RANCHI,0.0,Truck/Lorry,Victims
RANCHI,0.0,Truck/Lorry,Total
RANCHI,0.0,Bus,Offenders
RANCHI,0.0,Bus,Victims
RANCHI,0.0,Bus,Total
RANCHI,9.0,SUV/Station Wagon/etc.,Offenders
RANCHI,0.0,SUV/Station Wagon/etc.,Victims
RANCHI,9.0,SUV/Station Wagon/etc.,Total
SRINAGAR,2.0,Car,Offenders
SRINAGAR,8.0,Car,Victims
SRINAGAR,10.0,Car,Total
SRINAGAR,0.0,Jeep,Offenders
SRINAGAR,0.0,Jeep,Victims
SRINAGAR,0.0,Jeep,Total
SRINAGAR,0.0,Tractor,Offenders
SRINAGAR,0.0,Tractor,Victims
SRINAGAR,0.0,Tractor,Total
SRINAGAR,0.0,Auto Rickshaw,Offenders
SRINAGAR,2.0,Auto Rickshaw,Victims
SRINAGAR,2.0,Auto Rickshaw,Total
SRINAGAR,11.0,Two Wheeler,Offenders
SRINAGAR,2.0,Two Wheeler,Victims
SRINAGAR,13.0,Two Wheeler,Total
SRINAGAR,0.0,Other Motor Vehicles,Offenders
SRINAGAR,0.0,Other Motor Vehicles,Victims
SRINAGAR,0.0,Other Motor Vehicles,Total
SRINAGAR,0.0,Bicycle,Offenders
SRINAGAR,0.0,Bicycle,Victims
SRINAGAR,0.0,Bicycle,Total
SRINAGAR,0.0,Hand Drawn Vehicle,Offenders
SRINAGAR,0.0,Hand Drawn Vehicle,Victims
SRINAGAR,0.0,Hand Drawn Vehicle,Total
SRINAGAR,0.0,Animal Drawn Vehicle,Offenders
SRINAGAR,0.0,Animal Drawn Vehicle,Victims
SRINAGAR,0.0,Animal Drawn Vehicle,Total
SRINAGAR,0.0,Pedestrian,Offenders
SRINAGAR,0.0,Pedestrian,Victims
SRINAGAR,0.0,Pedestrian,Total
SRINAGAR,0.0,Others,Offenders
SRINAGAR,0.0,Others,Victims
SRINAGAR,0.0,Others,Total
SRINAGAR,0.0,Truck/Lorry,Offenders
SRINAGAR,4.0,Truck/Lorry,Victims
SRINAGAR,4.0,Truck/Lorry,Total
SRINAGAR,0.0,Bus,Offenders
SRINAGAR,1.0,Bus,Victims
SRINAGAR,1.0,Bus,Total
SRINAGAR,1.0,SUV/Station Wagon/etc.,Offenders
SRINAGAR,14.0,SUV/Station Wagon/etc.,Victims
SRINAGAR,15.0,SUV/Station Wagon/etc.,Total
SURAT,1.0,Car,Offenders
SURAT,4.0,Car,Victims
SURAT,5.0,Car,Total
SURAT,0.0,Jeep,Offenders
SURAT,0.0,Jeep,Victims
SURAT,0.0,Jeep,Total
SURAT,0.0,Tractor,Offenders
SURAT,0.0,Tractor,Victims
SURAT,0.0,Tractor,Total
SURAT,3.0,Auto Rickshaw,Offenders
SURAT,7.0,Auto Rickshaw,Victims
SURAT,10.0,Auto Rickshaw,Total
SURAT,20.0,Two Wheeler,Offenders
SURAT,78.0,Two Wheeler,Victims
SURAT,98.0,Two Wheeler,Total
SURAT,0.0,Other Motor Vehicles,Offenders
SURAT,0.0,Other Motor Vehicles,Victims
SURAT,0.0,Other Motor Vehicles,Total
SURAT,0.0,Bicycle,Offenders
SURAT,9.0,Bicycle,Victims
SURAT,9.0,Bicycle,Total
SURAT,0.0,Hand Drawn Vehicle,Offenders
SURAT,0.0,Hand Drawn Vehicle,Victims
SURAT,0.0,Hand Drawn Vehicle,Total
SURAT,0.0,Animal Drawn Vehicle,Offenders
SURAT,0.0,Animal Drawn Vehicle,Victims
SURAT,0.0,Animal Drawn Vehicle,Total
SURAT,0.0,Pedestrian,Offenders
SURAT,63.0,Pedestrian,Victims
SURAT,63.0,Pedestrian,Total
SURAT,0.0,Others,Offenders
SURAT,0.0,Others,Victims
SURAT,0.0,Others,Total
SURAT,5.0,Truck/Lorry,Offenders
SURAT,1.0,Truck/Lorry,Victims
SURAT,6.0,Truck/Lorry,Total
SURAT,0.0,Bus,Offenders
SURAT,0.0,Bus,Victims
SURAT,0.0,Bus,Total
SURAT,0.0,SUV/Station Wagon/etc.,Offenders
SURAT,0.0,SUV/Station Wagon/etc.,Victims
SURAT,0.0,SUV/Station Wagon/etc.,Total
THIRUVANANTHAPURAM,3.0,Car,Offenders
THIRUVANANTHAPURAM,4.0,Car,Victims
THIRUVANANTHAPURAM,7.0,Car,Total
THIRUVANANTHAPURAM,0.0,Jeep,Offenders
THIRUVANANTHAPURAM,0.0,Jeep,Victims
THIRUVANANTHAPURAM,0.0,Jeep,Total
THIRUVANANTHAPURAM,0.0,Tractor,Offenders
THIRUVANANTHAPURAM,0.0,Tractor,Victims
THIRUVANANTHAPURAM,0.0,Tractor,Total
THIRUVANANTHAPURAM,0.0,Auto Rickshaw,Offenders
THIRUVANANTHAPURAM,5.0,Auto Rickshaw,Victims
THIRUVANANTHAPURAM,5.0,Auto Rickshaw,Total
THIRUVANANTHAPURAM,9.0,Two Wheeler,Offenders
THIRUVANANTHAPURAM,46.0,Two Wheeler,Victims
THIRUVANANTHAPURAM,55.0,Two Wheeler,Total
THIRUVANANTHAPURAM,0.0,Other Motor Vehicles,Offenders
THIRUVANANTHAPURAM,0.0,Other Motor Vehicles,Victims
THIRUVANANTHAPURAM,0.0,Other Motor Vehicles,Total
THIRUVANANTHAPURAM,0.0,Bicycle,Offenders
THIRUVANANTHAPURAM,2.0,Bicycle,Victims
THIRUVANANTHAPURAM,2.0,Bicycle,Total
THIRUVANANTHAPURAM,0.0,Hand Drawn Vehicle,Offenders
THIRUVANANTHAPURAM,0.0,Hand Drawn Vehicle,Victims
THIRUVANANTHAPURAM,0.0,Hand Drawn Vehicle,Total
THIRUVANANTHAPURAM,0.0,Animal Drawn Vehicle,Offenders
THIRUVANANTHAPURAM,0.0,Animal Drawn Vehicle,Victims
THIRUVANANTHAPURAM,0.0,Animal Drawn Vehicle,Total
THIRUVANANTHAPURAM,0.0,Pedestrian,Offenders
THIRUVANANTHAPURAM,34.0,Pedestrian,Victims
THIRUVANANTHAPURAM,34.0,Pedestrian,Total
THIRUVANANTHAPURAM,0.0,Others,Offenders
THIRUVANANTHAPURAM,0.0,Others,Victims
THIRUVANANTHAPURAM,0.0,Others,Total
THIRUVANANTHAPURAM,1.0,Truck/Lorry,Offenders
THIRUVANANTHAPURAM,2.0,Truck/Lorry,Victims
THIRUVANANTHAPURAM,3.0,Truck/Lorry,Total
THIRUVANANTHAPURAM,0.0,Bus,Offenders
THIRUVANANTHAPURAM,2.0,Bus,Victims
THIRUVANANTHAPURAM,2.0,Bus,Total
THIRUVANANTHAPURAM,0.0,SUV/Station Wagon/etc.,Offenders
THIRUVANANTHAPURAM,0.0,SUV/Station Wagon/etc.,Victims
THIRUVANANTHAPURAM,0.0,SUV/Station Wagon/etc.,Total
THRISSUR,0.0,Car,Offenders
THRISSUR,2.0,Car,Victims
THRISSUR,2.0,Car,Total
THRISSUR,0.0,Jeep,Offenders
THRISSUR,0.0,Jeep,Victims
THRISSUR,0.0,Jeep,Total
THRISSUR,0.0,Tractor,Offenders
THRISSUR,0.0,Tractor,Victims
THRISSUR,0.0,Tractor,Total
THRISSUR,0.0,Auto Rickshaw,Offenders
THRISSUR,5.0,Auto Rickshaw,Victims
THRISSUR,5.0,Auto Rickshaw,Total
THRISSUR,0.0,Two Wheeler,Offenders
THRISSUR,74.0,Two Wheeler,Victims
THRISSUR,74.0,Two Wheeler,Total
THRISSUR,0.0,Other Motor Vehicles,Offenders
THRISSUR,2.0,Other Motor Vehicles,Victims
THRISSUR,2.0,Other Motor Vehicles,Total
THRISSUR,0.0,Bicycle,Offenders
THRISSUR,6.0,Bicycle,Victims
THRISSUR,6.0,Bicycle,Total
THRISSUR,0.0,Hand Drawn Vehicle,Offenders
THRISSUR,0.0,Hand Drawn Vehicle,Victims
THRISSUR,0.0,Hand Drawn Vehicle,Total
THRISSUR,0.0,Animal Drawn Vehicle,Offenders
THRISSUR,0.0,Animal Drawn Vehicle,Victims
THRISSUR,0.0,Animal Drawn Vehicle,Total
THRISSUR,0.0,Pedestrian,Offenders
THRISSUR,40.0,Pedestrian,Victims
THRISSUR,40.0,Pedestrian,Total
THRISSUR,0.0,Others,Offenders
THRISSUR,0.0,Others,Victims
THRISSUR,0.0,Others,Total
THRISSUR,0.0,Truck/Lorry,Offenders
THRISSUR,5.0,Truck/Lorry,Victims
THRISSUR,5.0,Truck/Lorry,Total
THRISSUR,0.0,Bus,Offenders
THRISSUR,0.0,Bus,Victims
THRISSUR,0.0,Bus,Total
THRISSUR,0.0,SUV/Station Wagon/etc.,Offenders
THRISSUR,0.0,SUV/Station Wagon/etc.,Victims
THRISSUR,0.0,SUV/Station Wagon/etc.,Total
TIRUCHIRAPPALLI,3.0,Car,Offenders
TIRUCHIRAPPALLI,8.0,Car,Victims
TIRUCHIRAPPALLI,11.0,Car,Total
TIRUCHIRAPPALLI,0.0,Jeep,Offenders
TIRUCHIRAPPALLI,0.0,Jeep,Victims
TIRUCHIRAPPALLI,0.0,Jeep,Total
TIRUCHIRAPPALLI,0.0,Tractor,Offenders
TIRUCHIRAPPALLI,0.0,Tractor,Victims
TIRUCHIRAPPALLI,0.0,Tractor,Total
TIRUCHIRAPPALLI,1.0,Auto Rickshaw,Offenders
TIRUCHIRAPPALLI,0.0,Auto Rickshaw,Victims
TIRUCHIRAPPALLI,1.0,Auto Rickshaw,Total
TIRUCHIRAPPALLI,45.0,Two Wheeler,Offenders
TIRUCHIRAPPALLI,5.0,Two Wheeler,Victims
TIRUCHIRAPPALLI,50.0,Two Wheeler,Total
TIRUCHIRAPPALLI,1.0,Other Motor Vehicles,Offenders
TIRUCHIRAPPALLI,0.0,Other Motor Vehicles,Victims
TIRUCHIRAPPALLI,1.0,Other Motor Vehicles,Total
TIRUCHIRAPPALLI,5.0,Bicycle,Offenders
TIRUCHIRAPPALLI,0.0,Bicycle,Victims
TIRUCHIRAPPALLI,5.0,Bicycle,Total
TIRUCHIRAPPALLI,0.0,Hand Drawn Vehicle,Offenders
TIRUCHIRAPPALLI,0.0,Hand Drawn Vehicle,Victims
TIRUCHIRAPPALLI,0.0,Hand Drawn Vehicle,Total
TIRUCHIRAPPALLI,0.0,Animal Drawn Vehicle,Offenders
TIRUCHIRAPPALLI,0.0,Animal Drawn Vehicle,Victims
TIRUCHIRAPPALLI,0.0,Animal Drawn Vehicle,Total
TIRUCHIRAPPALLI,0.0,Pedestrian,Offenders
TIRUCHIRAPPALLI,0.0,Pedestrian,Victims
TIRUCHIRAPPALLI,0.0,Pedestrian,Total
TIRUCHIRAPPALLI,0.0,Others,Offenders
TIRUCHIRAPPALLI,0.0,Others,Victims
TIRUCHIRAPPALLI,0.0,Others,Total
TIRUCHIRAPPALLI,1.0,Truck/Lorry,Offenders
TIRUCHIRAPPALLI,7.0,Truck/Lorry,Victims
TIRUCHIRAPPALLI,8.0,Truck/Lorry,Total
TIRUCHIRAPPALLI,1.0,Bus,Offenders
TIRUCHIRAPPALLI,2.0,Bus,Victims
TIRUCHIRAPPALLI,3.0,Bus,Total
TIRUCHIRAPPALLI,0.0,SUV/Station Wagon/etc.,Offenders
TIRUCHIRAPPALLI,8.0,SUV/Station Wagon/etc.,Victims
TIRUCHIRAPPALLI,8.0,SUV/Station Wagon/etc.,Total
VADODARA,1.0,Car,Offenders
VADODARA,4.0,Car,Victims
VADODARA,5.0,Car,Total
VADODARA,0.0,Jeep,Offenders
VADODARA,1.0,Jeep,Victims
VADODARA,1.0,Jeep,Total
VADODARA,0.0,Tractor,Offenders
VADODARA,0.0,Tractor,Victims
VADODARA,0.0,Tractor,Total
VADODARA,0.0,Auto Rickshaw,Offenders
VADODARA,4.0,Auto Rickshaw,Victims
VADODARA,4.0,Auto Rickshaw,Total
VADODARA,12.0,Two Wheeler,Offenders
VADODARA,59.0,Two Wheeler,Victims
VADODARA,71.0,Two Wheeler,Total
VADODARA,0.0,Other Motor Vehicles,Offenders
VADODARA,0.0,Other Motor Vehicles,Victims
VADODARA,0.0,Other Motor Vehicles,Total
VADODARA,0.0,Bicycle,Offenders
VADODARA,5.0,Bicycle,Victims
VADODARA,5.0,Bicycle,Total
VADODARA,0.0,Hand Drawn Vehicle,Offenders
VADODARA,0.0,Hand Drawn Vehicle,Victims
VADODARA,0.0,Hand Drawn Vehicle,Total
VADODARA,0.0,Animal Drawn Vehicle,Offenders
VADODARA,0.0,Animal Drawn Vehicle,Victims
VADODARA,0.0,Animal Drawn Vehicle,Total
VADODARA,0.0,Pedestrian,Offenders
VADODARA,46.0,Pedestrian,Victims
VADODARA,46.0,Pedestrian,Total
VADODARA,0.0,Others,Offenders
VADODARA,0.0,Others,Victims
VADODARA,0.0,Others,Total
VADODARA,2.0,Truck/Lorry,Offenders
VADODARA,18.0,Truck/Lorry,Victims
VADODARA,20.0,Truck/Lorry,Total
VADODARA,0.0,Bus,Offenders
VADODARA,1.0,Bus,Victims
VADODARA,1.0,Bus,Total
VADODARA,0.0,SUV/Station Wagon/etc.,Offenders
VADODARA,0.0,SUV/Station Wagon/etc.,Victims
VADODARA,0.0,SUV/Station Wagon/etc.,Total
VARANASI,0.0,Car,Offenders
VARANASI,0.0,Car,Victims
VARANASI,0.0,Car,Total
VARANASI,0.0,Jeep,Offenders
VARANASI,1.0,Jeep,Victims
VARANASI,1.0,Jeep,Total
VARANASI,0.0,Tractor,Offenders
VARANASI,0.0,Tractor,Victims
VARANASI,0.0,Tractor,Total
VARANASI,0.0,Auto Rickshaw,Offenders
VARANASI,1.0,Auto Rickshaw,Victims
VARANASI,1.0,Auto Rickshaw,Total
VARANASI,1.0,Two Wheeler,Offenders
VARANASI,31.0,Two Wheeler,Victims
VARANASI,32.0,Two Wheeler,Total
VARANASI,0.0,Other Motor Vehicles,Offenders
VARANASI,0.0,Other Motor Vehicles,Victims
VARANASI,0.0,Other Motor Vehicles,Total
VARANASI,0.0,Bicycle,Offenders
VARANASI,0.0,Bicycle,Victims
VARANASI,0.0,Bicycle,Total
VARANASI,0.0,Hand Drawn Vehicle,Offenders
VARANASI,0.0,Hand Drawn Vehicle,Victims
VARANASI,0.0,Hand Drawn Vehicle,Total
VARANASI,0.0,Animal Drawn Vehicle,Offenders
VARANASI,0.0,Animal Drawn Vehicle,Victims
VARANASI,0.0,Animal Drawn Vehicle,Total
VARANASI,0.0,Pedestrian,Offenders
VARANASI,0.0,Pedestrian,Victims
VARANASI,0.0,Pedestrian,Total
VARANASI,0.0,Others,Offenders
VARANASI,0.0,Others,Victims
VARANASI,0.0,Others,Total
VARANASI,0.0,Truck/Lorry,Offenders
VARANASI,7.0,Truck/Lorry,Victims
VARANASI,7.0,Truck/Lorry,Total
VARANASI,0.0,Bus,Offenders
VARANASI,2.0,Bus,Victims
VARANASI,2.0,Bus,Total
VARANASI,0.0,SUV/Station Wagon/etc.,Offenders
VARANASI,8.0,SUV/Station Wagon/etc.,Victims
VARANASI,8.0,SUV/Station Wagon/etc.,Total
VASAI VIRAR,9.0,Car,Offenders
VASAI VIRAR,17.0,Car,Victims
VASAI VIRAR,26.0,Car,Total
VASAI VIRAR,0.0,Jeep,Offenders
VASAI VIRAR,0.0,Jeep,Victims
VASAI VIRAR,0.0,Jeep,Total
VASAI VIRAR,0.0,Tractor,Offenders
VASAI VIRAR,0.0,Tractor,Victims
VASAI VIRAR,0.0,Tractor,Total
VASAI VIRAR,0.0,Auto Rickshaw,Offenders
VASAI VIRAR,3.0,Auto Rickshaw,Victims
VASAI VIRAR,3.0,Auto Rickshaw,Total
VASAI VIRAR,29.0,Two Wheeler,Offenders
VASAI VIRAR,59.0,Two Wheeler,Victims
VASAI VIRAR,88.0,Two Wheeler,Total
VASAI VIRAR,1.0,Other Motor Vehicles,Offenders
VASAI VIRAR,0.0,Other Motor Vehicles,Victims
VASAI VIRAR,1.0,Other Motor Vehicles,Total
VASAI VIRAR,0.0,Bicycle,Offenders
VASAI VIRAR,0.0,Bicycle,Victims
VASAI VIRAR,0.0,Bicycle,Total
VASAI VIRAR,0.0,Hand Drawn Vehicle,Offenders
VASAI VIRAR,0.0,Hand Drawn Vehicle,Victims
VASAI VIRAR,0.0,Hand Drawn Vehicle,Total
VASAI VIRAR,0.0,Animal Drawn Vehicle,Offenders
VASAI VIRAR,0.0,Animal Drawn Vehicle,Victims
VASAI VIRAR,0.0,Animal Drawn Vehicle,Total
VASAI VIRAR,0.0,Pedestrian,Offenders
VASAI VIRAR,5.0,Pedestrian,Victims
VASAI VIRAR,5.0,Pedestrian,Total
VASAI VIRAR,0.0,Others,Offenders
VASAI VIRAR,0.0,Others,Victims
VASAI VIRAR,0.0,Others,Total
VASAI VIRAR,12.0,Truck/Lorry,Offenders
VASAI VIRAR,23.0,Truck/Lorry,Victims
VASAI VIRAR,35.0,Truck/Lorry,Total
VASAI VIRAR,1.0,Bus,Offenders
VASAI VIRAR,1.0,Bus,Victims
VASAI VIRAR,2.0,Bus,Total
VASAI VIRAR,0.0,SUV/Station Wagon/etc.,Offenders
VASAI VIRAR,0.0,SUV/Station Wagon/etc.,Victims
VASAI VIRAR,0.0,SUV/Station Wagon/etc.,Total
VIJAYAWADA,1.0,Car,Offenders
VIJAYAWADA,16.0,Car,Victims
VIJAYAWADA,17.0,Car,Total
VIJAYAWADA,0.0,Jeep,Offenders
VIJAYAWADA,0.0,Jeep,Victims
VIJAYAWADA,0.0,Jeep,Total
VIJAYAWADA,0.0,Tractor,Offenders
VIJAYAWADA,0.0,Tractor,Victims
VIJAYAWADA,0.0,Tractor,Total
VIJAYAWADA,0.0,Auto Rickshaw,Offenders
VIJAYAWADA,8.0,Auto Rickshaw,Victims
VIJAYAWADA,8.0,Auto Rickshaw,Total
VIJAYAWADA,9.0,Two Wheeler,Offenders
VIJAYAWADA,142.0,Two Wheeler,Victims
VIJAYAWADA,151.0,Two Wheeler,Total
VIJAYAWADA,0.0,Other Motor Vehicles,Offenders
VIJAYAWADA,0.0,Other Motor Vehicles,Victims
VIJAYAWADA,0.0,Other Motor Vehicles,Total
VIJAYAWADA,0.0,Bicycle,Offenders
VIJAYAWADA,16.0,Bicycle,Victims
VIJAYAWADA,16.0,Bicycle,Total
VIJAYAWADA,0.0,Hand Drawn Vehicle,Offenders
VIJAYAWADA,0.0,Hand Drawn Vehicle,Victims
VIJAYAWADA,0.0,Hand Drawn Vehicle,Total
VIJAYAWADA,0.0,Animal Drawn Vehicle,Offenders
VIJAYAWADA,0.0,Animal Drawn Vehicle,Victims
VIJAYAWADA,0.0,Animal Drawn Vehicle,Total
VIJAYAWADA,0.0,Pedestrian,Offenders
VIJAYAWADA,72.0,Pedestrian,Victims
VIJAYAWADA,72.0,Pedestrian,Total
VIJAYAWADA,0.0,Others,Offenders
VIJAYAWADA,1.0,Others,Victims
VIJAYAWADA,1.0,Others,Total
VIJAYAWADA,4.0,Truck/Lorry,Offenders
VIJAYAWADA,2.0,Truck/Lorry,Victims
VIJAYAWADA,6.0,Truck/Lorry,Total
VIJAYAWADA,0.0,Bus,Offenders
VIJAYAWADA,3.0,Bus,Victims
VIJAYAWADA,3.0,Bus,Total
VIJAYAWADA,0.0,SUV/Station Wagon/etc.,Offenders
VIJAYAWADA,0.0,SUV/Station Wagon/etc.,Victims
VIJAYAWADA,0.0,SUV/Station Wagon/etc.,Total
VISHAKHAPATNAM,2.0,Car,Offenders
VISHAKHAPATNAM,4.0,Car,Victims
VISHAKHAPATNAM,6.0,Car,Total
VISHAKHAPATNAM,0.0,Jeep,Offenders
VISHAKHAPATNAM,0.0,Jeep,Victims
VISHAKHAPATNAM,0.0,Jeep,Total
VISHAKHAPATNAM,0.0,Tractor,Offenders
VISHAKHAPATNAM,0.0,Tractor,Victims
VISHAKHAPATNAM,0.0,Tractor,Total
VISHAKHAPATNAM,4.0,Auto Rickshaw,Offenders
VISHAKHAPATNAM,7.0,Auto Rickshaw,Victims
VISHAKHAPATNAM,11.0,Auto Rickshaw,Total
VISHAKHAPATNAM,106.0,Two Wheeler,Offenders
VISHAKHAPATNAM,27.0,Two Wheeler,Victims
VISHAKHAPATNAM,133.0,Two Wheeler,Total
VISHAKHAPATNAM,0.0,Other Motor Vehicles,Offenders
VISHAKHAPATNAM,0.0,Other Motor Vehicles,Victims
VISHAKHAPATNAM,0.0,Other Motor Vehicles,Total
VISHAKHAPATNAM,1.0,Bicycle,Offenders
VISHAKHAPATNAM,0.0,Bicycle,Victims
VISHAKHAPATNAM,1.0,Bicycle,Total
VISHAKHAPATNAM,0.0,Hand Drawn Vehicle,Offenders
VISHAKHAPATNAM,0.0,Hand Drawn Vehicle,Victims
VISHAKHAPATNAM,0.0,Hand Drawn Vehicle,Total
VISHAKHAPATNAM,0.0,Animal Drawn Vehicle,Offenders
VISHAKHAPATNAM,0.0,Animal Drawn Vehicle,Victims
VISHAKHAPATNAM,0.0,Animal Drawn Vehicle,Total
VISHAKHAPATNAM,0.0,Pedestrian,Offenders
VISHAKHAPATNAM,82.0,Pedestrian,Victims
VISHAKHAPATNAM,82.0,Pedestrian,Total
VISHAKHAPATNAM,2.0,Others,Offenders
VISHAKHAPATNAM,8.0,Others,Victims
VISHAKHAPATNAM,10.0,Others,Total
VISHAKHAPATNAM,8.0,Truck/Lorry,Offenders
VISHAKHAPATNAM,3.0,Truck/Lorry,Victims
VISHAKHAPATNAM,11.0,Truck/Lorry,Total
VISHAKHAPATNAM,1.0,Bus,Offenders
VISHAKHAPATNAM,0.0,Bus,Victims
VISHAKHAPATNAM,1.0,Bus,Total
VISHAKHAPATNAM,0.0,SUV/Station Wagon/etc.,Offenders
VISHAKHAPATNAM,0.0,SUV/Station Wagon/etc.,Victims
VISHAKHAPATNAM,0.0,SUV/Station Wagon/etc.,Total
,46.0,Bicycle,Offenders
,211.0,Bicycle,Victims
,257.0,Bicycle,Total
,1.0,Hand Drawn Vehicle,Offenders
,12.0,Hand Drawn Vehicle,Victims
,13.0,Hand Drawn Vehicle,Total
,0.0,Animal Drawn Vehicle,Offenders
,4.0,Animal Drawn Vehicle,Victims
,4.0,Animal Drawn Vehicle,Total
