VEHICLE NO,LOCATION,NO.OF BINS,IST TRIP,IIND TRIP,IIRD TRIP,REMARKS,Zone,Div,Shift
TN 04 AQ 1951,SOMU CHETTY 4TH STREET,2,8.00AM,11.15AM,1.15PM, ,5,49,0
TN 22 CJ 1867 /TN 22 BR 1242,WALLTAX ROAD,6,7.00AM,9.30AM,12.00PM, ,5,57,0
TN 22 BR 2976,GENERAL COLLINS ROAD (NARAYANA GURU SALAI JUNCTION,1,7.00AM,9.30AM,12.00PM, ,5,58,0
TN 22 AQ 6261,WALLTAX ROAD (NEAR POST OFFICE),2,7 .45AM,11.00AM,12.45PM, ,5,59,0
TN 04 AD 1591,PHILIPS STREET,4,8.00AM,11.15AM,1.15PM, ,5,60,0
TN 22 CF 6138,"R .MUTHAN GARDEN ( TEA KADAI , POLICE QUARTERS )",3,7 .45AM,11.00AM,12.45PM, ,5,61,0
TN 22 CF 6063,LAFOND ST,3,7.20AM,10.30AM,12.15PM, ,5,62,0
TN 04 AY 6447,CPM ST (NEAR NAVA JEEVA BALAJI SCHOOL),1,8.00AM,11.15AM,1.15PM, ,5,63,0
 TN 04 AY 6457,POOMBHUKAR NAGAR 25TH STREET,1, ,12.35, , ,6,64,0
 TN 05 CH 2354,VILLIVAKKAM MARKET,2,9.3, , , ,6,65,0
 TN 04 CH 1440,PERIYAR NAGAR G.H,4, ,12, , ,6,66,0
 TN 05 CF 5272,THANTHONDRI AMMAN KOIL STREET,1, ,9.15, , ,6,67,0
 TN 05 AY 6450,SRP KOIL STREET (NORTH),1,7.35, , , ,6,68,0
  TN 05 AQ 4833,PONVEL PURAM,1,7.3, , , ,6,69,0
 TN 05 CF 5487,VADAMALAI STREET,4,7.45, , , ,6,78,0
TN 04 1357,REDHILLS MAIN ROAD (OPP WIRELESS),1,-,-,12.4, ,7,80,0
TN 02 BU 0478,NRS MAIN ROAD,2, ,02:49 TO 02:54, ,NIGHT,7,83,0
TN 02 BU 0478,VIVEKANADA NAGAR ,4, ,11:45 TO 11:53 , ,DAY,7,83,1
TN 02 BU 0478,RAMAPURAM,1, ,05:22 TO 05:24, ,NIGHT,7,83,2
TN 22 CF 5473,SIDCO NAGAR 1ST MAIN ROAD,4,9.30AM,12.40AM, , ,8,94,0
TN 04 - 6280 ,MTH ROAD (ICF SIGNAL),1, , ,10.50 AM, ,8,95,0
TN 22 CF 5473,NV NAGAR NEAR JJ COMPLEX BACK,2,9.35 AM,12.35 PM, , ,8,99,0
TN04 AY 6892 ,7TH MAIN ROAD TEAS ENCLOVE,1,8.50 AM,12.40 PM, , ,8,100,0
TN 04 AQ 6237,BHARATHI PURAM MAIN STREET ANGANWADI,2,6.50AM, , , ,8,101,0
TN 04 AY 6843,PLAY GROUND STREET,1, ,12.00 PM, , ,8,102,0
TN 04 AD 1184,RAJARATHINAM STREET,1,7.45 AM,11.45 AM, , ,8,103,0
TN 22 BR 9625,P H ROAD NEHRU PARK NEAR LIBARAY,1, ,9.30 A.M,12.40PM, ,8,104,0
TN 04 A3 3506,PERUMAL KOIL GARDEN STREET,1,10.55 PM,1.05.AM, , ,8,105,0
TN 04 AP 9048,MAYOR RAMANATHAN SALAI,2,-,-,01.15PM, ,8,107,0
TN 22 CY 7795,PERIYAR PATHAI LAKSHMI FLAT,2,8.40 AM,10.30 AM, , ,8,108,0
TN 02 BU 0442,KAMARAJAR SALAI,1, ,1.15AM, ,NIGHT,2,19,0
TN02 BU 0497,VELLAMMAL BURIAL GROUND,6,04:40PM, , ,NOON,3,24,0
TN 04 AV 6403 ,MANALI SALAI MAIN ROAD (BURAIL GROUND),3, ,11.40 AM, ,DAY,4,34,0
TN 04 AV 6403 ,MANALI SALAI MAIN ROAD (NOOR HOSPITAL),3, ,11.25 AM, ,DAY,4,34,1
TN 04 AC 6197 ,MUTHAMIL NAGAR 10TH MAIN ROAD,5, ,12.30 PM, ,DAY,4,35,0
TN 04 AY 6472 ,MUTHAMIL NAGAR 5TH MAIN ROAD,2,8.30 AM, , ,DAY,4,35,1
TN 04 AQ 6408 ,ETHIRAJ SAMY SALAI ( INDRA MAHAL ),2, , ,11.40 AM, ,4,36,0
TN 04 AV 6403 ,JJ NAGAR,1, ,12.00NOON, ,DAY,4,37,0
TN 22 CH 8296 ,MEENAMBAL SALAI,1, ,10.40 AM, ,DAY,4,37,1
TN 22 CF 6185 ,EH ROAD ECI SCHOOL (OPP),2, ,11.50 AM, ,DAY,4,38,0
TN 22 CF 6185 ,IOC GOVINDASAMY STREET,1, ,1.20 PM, ,DAY,4,38,1
TN 04 AQ 6408 ,MPM STREET ( RATION SHOP),1, , ,4.10PM,AFTERNOON,4,45,0
TN 22 BR 1249 ,NEHRU NAGAR 1ST MAIN ROAD,2, ,12.10 PM, ,DAY,4,46,0
TN 22 BR 1249 ,SM NAGAR NEHRU NAGAR 1ST STREET,1, ,12.45 PM, ,DAY,4,46,1
TN 04 AQ 1951,SOMU CHETTY STREET,2,7 .35AM,10.45AM,12.30PM, ,5,49,0
TN 04 AD 2874 / TN 22 BR 2976,HUNTERS ROAD (EYE HOSPITAL NEAR),1,7.20AM,10.30AM,12.15PM, ,5,58,0
TN 22 AQ 6261,WALLTAX ROAD (NEAR TRANSFORM ),3,7 .35AM,10.45AM,12.30PM, ,5,59,0
TN 22 AQ 4269,RAJAJI SALAI,6,7 .35AM,10.45AM,12.30PM, ,5,60,0
TN 22 CF 5144,"RUCKMANI SALAI (KALYANI BIRIYANI , EYE HOSPITAL , RAJARATHINAM SPORTS )",6,7.00AM,9.30AM,12.00PM, ,5,61,0
TN 22 CF 6063,METRO WATER OFFICE,1,7 .45AM,11.00AM,12.45PM, ,5,62,0
TN 04 AY 6447,CPM ST (NEAR SADAYATHAMA TEMPLE),1,7 .35AM,10.45AM,12.30PM, ,5,63,0
 TN 04 AY 6457,POOMBHUKAR NAGAR 9TN STREET,2, ,12.5, , ,6,64,0
 TN 05 CH 2354,VILLIVAKKAM MARKET,2, ,12.3, , ,6,65,0
 TN 04 CH 1440,TEMPLE ROAD,5,7.3, , , ,6,66,0
 TN 05 CF 5272,THANTHONDRI AMMAN KOIL STREET,1,7.15, , , ,6,67,0
 TN 05 AY 6450,SRP KOIL STREET (NORTH),1,10.4, , , ,6,68,0
  TN 05 AQ 4833,PONVEL PURAM,1, , ,12.1, ,6,69,0
TN 04 6481,REDHILLS MAIN ROAD (PTR MAHAL),3,-,2.2, , ,7,80,0
TN 02 BU 0478,ONDIVEERAN ST,4, ,01:47 TO 02:00, ,DAY,7,83,0
TN 02 BU 0478,WATER CANAL ROAD,8, ,12:17 TO 12:25, ,DAY,7,83,1
TN 02 BU 0478,STREETALIN STREET,3, ,04:33 TO 04:38, ,NIGHT,7,83,2
TN 22 CF 5473,SIDCO NAGAR 2ND MAIN ROAD,4,8.45AM,12.15AM, , ,8,94,0
TN 04 -6242 ,MUDURA KALYANA MANDAPAM OPP,1,7.20 AM,9.50 AM,12.20 PM, ,8,95,0
TN 22 BR 9698,"PONNI COLONY, BELLY AREA",3,7.40 AM,11.10 AM, , ,8,99,0
TN04 AE 9043 ,7TH MAIN ROAD TNSB,1,10.50 AM, , , ,8,100,0
TN 04 AQ 6237,BHARATHIPURAMMAIN STREETCANAL,1,7.10AM, , , ,8,101,0
TN 04 AY 6843,PULLA AVENUE(SKATING PARK),1,7.00 AM, , , ,8,102,0
TN 04 AP 9042,RAMANATHAN STREET,1,7.20 AM,10.20 AM,12.20AM, ,8,103,0
TN 22 BR 9625,P H ROAD NEHRU PARK TNSCB INSIDE,2, ,9.15 A.M,12.30PM, ,8,104,0
TN 04 A3 3506,PERUMAL KOIL STREET,2,10.45 PM,12.55 AM, , ,8,105,0
TN 04 AP 9048,MC.NICOLAS SALAI,1,-,-,01.10PM, ,8,107,0
TN 22 CY 7795,PERIYAR PATHAI MARKET,2,8.40 AM,10.30 AM, , ,8,108,0
TN 02 BU 0442,KAMARAJAR SALAI,2, ,2.40AM, ,NIGHT,2,19,0
TN02BU 0433,VELLAMMAL BURIAL GROUND,7, ,2.30AM, ,NIGHT,3,24,0
TN 04 AV 6403 ,MANALI SALAI MAIN ROAD (BURAIL GROUND),3,8.50 AM, , ,DAY,4,34,0
TN 04 AV 6403 ,MANALI SALAI MAIN ROAD (NOOR HOSPITAL),3,9.10 AM, , ,DAY,4,34,1
TN 04 AY 6472 ,MUTHAMIL NAGAR 10TH MAIN ROAD,5,10.15 AM, , ,DAY,4,35,0
TN 04 TQ 4743 ,MUTHAMIL NAGAR 6TH MAIN ROAD,1, ,10.00 AM, ,DAY,4,35,1
TN 04 AQ 6408 ,RAJIV GANDHI 1ST STREET,1,8.10 AM, , , ,4,36,0
TN 04 AV 6403 ,JJ NAGAR,2, ,11.45AM, ,DAY,4,37,0
TN 22 CH 8296 ,MEENAMBAL SALAI,3,7.40 AM, , ,DAY,4,37,1
TN 22 CF 6185 ,EH ROAD EP STREET,1, ,11.40 AM, ,DAY,4,38,0
TN 22 CF 6185 ,IOC KVK SAMY STREET,1, ,1.25 PM, ,DAY,4,38,1
TN 04 AQ 6408 ,SANTHI COLONY MAIN ROAD ( BSNL QUATRUS ),2,12.20PM, , ,AFTERNOON,4,45,0
TN 22 BR 1249 ,PALL 1ST STREET,1,8.50 AM, , ,DAY,4,46,0
TN 22 BR 1249 ,SM NAGAR NEHRU NAGAR 3RD STREET,1, ,12.35 PM, ,DAY,4,46,1
TN 04 AQ 1951,THANDAVARAYAN GRAMINI STREET,2,7 .45AM,11.00AM,12.45PM, ,5,49,0
TN 04 AD 2874 / TN 22 BR 2976,HUNTERS ROAD (HOTCHIPS HOTEL OPP),1,7.00AM,9.30AM,12.00PM, ,5,58,0
TN 04 AD 1591,SECOND LANE BEACH,3,7 .35AM,10.45AM,12.30PM, ,5,60,0
TN 22 CF 6138,"SAIT COLONY (AUTO STAND , JAMALUDEEN FLAT )",4,7 .35AM,10.45AM,12.30PM, ,5,61,0
TN 22 CF 6063,N.N NAGAR,1,7 .35AM,10.45AM,12.30PM, ,5,62,0
TN 22 CF 8557,DAMS ROAD (NEAR P.C ),1,7.20AM,10.30AM,12.15PM, ,5,63,0
 TN 04 AY 6457,POOMBHUKAR NAGAR 9TN STREET,2,9.1, , , ,6,64,0
 TN 05 CF 5272,THANTHONDRI AMMAN KOIL STREET,1, , ,11, ,6,67,0
 TN 04 AQ 4874,STATE BANK COLONY,1, , ,11.3, ,6,68,0
 TN 05 AY 6478,RAGAVA STREET,2, , ,12.1, ,6,69,0
TN 04 1357,REDHILLS MAIN ROAD (PTR MAHAL),3,-,-,1.3, ,7,80,0
TN 02 BU 0478,ONDIVEERAN STREET,4, ,04:00 TO 04:15, ,NIGHT,7,83,0
TN 02 BU 0478,YSR ROAD,3, ,01:12 TO 01:17, ,DAY,7,83,1
TN 02 BU 0478,SUBBULAKSHMI NAGAR,4, ,02:28 TO 02:33, ,NIGHT,7,83,2
TN 04 AC 6127,SIVAN KOIL SOUTH MADA STREET(NAER KOVIL),2,7.10 AM,10.55 AM, , ,8,94,0
TN 04 - 6280 ,NEW AVADI ROAD ( NEAR THIRU VENGATEN STREET ),1,7.10 AM, , , ,8,95,0
TN 22 BR 9698,SCHOOL ROAD NEAR SBOA,1,8.25 AM,11.30 AM, , ,8,99,0
TN04 AE 9043 ,AG-BLCOK 3RD STREET,1,10.30 AM, , , ,8,100,0
TN 22 BR 9446,BREWARY ROAD CORPORATION COMPOUND,1,7.00AM, , , ,8,101,0
TN 04 AY 6843,PULLA AVENUE(ZONE OPPOSITE),1,7.10 AM, , , ,8,102,0
TN 04 AY 6858,TAILORS ROAD,2,7.15AM,11.10AM, , ,8,103,0
TN 04 AQ 6251,PANADARAM STREET,1, ,10.30 AM,1.25 PM, ,8,104,0
TN 04 A3 3506,PILLAIYAR KOIL STREET (BAKERY),1,9.00 PM,11.10 PM, , ,8,105,0
TN 04 AD 1184,MC.NICOLAS SALAI(KUSALAMBAL MANDAPAM),1,7.50 AM,10.40AM,12.10 AM, ,8,107,0
TN 04 AQ 6253,RATHINAMMA COLONY,1, , ,11.50 AM, ,8,108,0
TN 02 BU 0442,MMDA 3RD CROSS STREET,3, ,11.50AM, ,DAY,2,19,0
TN 04 AV 6403 ,MANALI SALAI MAIN ROAD (DOWN),2, ,11.55 AM, ,DAY,4,34,0
TN 04 AV 6403 ,PARVATHI NAGAR BUS STAND,3, ,11.00 AM, ,DAY,4,34,1
TN 04 AC 6197 ,MUTHAMIL NAGAR 10TH MAIN ROAD,5,10.30 PM, , ,NIGHT,4,35,0
TN 04 TQ 4743 ,MUTHAMIL NAGAR 8TH BLOCK 196 STREET,1, ,9.30 AM, ,DAY,4,35,1
TN 04 AQ 6408 ,RAJIV GANDHI 1ST STREET,1, , ,12.30 PM, ,4,36,0
TN 04 AV 6403 ,JJ NAGAR NEAR 82ND BLOCK,1, ,11.25AM, ,DAY,4,37,0
TN 22 CH 8296 ,MEENAMBAL SALAI,1,7.30 AM, , ,DAY,4,37,1
TN 22 CF 6185 ,EH ROAD PETROL BUNK,1,6.45 AM, , ,DAY,4,38,0
TN 22 CF 6185 ,IOC LUPEPLANT ROAD,1, ,1.10 PM, ,DAY,4,38,1
TN 22 BR 2956 ,STEPHENSON ROAD (CHURCH),1,7.20AM,10.55AM, ,DAY,4,45,0
TN 04 AY 6403 ,SM NAGAR MAIN ROAD,6, ,12.15 PM, ,NIGHT,4,46,0
TN 04 AQ 1951,THANDAVARAYAN STREET ( AMMA UNAVAGAM NEAR),2,7.20AM,10.30AM,12.15PM, ,5,49,0
TN 22 BR 2976,JERMIAH ROAD (PENDING SCHOOL NEAR ),1,7.20AM,10.30AM,12.15PM, ,5,58,0
TN 04 AD 1591,SEMBU DOSS STREET,2,7.00AM,9.30AM,12.00PM, ,5,60,0
TN 22 CF 6138,"SAMY REDDYPURAM (TIFFEN CENTER , MALLIGA KADAI OPP)",1,7 .35AM,10.45AM,12.30PM, ,5,61,0
TN 22 CF 6063,RITCHIE ST,1,8.00AM,11.15AM,1.15PM, ,5,62,0
TN 22 CF 8557,DAMS ROAD (NEAR VINAYAGA TEMPLE ),1,7.00AM,9.30AM,12.00PM, ,5,63,0
TN 05 CH 2491,REDHILLS MAIN ROAD,3, ,11.35, , ,6,64,0
 TN 04 AQ 4874,STATE BANK COLONY,1,8.1, , , ,6,68,0
 TN 05 AY 6478,RAGAVA STREET,2, ,9.1, , ,6,69,0
TN 04 1357,REDHILLS MAIN ROAD (THIRUMALAI PRIYA NAGAR),1,-,-,1, ,7,80,0
TN 02 BU 0478,OV AZHAGESAN STREET,7, ,05:02 TO 05:13, ,NIGHT,7,83,0
TN 02 BU 0478,THATHAKUPPAM MAIN ROAD,6, ,01:42 TO 01:47, ,NIGHT,7,83,2
TN 04 AC 6127,SIVAN KOIL SOUTH MADA STREET(NAER TRANPFORM),2,7.30 AM,11.00AM, , ,8,94,0
TN 04 - 6280 ,NEW AVADI ROAD (NATHAMUNI SIGNAL),2,7.00 AM, , , ,8,95,0
TN 22 CF 5473,SHANTHI COLONY NEAR JAWAHAR FLOT,2,8.10 AM,11.40 AM, , ,8,99,0
TN04 AY 6892 ,AH BLOCK 1ST STREET,1,9.20AM,12.55 PM, , ,8,100,0
TN 04 AQ 6237,BREWARY ROAD ZONE 8 LORRY STATION SIDE,1,7.16AM, , , ,8,101,0
TN 22 CF 5531,RV NAGAR MAIN ROAD,2,9.30 AM, , , ,8,102,0
TN 04 AY 6858,TAILORS ROAD PARK,4,7.00AM,11.00AM, , ,8,103,0
TN 22 BR 9625,PONAPPA ST NEAR MARKET,1,8.50 AM, ,12.20 PM, ,8,104,0
TN 04 A3 3506,PILLAIYAR KOIL STREET (RAMAMIYA FLATS),1,9.10 PM,11.20 PM, , ,8,105,0
TN 04 AD 1184,MC.NICOLAS SALAI(OLD ZONE OFFICE),1,8.30 AM,-,12.40 AM, ,8,107,0
TN 04 AQ 6253,RATHINAMMAL COLONY,1,7.20 AM, , , ,8,108,0
TN 02 BU 0442,MMDA 3RD CROSS STREET,3, ,2.00AM, ,NIGHT,2,19,0
TN 04 AV 6403 ,MANALI SALAI MAIN ROAD (DOWN),2,8.25 AM, , ,DAY,4,34,0
TN 04 AV 6403 ,PARVATHI NAGAR BUS STAND,3,9.35 AM, , ,DAY,4,34,1
TN 04 TQ 4743 ,MUTHAMIL NAGAR 2ND BLOCK 50TH STREET,2, ,10.45 AM, ,DAY,4,35,0
TN 04 TQ 4743 ,MUTHAMIL NAGAR 8TH BLOCK 210 STREET,5, , ,12.50 PM,DAY,4,35,1
TN 04 AQ 6408 ,RAJIV GANDHI 2ND STREET,1,8.20 AM, , , ,4,36,0
TN 04 AV 6403 ,JJ NAGAR NEAR EB PILLAR,1, ,11.35AM, ,DAY,4,37,0
TN 22 CH 8296 ,MEENAMBAL SALAI,3, ,10.10 AM, ,DAY,4,37,1
TN 22 CF 5613 ,EH ROAD PETROL BUNK,1,9.30 PM, , ,NIGHT,4,38,0
TN 22 CF 6185 ,IOC TAMILAR NAGAR STREET,1, ,1.30 PM, ,DAY,4,38,1
TN 04 AQ 6408 ,STEPHENSON ROAD (CHURCH),1, , ,2.55PM,AFTERNOON,4,45,0
TN 22 BR 1249 ,SM NAGAR MAIN ROAD 20TH BLOCK,1,10.10 AM, , ,DAY,4,46,0
TN 04 AQ 1951,WEST KALMANDAPAM ROAD ( COTTON CITY),2,7.20AM,10.30AM,12.15PM, ,5,49,0
TN 22 BR 2976,JERMIAH ROAD (POLICE STATION OPP),2,7.00AM,9.30AM,12.00PM, ,5,58,0
TN 04 AD 1591,THAMBU CHETTY STREET,6,7 .35AM,10.45AM,12.30PM, ,5,60,0
TN 22 CF 6138,SANTHOSH NAGAR (JAIN KOIL OPP),1,7 .35AM,10.45AM,12.30PM, ,5,61,0
TN 22 CF 6063,SAMI NAICKEN ST (JUNCTION OF GURUVAPPA ST ),2,7 .45AM,11.00AM,12.45PM, ,5,62,0
TN 22 CF 8557,ELLAPPAN STREET,2,7.20AM,10.30AM,12.15PM, ,5,63,0
TN 05 CH 2491,REDHILLS MAIN ROAD,3,8.45, , , ,6,64,0
 TN 05 AY 6450,T.V.KA NAGAR MAIN,1,8.55, , , ,6,68,0
 TN 05 AY 6478,RAGHAVA STREET NEAR  HOSPITAL,2, , ,12.3, ,6,69,0
TN 04 6481,REDHILLS MAIN ROAD (THIRUMALAI PRIYA NAGAR),1,-,1.5, , ,7,80,0
TN 02 BU 0478,PERUMAL KOVIL STREET,2, ,01:07 TO 01:10, ,DAY,7,83,0
TN 02 BU 0478,TNHB 38TH STREET,2, ,03:45 TO 03:55, ,NIGHT,7,83,2
TN 04 AC 6127,SIVAN KOIL WEST MADA STREET,2,7. AM,10.45AM, , ,8,94,0
TN 04 - 6280 ,NEW AVADI ROAD NADHAMUNI SIGNAL,2, , ,12.00 PM, ,8,95,0
TN 22 CF 5473,TV NAGAR NEAR 100FT ROAD,2,9.50 AM,12.45 PM, , ,8,99,0
TN04 AY 6892 ,AH- BLOCK 3TH STREET,1,9.25AM,1:00 PM, , ,8,100,0
TN 04 AQ 6237,CRESENT ROAD LOCATION MLA OFFICE,1, ,10.00AM, , ,8,101,0
TN 04 AQ 4740,SENGALVARAYAN STREET,1,8.00 AM,10.15 AM,12.25 PM, ,8,102,0
TN 04 AP 9042,TB CHATHIRAM 14TH STREET,1,8.55 AM,10.55 AM,12.50AM, ,8,103,0
TN 04 AQ 6251,PONNAN STREET,1,8.50 AM, ,12.20 PM, ,8,104,0
TN 04 AQ 6239,RANI ANNA NAGAR (KALAINGAR STREET),1,7.20 AM, ,11.50 AM, ,8,105,0
TN 04 AD 1184,NOWRAJI ROAD,1,8.10 AM,11.30AM,12.20 AM, ,8,107,0
TN 04 AQ 6253,SHIVANANTHA SALAI,1,8.00 AM, , , ,8,108,0
TN 02 BU 0442,MMDA 5TH CROSS STREET,2, ,12.30PM, ,DAY,2,19,0
TN 04 AV 6403 ,MANALI SALAI MAIN ROAD (EVEREST BAKERY),1,9.20 AM, , ,DAY,4,34,0
TN 04 AY 7304 ,RAVI GARDEN,1, ,10.35 AM, ,DAY,4,34,1
TN 04 AY 6472 ,MUTHAMIL NAGAR 5TH MAIN ROAD,2,8.30 AM, , ,DAY,4,35,0
TN 04 TQ 4743 ,MUTHAMIL NAGAR 8TH BLOCK 210 STREET,5,8.30 AM, , ,DAY,4,35,1
TN 04 AQ 6408 ,RAJIV GANDHI 2ND STREET,1, , ,12.40 PM, ,4,36,0
TN 04 AV 6403 ,JJ NAGAR NEAR NEW TNSCB BUILDING,1, ,11.30AM, ,DAY,4,37,0
TN 04 AV 6403 ,MGR NAGAR NEAR MERCURI SCHOOL,2, ,11.15AM, ,DAY,4,37,1
TN 04 AQ 4288 ,ELLAYA STREET KCS COLLAGE,2,7.30 AM, , ,DAY,4,38,0
TN 22 CF 6185 ,IOC VALLUVAN STREET,1, ,1.15 PM, ,DAY,4,38,1
TN 04 AQ 6408 ,SUNDARAM MAIN ROAD (DON BOSCO SCHOOL),3, ,1.35PM, ,AFTERNOON,4,45,0
TN 22 BR 1249 ,SM NAGAR MAIN ROAD PARK,3, ,12.25 PM, ,DAY,4,46,0
TN 04 AQ 1951,WEST KALMANDAPAM ROAD ( E-TOILET),1,8.00AM,11.15AM,1.15PM, ,5,49,0
TN 22 BR 2976,JOTHI VENKATACHALAM ST (POLICE COMMISSIONER OFFICE BACK SIDE ),1,7 .45AM,11.00AM,12.45PM, ,5,58,0
TN 04 AD1553,VENKATA MAISTRY STREET,2,7 .45AM,11.00AM,12.45PM, ,5,60,0
TN 22 CF 6138,SULAIMAN JEGARIYA COLONY,1,7 .45AM,11.00AM,12.45PM, ,5,61,0
TN 22 CF 6063,SAMI NAICKEN ST (MAYURA BACKERY OPP ),2,8.00AM,11.15AM,1.15PM, ,5,62,0
TN 22 CF 8557,G.P ROAD (LIC BACK SIDE ),2,7.00AM,9.30AM,12.00PM, ,5,63,0
TN 05 CH 2491,REDHILLS MAIN ROAD,1, ,12.4, , ,6,64,0
 TN 05 AY 6450,T.V.KA NAGAR MAIN,1,12.1, , , ,6,68,0
 TN 05 AY 6478,RAGHAVA STREET NEAR  HOSPITAL,2, ,9.3, , ,6,69,0
 TN 04 AP 9038,THIRUMALAI PRIYA NAGAR,1,8.1,-,-, ,7,80,0
TN 02 BU 0478,PERUMAL KOVIL STREET,2, ,02:57 TO 03:01, ,NIGHT,7,83,0
TN 02 BU 0478,TNHB 49TH STREET,2, ,03:22 TO 03:25, ,NIGHT,7,83,2
TN 22 CF 5473,SOUTH JAGANATHAN NAGAR,4,9.10AM,12.30AM, , ,8,94,0
TN 04 -6242 ,REDDY STREET OPP,1,7.50 AM,10.30 AM,12.50 PM, ,8,95,0
TN 22 BR 9698,W BLOCK NEAR EAST GATE ROAD,1,8.30 AM,11.35 AM, , ,8,99,0
TN04 AY 6892 ,AH- BLOCK 4TH STREET,1,9.30AM,1:05 PM, , ,8,100,0
TN 22 BR 9446,I BLOCK 1ST MAIN ROAD K BLOCK 17TH STREET OPPOSITE,2,8.20AM,11.20AM, , ,8,101,0
TN 04 AQ 4740,TP CHATHIRAM,6,9.00 AM,10.40 AM,12.40 PM, ,8,102,0
TN 04 AP 9042,TB CHATHIRAM 5TH STREET,2,8.45 AM,10.45 AM,12.35AM, ,8,103,0
TN 04 AQ 6251,POTTERS STREET,1,7.15 AM, ,11.15 AM, ,8,104,0
TN 04 AQ 6239,RANI ANNA NAGAR (NEW NATARAJA PURAM),1,7.30 AM, ,12.10 PM, ,8,105,0
TN 04 AD 1184,NOWRAJI ROAD ( WEST),2,8.15 AM,11.45AM,12.30 AM, ,8,107,0
TN 22 CY 7795,SIDCO MMDA BUS DEPO,2,7.30 AM,9.40 AM, , ,8,108,0
TN 02 BU 0442,MMDA 5TH CROSS STREET,2, ,3.05AM, ,NIGHT,2,19,0
TN 04 AV 6403 ,MANALI SALAI MAIN ROAD (EVEREST BAKERY),1, ,11.15 AM, ,DAY,4,34,0
TN 04 AY 7304 ,RIZWAN ROAD (PC NEAR),1, ,11.00 AM, ,DAY,4,34,1
TN 04 TQ 4743 ,MUTHAMIL NAGAR 6TH MAIN ROAD,1, ,10.00 AM, ,DAY,4,35,0
TN 04 AY 6472 ,MUTHAMIL NAGAR 8TH MAIN ROAD,1,9.00 AM, , ,DAY,4,35,1
TN 04 AQ 6408 ,RAJIV GANDHI NAGAR MAIN ROAD,1,7.40 AM, , , ,4,36,0
TN 22 CH 8296 ,MEENAMBAL SALAI,3, ,10.10 AM, ,DAY,4,37,0
TN 04 AV 6403 ,NORTH AVANUE ROAD NEAR 4TH MAIN ROAD,1,9.00AM, , ,DAY,4,37,1
TN 22 CF 6185 ,ELLAYA STREET PRINCE VILLAGE 1,4,8.15 AM, , ,DAY,4,38,0
TN 04 AQ 4288 ,NAVALAR NAGAR TENAMENTS,2, ,10.30 AM, ,DAY,4,38,1
TN 04 AQ 6408 ,VYASAR NAGAR MAIN ROAD ,2,12.00PM, , ,AFTERNOON,4,45,0
TN 22 BR 1249 ,SM NAGAR MALLIGAI POO COLONY,1, ,1.00 PM, ,DAY,4,46,0
TN 22 BR 2976,JOTHI VENKATACHALAM ST (STRINGER ST JUNCTION ),1,8.00AM,11.15AM,1.15PM, ,5,58,0
TN 22 CF 5144,TAMIL SALAI (TAMIL EZHILAGAM),2,8.00AM,11.15AM,1.15PM, ,5,61,0
TN 22 CF 6063,SAMI NAICKEN ST (SBI OPP),1,7.00AM,9.30AM,12.00PM, ,5,62,0
TN 22 CF 8557,G.P ROAD (NEAR CONGRESS OFFICE ),1,7 .35AM,10.45AM,12.30PM, ,5,63,0
TN 05 CH 2491,REDHILLS MAIN ROAD,1,7.4, , , ,6,64,0
 TN 05 AY 6450,T.V.KA NAGAR MAIN,1,9.1, , , ,6,68,0
  TN 05 AQ 4833,VASANTHA GARDEN MAIN ROAD,3,8.2, , , ,6,69,0
TN 02 BU 0478,RAIL VIHAR,2, ,04:40 TO 04:45, ,NIGHT,7,83,0
TN 02 BU 0478,TNHB 57TH STREET,2, ,03:17 TO 03:20, ,NIGHT,7,83,2
TN 04 - 6280 ,REETY STREET OPPSIT,1, , ,11.45 AM, ,8,95,0
TN04 AE 9043 ,AH-BLOCK 1ST STREET,1,9.35 AM, , , ,8,100,0
TN 22 BR 9446,KAMARAJ STREET ( THIRU VI KA SCHOOL),1,7.05AM,12.38PM, , ,8,101,0
TN 22 CF 5531,VOC NAGAR,2,8.30 AM, , , ,8,102,0
TN 04 AP 9042,TEMBLE STREET,1,7.00 AM,10.00 AM,12.00AM, ,8,103,0
TN 22 BR 9625,PULLA PURAM,2, ,10.00 AM,1.00PM, ,8,104,0
TN 04 6855 ,RAZACK GARDEN MAIN ROAD (PERUMAL KOIL ),1,7.00 AM,9.40 AM, , ,8,105,0
TN 04 AQ 4837,P.C.HOSTEL ROAD,5,-,10.40 AM,-, ,8,107,0
TN 22 CY 7795,SIDCO MMDA COLONY,2,7.30 AM,9.40 AM, , ,8,108,0
TN 04 AV 6403 ,MANALI SALAI MAIN ROAD (NOOR HOSPITAL),3,9.10 AM, , ,DAY,4,34,0
TN 04 AY 7304 ,RIZWAN ROAD (PC NEAR),1,7.30 AM, , ,DAY,4,34,1
TN 04 TQ 4743 ,MUTHAMIL NAGAR 8TH BLOCK 196 STREET,1, ,9.30 AM, ,DAY,4,35,0
TN 04 AC 6197 ,SIDCO 3RD MAIN ROAD,2,10.00 AM, , ,DAY,4,35,1
TN 04 AQ 6408 ,RAJIV GANDHI NAGAR MAIN ROAD,1, , ,12.00 NOON, ,4,36,0
TN 22 CH 8296 ,MEENAMBAL SALAI,1, ,10.40 AM, ,DAY,4,37,0
