Date,Rice,Wheat,Atta (Wheat),Gram Dal,Tur/Arhar Dal,Urad Dal,Moong Dal,Masoor Dal,Sugar,Milk @,Groundnut Oil (Packed),Mustard Oil (Packed),Vanaspati (Packed),Soya Oil (Packed),Sunflower Oil (Packed),Palm Oil (Packed),Gur,Tea Loose,Salt Pack (Iodised),Potato,Onion,Tomato,Centre
2009-01-01,22.0,13.0,14.05,35.4,49.9,46.0,45.15,61.25,22.25,21.0,109.75,77.0,54.8,76.0,88.0,,,143.95,11.0,8.05,21.3,34.0,DELHI
2009-02-01,22.0,13.0,15.0,35.0,51.4,46.0,45.5,62.0,24.9,21.0,104.15,74.45,52.65,76.0,88.0,,,143.1,11.0,6.0,18.25,34.0,DELHI
2009-03-01,21.5,13.2,15.0,34.2,53.75,45.1,45.75,54.4,24.6,21.0,101.75,67.8,51.35,65.9,83.5,,,141.0,11.0,7.6,17.55,17.9,DELHI
2009-04-01,20.0,13.722222222222221,15.0,34.388888888888886,56.111111111111114,50.833333333333336,51.44444444444444,55.111111111111114,26.666666666666668,21.0,105.77777777777777,66.66666666666667,53.05555555555556,60.0,72.33333333333333,,,139.11111111111111,11.0,10.444444444444445,13.11111111111111,10.666666666666666,DELHI
2009-05-01,20.0,13.9,15.0,34.25,59.9,55.8,56.85,58.1,27.1,21.0,109.0,70.2,55.45,60.9,72.0,,,143.55,11.7,11.05,11.5,11.0,DELHI
2009-06-01,20.0,13.590909090909092,14.818181818181818,34.45454545454545,61.95454545454545,55.0,55.63636363636363,57.59090909090909,27.318181818181817,21.0,107.5,67.5,56.22727272727273,67.72727272727273,81.63636363636364,,,144.45454545454547,12.0,13.909090909090908,12.954545454545455,14.409090909090908,DELHI
2009-07-01,20.17391304347826,13.0,14.956521739130435,36.52173913043478,77.73913043478261,57.73913043478261,59.91304347826087,62.08695652173913,27.26086956521739,21.0,106.91304347826087,66.17391304347827,54.91304347826087,60.21739130434783,68.43478260869566,,,143.7391304347826,12.0,17.434782608695652,14.347826086956522,27.347826086956523,DELHI
2009-08-01,20.25,13.0,14.95,38.9,83.05,60.45,61.75,68.05,30.15,21.0,109.3,69.35,58.4,56.0,65.0,,,142.95,12.0,17.95,14.65,26.5,DELHI
2009-09-01,21.75,13.0,15.0,37.95,82.2,60.25,63.1,65.9,33.15,21.0,110.9,68.3,60.1,56.0,65.0,,,142.85,12.0,19.85,15.25,20.15,DELHI
2009-10-01,22.095238095238095,13.285714285714286,15.333333333333334,37.333333333333336,82.95238095238095,63.333333333333336,70.47619047619048,67.33333333333333,33.0,21.0,101.66666666666667,61.23809523809524,51.714285714285715,53.42857142857143,65.0,,,154.0,12.0,23.428571428571427,25.095238095238095,16.666666666666668,DELHI
2009-11-01,22.3,14.9,17.55,39.7,89.85,75.0,80.9,69.65,38.0,21.9,107.75,64.85,53.7,55.05,66.05,,,154.45,12.0,21.2,24.8,21.1,DELHI
2009-12-01,23.0,15.142857142857142,18.0,39.666666666666664,89.76190476190476,76.14285714285714,82.23809523809524,66.61904761904762,37.904761904761905,22.0,111.57142857142857,69.80952380952381,56.19047619047619,61.80952380952381,72.14285714285714,,,156.14285714285714,12.0,13.904761904761905,21.761904761904763,22.952380952380953,DELHI
2010-01-01,23.0,15.238095238095237,18.0,38.857142857142854,87.47619047619048,73.95238095238095,81.95238095238095,63.76190476190476,44.04761904761905,22.0,112.57142857142857,71.0,56.23809523809524,58.57142857142857,68.57142857142857,,,156.14285714285714,12.0,10.476190476190476,23.571428571428573,19.523809523809526,DELHI
2010-02-01,23.0,15.45,17.45,37.0,77.65,70.3,79.75,60.15,43.0,22.0,111.4,69.7,56.6,57.05,66.8,,,158.7,12.0,9.0,23.15,17.0,DELHI
2010-03-01,23.0,15.095238095238095,17.19047619047619,34.38095238095238,68.47619047619048,64.71428571428571,76.19047619047619,56.38095238095238,36.857142857142854,22.333333333333332,114.52380952380952,67.47619047619048,55.523809523809526,59.142857142857146,69.57142857142857,,,156.8095238095238,12.0,8.523809523809524,17.38095238095238,16.38095238095238,DELHI
2010-04-01,23.2,13.75,16.0,34.0,73.9,67.45,86.8,59.6,33.5,23.0,111.1,66.0,55.15,60.3,72.4,,,156.2,12.0,8.95,14.5,15.15,DELHI
2010-05-01,22.3,13.0,15.0,33.5,70.5,66.7,85.0,56.2,32.9,23.0,110.0,65.95,55.0,59.9,72.5,,,150.15,12.0,9.85,11.55,13.8,DELHI
2010-06-01,22.0,13.5,15.454545454545455,34.0,71.54545454545455,70.81818181818181,87.77272727272727,56.72727272727273,31.181818181818183,23.0,110.81818181818181,65.77272727272727,55.0,58.13636363636363,70.13636363636364,,,149.04545454545453,12.0,11.636363636363637,11.136363636363637,18.272727272727273,DELHI
2010-07-01,22.0,14.0,16.0,34.27272727272727,71.68181818181819,73.54545454545455,85.0909090909091,55.59090909090909,30.863636363636363,23.772727272727273,112.81818181818181,67.0,55.59090909090909,61.18181818181818,74.0909090909091,,,148.4090909090909,12.0,12.409090909090908,13.818181818181818,39.09090909090909,DELHI
2010-08-01,22.181818181818183,14.0,16.0,34.68181818181818,70.9090909090909,73.04545454545455,82.5909090909091,54.45454545454545,30.681818181818183,24.0,117.81818181818181,69.04545454545455,58.95454545454545,65.0909090909091,78.0909090909091,,,147.72727272727272,12.0,11.318181818181818,15.318181818181818,31.045454545454547,DELHI
2010-09-01,22.761904761904763,14.0,16.0,35.0,70.0,72.14285714285714,77.0952380952381,54.0,31.0,24.0,121.85714285714286,70.0952380952381,61.095238095238095,66.0,79.0,,37.78947368421053,147.95238095238096,12.0,13.666666666666666,21.904761904761905,34.19047619047619,DELHI
2010-10-01,22.4,14.0,16.0,35.0,69.15,72.4,73.9,54.2,31.0,24.0,122.0,69.6,60.8,66.0,79.0,,38.3,148.0,12.0,15.95,25.5,26.65,DELHI
2010-11-01,23.0,14.0,16.0,35.0,68.8,77.95,74.4,54.1,31.15,24.0,122.4,69.55,65.8,70.75,90.15,,34.1,148.0,12.0,15.9,28.45,15.75,DELHI
2010-12-01,23.0,14.0,16.0,35.0,69.0,70.22727272727273,70.4090909090909,53.63636363636363,33.0,24.454545454545453,130.0,72.22727272727273,70.5,76.81818181818181,107.0,,31.272727272727273,149.0,12.318181818181818,11.181818181818182,41.68181818181818,21.363636363636363,DELHI
2011-01-01,23.0,15.052631578947368,17.0,35.0,68.84210526315789,68.0,67.78947368421052,54.1578947368421,33.526315789473685,25.0,133.8421052631579,78.10526315789474,75.52631578947368,81.84210526315789,109.57894736842105,,31.31578947368421,149.0,13.0,8.631578947368421,48.94736842105263,32.89473684210526,DELHI
2011-02-01,23.210526315789473,16.0,17.0,37.68421052631579,72.73684210526316,73.73684210526316,71.84210526315789,54.68421052631579,33.0,25.0,132.0,78.78947368421052,77.0,80.6842105263158,95.6842105263158,,30.210526315789473,149.6315789473684,13.68421052631579,7.7368421052631575,19.94736842105263,15.68421052631579,DELHI
2011-03-01,23.0,16.0,17.0,39.0,72.36363636363636,73.22727272727273,72.5,54.36363636363637,32.45454545454545,25.0,128.27272727272728,78.0,77.0,79.0,93.0,,30.0,150.0,14.0,8.909090909090908,14.590909090909092,16.863636363636363,DELHI
2011-04-01,23.22222222222222,16.0,17.0,38.72222222222222,71.11111111111111,73.77777777777777,72.66666666666667,54.0,32.0,25.0,127.38888888888889,78.11111111111111,77.33333333333333,80.0,93.0,,30.5,151.61111111111111,14.0,9.666666666666666,11.88888888888889,19.5,DELHI
2011-05-01,23.0,15.095238095238095,16.523809523809526,37.523809523809526,71.0,72.66666666666667,73.28571428571429,54.04761904761905,32.0,25.857142857142858,126.0,76.76190476190476,76.52380952380952,81.0,93.0,,33.095238095238095,151.85714285714286,14.0,9.761904761904763,10.857142857142858,11.571428571428571,DELHI
2011-06-01,23.0,15.0,16.0,37.45454545454545,69.81818181818181,71.31818181818181,71.68181818181819,52.04545454545455,32.0,27.0,126.86363636363636,77.27272727272727,76.13636363636364,82.36363636363636,93.0,,35.13636363636363,152.36363636363637,14.0,12.272727272727273,10.954545454545455,13.363636363636363,DELHI
2011-07-01,23.0,15.0,16.0,37.95238095238095,69.23809523809524,70.66666666666667,71.28571428571429,52.61904761904762,32.333333333333336,27.0,128.0,79.19047619047619,76.95238095238095,83.0,93.0,,34.904761904761905,153.38095238095238,14.0,14.333333333333334,14.80952380952381,25.714285714285715,DELHI
2011-08-01,23.6,15.0,16.1,42.0,70.5,74.4,74.1,54.25,32.55,27.0,127.95,78.15,77.75,83.0,93.0,,35.45,158.95,14.0,15.9,18.45,19.2,DELHI
2011-09-01,24.0,15.0,16.318181818181817,49.72727272727273,71.5909090909091,76.72727272727273,74.9090909090909,55.63636363636363,33.0,28.363636363636363,129.4090909090909,81.27272727272727,78.45454545454545,85.5909090909091,101.0909090909091,,37.81818181818182,163.45454545454547,14.0,16.454545454545453,22.90909090909091,22.454545454545453,DELHI
2011-10-01,24.0,15.0,16.333333333333332,55.166666666666664,73.44444444444444,75.05555555555556,73.77777777777777,54.55555555555556,33.333333333333336,29.0,127.0,84.27777777777777,73.94444444444444,82.22222222222223,100.77777777777777,,40.0,164.05555555555554,14.0,17.055555555555557,22.77777777777778,34.44444444444444,DELHI
2011-11-01,24.0,15.05,17.0,55.95,74.05,74.7,74.35,54.45,34.2,29.0,134.8,83.55,77.85,86.8,106.5,,37.15,163.25,14.0,15.55,20.25,24.95,DELHI
2011-12-01,23.857142857142858,15.047619047619047,17.0,54.23809523809524,73.19047619047619,75.0952380952381,73.52380952380952,54.61904761904762,35.285714285714285,29.0,135.95238095238096,86.57142857142857,78.33333333333333,88.0,108.95238095238095,,32.523809523809526,164.52380952380952,14.0,8.952380952380953,14.619047619047619,12.285714285714286,DELHI
2012-01-01,24.0,16.0,17.0,51.0,69.71428571428571,72.28571428571429,70.0,53.333333333333336,34.666666666666664,29.0,140.33333333333334,92.0952380952381,77.0,94.0,110.0,,33.714285714285715,165.23809523809524,14.0,7.714285714285714,14.142857142857142,15.0,DELHI
2012-02-01,23.9,16.0,17.0,49.95,68.1,70.85,69.05,52.25,34.0,29.0,141.5,91.7,77.25,94.3,109.1,,33.9,163.65,14.0,8.25,13.5,16.05,DELHI
2012-03-01,24.0,16.0,17.0,49.142857142857146,69.28571428571429,67.85714285714286,68.28571428571429,49.285714285714285,33.42857142857143,29.0,137.71428571428572,93.38095238095238,78.23809523809524,88.0,101.0,,34.95238095238095,163.66666666666666,14.0,11.0,14.857142857142858,22.0,DELHI
2012-04-01,24.571428571428573,16.0,17.071428571428573,50.285714285714285,69.85714285714286,68.5,68.85714285714286,50.714285714285715,33.92857142857143,29.0,160.28571428571428,103.35714285714286,85.07142857142857,93.35714285714286,107.78571428571429,,37.214285714285715,165.64285714285714,14.428571428571429,15.857142857142858,14.714285714285714,29.0,DELHI
2012-05-01,25.227272727272727,16.0,17.0,55.54545454545455,70.5909090909091,69.54545454545455,69.5909090909091,53.63636363636363,35.0,29.0,172.3181818181818,110.0909090909091,87.54545454545455,94.0,108.0,,38.81818181818182,174.86363636363637,16.0,17.181818181818183,13.5,21.227272727272727,DELHI
2012-06-01,24.571428571428573,15.380952380952381,17.047619047619047,61.523809523809526,69.80952380952381,66.23809523809524,68.04761904761905,54.0,34.904761904761905,29.0,167.0,102.28571428571429,85.33333333333333,92.85714285714286,106.28571428571429,,39.142857142857146,173.76190476190476,16.0,17.095238095238095,12.380952380952381,16.714285714285715,DELHI
2012-07-01,24.38095238095238,15.0,17.0,61.04761904761905,71.28571428571429,65.52380952380952,69.0,58.523809523809526,35.714285714285715,29.0,166.0952380952381,101.57142857142857,85.38095238095238,92.85714285714286,105.57142857142857,,40.333333333333336,172.47619047619048,16.0,20.0,15.047619047619047,36.666666666666664,DELHI
2012-08-01,24.842105263157894,16.68421052631579,17.94736842105263,68.94736842105263,77.63157894736842,73.3157894736842,74.78947368421052,63.05263157894737,39.31578947368421,29.0,166.0,103.3157894736842,87.63157894736842,95.0,107.0,,42.68421052631579,174.26315789473685,16.0,21.31578947368421,16.210526315789473,29.63157894736842,DELHI
2012-09-01,25.894736842105264,19.0,20.0,70.10526315789474,82.47368421052632,74.0,75.21052631578948,64.84210526315789,40.36842105263158,29.68421052631579,165.57894736842104,105.89473684210526,87.52631578947368,95.42105263157895,107.0,,41.1578947368421,176.6315789473684,16.0,19.94736842105263,15.263157894736842,23.894736842105264,DELHI
2012-10-01,26.736842105263158,18.210526315789473,19.210526315789473,71.78947368421052,82.73684210526316,73.73684210526316,75.0,66.0,41.0,30.0,163.8421052631579,105.63157894736842,84.15789473684211,95.10526315789474,106.6842105263158,,40.31578947368421,182.47368421052633,16.0,18.36842105263158,16.526315789473685,20.42105263157895,DELHI
2012-11-01,25.68421052631579,19.0,20.210526315789473,71.78947368421052,80.63157894736842,72.42105263157895,75.52631578947368,62.10526315789474,39.68421052631579,30.0,159.05263157894737,105.89473684210526,77.3157894736842,94.0,106.0,,39.63157894736842,187.21052631578948,16.0,17.42105263157895,20.157894736842106,18.105263157894736,DELHI
2012-12-01,25.75,19.0,20.2,73.5,80.95,72.95,79.5,61.25,39.75,30.0,161.8,109.3,77.55,96.4,107.6,,37.55,189.9,16.0,14.5,20.8,15.05,DELHI
2013-01-01,25.857142857142858,19.0,20.0,70.0,78.9047619047619,69.42857142857143,78.57142857142857,60.142857142857146,37.80952380952381,30.0,158.61904761904762,108.52380952380952,76.14285714285714,97.0,108.0,,37.095238095238095,197.42857142857142,16.0,10.904761904761905,23.714285714285715,14.380952380952381,DELHI
2013-02-01,26.3,19.0,20.0,63.95,77.95,67.65,80.45,59.5,38.0,30.0,156.7,109.1,75.75,96.3,106.6,,37.85,204.1,16.0,12.1,27.15,16.35,DELHI
2013-03-01,27.473684210526315,19.0,20.0,56.26315789473684,78.36842105263158,66.52631578947368,80.6842105263158,58.21052631578947,37.10526315789474,30.0,158.52631578947367,108.52631578947368,75.63157894736842,96.0,106.0,,38.473684210526315,209.1578947368421,16.0,12.31578947368421,21.63157894736842,23.42105263157895,DELHI
2013-04-01,28.0,18.9,19.95,57.5,79.5,66.25,81.8,58.9,37.0,30.0,160.15,106.7,75.3,96.4,106.7,,39.3,208.9,16.0,13.65,19.7,20.6,DELHI
2013-05-01,27.73913043478261,17.26086956521739,19.217391304347824,57.47826086956522,80.34782608695652,67.0,84.34782608695652,63.56521739130435,37.0,30.434782608695652,163.52173913043478,103.52173913043478,76.34782608695652,95.0,106.0,,40.65217391304348,211.3913043478261,16.0,16.434782608695652,16.47826086956522,22.782608695652176,DELHI
2013-06-01,27.85,17.55,20.0,56.1,77.7,68.25,83.3,64.45,37.0,32.0,162.45,100.2,76.0,95.0,106.0,,41.65,211.2,16.0,19.35,20.5,25.4,DELHI
2013-07-01,27.82608695652174,18.0,20.0,53.65217391304348,76.04347826086956,68.82608695652173,82.1304347826087,66.91304347826087,36.43478260869565,32.0,163.34782608695653,99.0,76.56521739130434,95.0,106.0,,41.82608695652174,210.65217391304347,16.0,21.26086956521739,32.130434782608695,56.21739130434783,DELHI
2013-08-01,27.066666666666666,18.0,20.0,53.266666666666666,70.66666666666667,68.13333333333334,80.2,65.73333333333333,36.0,32.0,166.26666666666668,99.0,77.26666666666667,95.0,106.0,,41.8,205.26666666666668,16.0,20.2,55.06666666666667,39.733333333333334,DELHI
2013-09-01,28.0,18.0,20.0,53.857142857142854,70.80952380952381,66.57142857142857,78.80952380952381,64.38095238095238,35.23809523809524,32.0,167.0,99.80952380952381,78.0,95.0,106.0,,40.76190476190476,205.57142857142858,16.0,21.428571428571427,61.142857142857146,38.80952380952381,DELHI
2013-10-01,26.473684210526315,18.0,20.0,52.05263157894737,73.3157894736842,66.0,77.0,64.78947368421052,35.68421052631579,32.63157894736842,167.52631578947367,100.3157894736842,79.05263157894737,95.42105263157895,106.0,,40.73684210526316,206.0,16.0,25.736842105263158,66.21052631578948,37.94736842105263,DELHI
2013-11-01,26.45,18.0,20.4,52.0,73.0,66.0,77.45,65.0,36.0,34.0,169.0,101.0,80.2,96.0,106.0,,39.45,207.6,16.0,29.55,58.4,55.65,DELHI
2013-12-01,27.5,18.0,21.0,51.4,74.5,65.4,78.0,65.0,36.0,34.0,169.0,101.95,81.95,96.0,106.0,,37.1,208.0,16.95,20.25,33.05,34.75,DELHI
2014-01-01,28.0,18.0,21.0,50.5,75.5,65.0,79.0,64.2,36.0,34.0,168.4,102.25,82.5,96.0,106.0,,36.0,209.25,17.0,18.75,25.0,26.25,DELHI
2014-02-01,28.95,18.0,21.0,50.0,75.0,65.0,80.5,64.2,35.95,36.0,166.5,102.5,84.0,96.0,106.0,,36.0,211.0,17.0,17.15,23.05,21.2,DELHI
2014-03-01,27.8,18.0,20.3,49.15,74.3,68.95,86.65,65.45,35.15,36.0,159.95,102.0,84.6,96.0,106.0,,36.3,212.75,17.0,18.55,20.85,20.0,DELHI
2014-04-01,27.666666666666668,18.88888888888889,20.444444444444443,49.44444444444444,74.44444444444444,70.44444444444444,96.77777777777777,66.5,36.166666666666664,36.0,158.27777777777777,102.0,86.22222222222223,96.0,106.0,,37.888888888888886,215.0,17.0,22.055555555555557,21.38888888888889,24.444444444444443,DELHI
2014-05-01,29.0,20.0,21.0,50.0,74.71428571428571,71.0,103.66666666666667,68.95238095238095,37.142857142857146,36.285714285714285,164.71428571428572,101.80952380952381,87.0,96.0,106.0,,38.95238095238095,215.0,17.0,23.857142857142858,23.238095238095237,17.523809523809526,DELHI
2014-06-01,29.333333333333332,19.523809523809526,21.0,48.904761904761905,72.80952380952381,73.95238095238095,94.28571428571429,68.71428571428571,38.04761904761905,38.0,157.76190476190476,101.61904761904762,82.80952380952381,96.0,106.0,,39.95238095238095,202.23809523809524,17.0,24.047619047619047,22.80952380952381,15.285714285714286,DELHI
2014-07-01,29.59090909090909,19.181818181818183,21.09090909090909,49.36363636363637,74.04545454545455,76.95454545454545,90.5909090909091,72.4090909090909,37.13636363636363,38.0,155.54545454545453,105.77272727272727,86.4090909090909,96.0,106.0,,42.40909090909091,196.1818181818182,17.0,27.772727272727273,33.09090909090909,38.90909090909091,DELHI
2014-08-01,29.894736842105264,20.05263157894737,22.473684210526315,49.31578947368421,76.05263157894737,82.47368421052632,90.52631578947368,76.6842105263158,37.1578947368421,38.0,154.89473684210526,105.94736842105263,84.0,86.21052631578948,103.36842105263158,,44.578947368421055,189.31578947368422,17.0,29.526315789473685,31.157894736842106,58.26315789473684,DELHI
2014-09-01,30.863636363636363,19.636363636363637,21.545454545454547,49.09090909090909,80.68181818181819,83.13636363636364,89.86363636363636,79.13636363636364,35.95454545454545,38.0,147.54545454545453,104.22727272727273,80.45454545454545,85.54545454545455,102.63636363636364,,43.31818181818182,194.8181818181818,16.727272727272727,33.40909090909091,30.954545454545453,47.09090909090909,DELHI
2014-10-01,30.533333333333335,19.0,21.0,49.06666666666667,80.8,82.2,89.53333333333333,79.93333333333334,35.8,38.0,146.33333333333334,105.8,82.86666666666666,88.0,105.0,,42.13333333333333,204.26666666666668,16.0,36.2,33.0,34.733333333333334,DELHI
2014-11-01,30.0,18.666666666666668,20.666666666666668,47.888888888888886,80.77777777777777,79.11111111111111,95.0,79.5,35.0,38.0,146.0,104.66666666666667,80.16666666666667,86.88888888888889,99.66666666666667,,37.22222222222222,201.0,16.0,33.166666666666664,32.27777777777778,23.72222222222222,DELHI
2014-12-01,30.0,18.0,20.545454545454547,48.77272727272727,82.81818181818181,81.54545454545455,97.31818181818181,81.22727272727273,34.0,38.0,143.45454545454547,105.54545454545455,80.63636363636364,86.81818181818181,99.45454545454545,,38.86363636363637,200.5909090909091,16.0,19.59090909090909,30.09090909090909,28.40909090909091,DELHI
2015-01-01,30.0,18.45,21.65,54.9,85.35,83.7,100.2,84.95,34.0,38.0,144.15,112.15,78.35,89.3,103.5,,40.0,198.1,16.0,14.55,31.5,35.8,DELHI
2015-02-01,29.6,19.0,21.9,54.8,85.7,83.9,102.15,82.7,33.75,38.0,143.25,109.15,77.1,87.1,98.1,,41.8,195.25,16.0,13.55,32.7,36.65,DELHI
2015-03-01,29.0,19.0,21.0,55.38095238095238,90.71428571428571,86.66666666666667,101.47619047619048,84.9047619047619,32.57142857142857,38.0,144.1904761904762,109.9047619047619,78.04761904761905,88.0,100.38095238095238,,42.523809523809526,197.23809523809524,16.0,13.714285714285714,30.952380952380953,32.476190476190474,DELHI
2015-04-01,30.894736842105264,19.0,21.0,58.68421052631579,97.36842105263158,92.78947368421052,102.52631578947368,86.94736842105263,32.26315789473684,38.0,144.68421052631578,108.94736842105263,76.36842105263158,87.78947368421052,100.0,,40.578947368421055,199.3684210526316,16.0,12.263157894736842,28.157894736842106,34.10526315789474,DELHI
2015-05-01,31.0,19.0,21.0,67.9,108.0,108.9,106.8,93.75,32.0,38.0,151.25,112.8,76.05,86.25,103.05,,39.25,202.0,16.0,12.75,28.95,37.55,DELHI
2015-06-01,31.09090909090909,19.0,21.0,68.9090909090909,113.77272727272727,112.31818181818181,103.72727272727273,93.63636363636364,30.227272727272727,38.0,153.0,119.0909090909091,76.77272727272727,86.0,103.63636363636364,,42.0,204.95454545454547,16.454545454545453,16.318181818181817,32.54545454545455,32.59090909090909,DELHI
2015-07-01,32.0,19.0,21.0,68.0,113.30434782608695,110.78260869565217,98.21739130434783,92.95652173913044,28.565217391304348,38.0,153.2608695652174,121.69565217391305,77.0,85.95652173913044,102.26086956521739,,43.0,207.0,17.0,18.565217391304348,38.17391304347826,43.30434782608695,DELHI
2015-08-01,30.285714285714285,19.0,21.0,68.28571428571429,121.61904761904762,112.57142857142857,96.76190476190476,95.85714285714286,29.19047619047619,38.0,154.0,121.42857142857143,76.52380952380952,83.47619047619048,101.66666666666667,,43.23809523809524,207.0,17.0,19.238095238095237,54.95238095238095,34.142857142857146,DELHI
2015-09-01,29.0,19.0,21.0,68.61904761904762,132.52380952380952,112.19047619047619,98.28571428571429,96.04761904761905,30.0,38.0,154.0,121.23809523809524,75.14285714285714,83.76190476190476,100.23809523809524,,44.0,207.0,17.0,18.142857142857142,59.476190476190474,37.0,DELHI
2015-10-01,29.0,19.0,21.0,71.2,161.3,143.3,109.8,100.2,31.15,38.0,154.0,136.05,76.8,87.1,101.1,,43.7,206.35,17.0,20.75,53.9,41.9,DELHI
2015-11-01,29.0,19.0,21.0,74.48275862068965,167.13793103448276,150.55172413793105,111.34482758620689,97.27586206896552,31.724137931034484,38.0,151.86206896551724,145.58620689655172,76.03448275862068,87.10344827586206,103.34482758620689,,41.62068965517241,202.0,17.0,23.379310344827587,43.0,54.96551724137931,DELHI
2015-12-01,29.0,19.0,21.0,74.45161290322581,164.93548387096774,147.96774193548387,104.87096774193549,92.03225806451613,32.29032258064516,38.0,147.2258064516129,141.61290322580646,75.6774193548387,86.0,105.0,,41.354838709677416,201.70967741935485,17.0,16.29032258064516,30.419354838709676,42.903225806451616,DELHI
2016-01-01,28.366666666666667,19.0,21.0,73.13333333333334,156.8,143.66666666666666,104.0,89.89655172413794,34.3,38.0,149.4,135.8,75.76666666666667,86.0,105.0,,43.63333333333333,201.53333333333333,17.0,13.0,28.033333333333335,36.666666666666664,DELHI
2016-02-01,28.0,19.0,21.0,72.41379310344827,149.41379310344828,145.93103448275863,103.62068965517241,82.3103448275862,35.0,38.0,151.31034482758622,131.31034482758622,77.10344827586206,85.51724137931035,105.0,,43.10344827586207,202.0,17.0,13.379310344827585,25.137931034482758,31.82758620689655,DELHI
2016-03-01,28.0,19.0,21.0,73.4,142.83333333333334,148.46666666666667,103.0,85.33333333333333,37.0,38.0,152.0,123.93333333333334,77.13333333333334,84.86666666666666,105.0,,43.166666666666664,202.0,17.0,14.633333333333333,24.6,25.033333333333335,DELHI
2016-04-01,28.0,19.0,21.0,79.26666666666667,155.5,165.1,103.3,94.36666666666666,39.86666666666667,38.0,153.36666666666667,124.76666666666667,80.8,87.3,105.0,,46.8,207.0,17.0,18.5,22.9,24.666666666666668,DELHI
2016-05-01,28.0,19.0,21.0,83.06451612903226,156.0,170.70967741935485,103.7741935483871,92.3225806451613,40.25806451612903,38.0,157.90322580645162,123.51612903225806,81.3225806451613,88.0,105.0,,47.54838709677419,207.0,17.0,21.967741935483872,21.0,24.516129032258064,DELHI
2016-06-01,28.366666666666667,19.866666666666667,21.9,93.4,151.73333333333332,161.2,96.3,92.66666666666667,40.0,38.0,155.33333333333334,122.46666666666667,79.1,88.0,105.0,,47.46666666666667,207.0,17.0,26.566666666666666,20.666666666666668,45.6,DELHI
2016-07-01,30.193548387096776,20.0,22.0,113.61290322580645,151.70967741935485,158.5483870967742,96.90322580645162,93.80645161290323,40.354838709677416,38.516129032258064,156.51612903225808,128.1290322580645,80.2258064516129,88.0,105.0,,50.064516129032256,212.32258064516128,17.0,28.387096774193548,21.70967741935484,55.45161290322581,DELHI
2016-08-01,31.551724137931036,20.0,22.344827586206897,108.37931034482759,137.06896551724137,147.13793103448276,92.10344827586206,90.75862068965517,42.0,39.0,161.89655172413794,131.20689655172413,81.13793103448276,88.0,106.0,,52.6551724137931,219.06896551724137,17.0,29.0,22.0,35.310344827586206,DELHI
2016-09-01,31.0,20.0,22.0,112.83333333333333,119.46666666666667,136.03333333333333,88.03333333333333,87.13333333333334,42.266666666666666,39.0,165.66666666666666,131.06666666666666,83.4,88.0,105.5,,54.13333333333333,221.53333333333333,17.0,30.2,21.0,33.0,DELHI
2016-10-01,29.82758620689655,20.655172413793103,22.586206896551722,135.79310344827587,121.93103448275862,126.96551724137932,84.6896551724138,86.0,43.0,39.0,166.58620689655172,127.65517241379311,85.10344827586206,88.03448275862068,105.62068965517241,77.0,49.689655172413794,220.0,17.0,31.689655172413794,22.551724137931036,35.93103448275862,DELHI
2016-11-01,29.0,23.533333333333335,25.833333333333332,140.93333333333334,119.9,118.3,84.23333333333333,84.0,42.06666666666667,39.0,168.26666666666668,126.83333333333333,86.26666666666667,95.36666666666666,107.8,76.63333333333334,44.5,219.13333333333333,17.5,25.1,23.733333333333334,28.366666666666667,DELHI
2016-12-01,29.903225806451612,22.774193548387096,25.35483870967742,133.7741935483871,112.96774193548387,114.2258064516129,83.2258064516129,84.0,40.806451612903224,39.0,165.29032258064515,128.41935483870967,87.80645161290323,98.70967741935483,109.25806451612904,77.0,43.16129032258065,215.06451612903226,18.0,15.483870967741936,22.93548387096774,24.161290322580644,DELHI
2017-01-01,30.233333333333334,22.733333333333334,25.5,116.96666666666667,102.33333333333333,106.8,81.1,84.0,41.666666666666664,39.0,167.2,127.23333333333333,88.53333333333333,99.0,108.06666666666666,77.2,45.46666666666667,215.0,18.0,12.933333333333334,20.733333333333334,20.7,DELHI
2017-02-01,31.785714285714285,22.285714285714285,24.535714285714285,94.28571428571429,91.82142857142857,101.32142857142857,80.71428571428571,84.0,42.07142857142857,39.0,171.0,124.53571428571429,88.89285714285714,99.0,106.07142857142857,79.0,45.32142857142857,220.71428571428572,18.0,12.785714285714286,20.0,22.321428571428573,DELHI
2017-03-01,32.0,21.466666666666665,23.966666666666665,87.23333333333333,87.9,99.0,79.33333333333333,82.3,42.166666666666664,41.0,166.43333333333334,120.73333333333333,87.43333333333334,97.33333333333333,105.8,78.1,45.56666666666667,223.0,18.0,12.5,19.933333333333334,24.533333333333335,DELHI
2017-04-01,32.0,21.0,24.0,87.0,86.0,98.39285714285714,81.0,80.28571428571429,42.0,42.0,164.0,121.21428571428571,86.17857142857143,96.0,103.0,77.0,46.0,223.0,18.0,13.321428571428571,20.0,29.214285714285715,DELHI
2017-05-01,32.0,20.724137931034484,23.79310344827586,87.06896551724138,84.62068965517241,96.96551724137932,80.72413793103448,78.17241379310344,42.0,42.0,163.86206896551724,120.24137931034483,86.62068965517241,95.89655172413794,105.89655172413794,77.0,49.172413793103445,225.41379310344828,18.0,14.758620689655173,20.96551724137931,22.482758620689655,DELHI
