Zone,Div,Address,Area,StreetLight
6,64,"Parvathiamman Nagar I Street  Parvathiamman Nagar, Kolathur",Kolathur,1
6,64,"Periyar Street Thenpalani Nagar  Thenpalani Nagar, Kolathur",Kolathur,8
6,64,"Perumal Nagar Main Street  Perumal Nagar, Kolathur",Kolathur,5
6,64,"Poompuhar Nagar 10th Cross Street  Poompuhar Nagar, Kolathur",Kolathur,4
6,64,"Poompuhar Nagar 11th Cross Street  Poompuhar Nagar, Kolathur",Kolathur,18
6,64,"Poompuhar Nagar 11th Street  Poompuhar Nagar, Kolathur",Kolathur,9
6,64,"Poompuhar Nagar 12th Street  Poompuhar Nagar, Kolathur",Kolathur,5
6,64,"Poompuhar Nagar 13th Street  Poompuhar Nagar, Kolathur",Kolathur,8
6,64,"Poompuhar Nagar 14th Street  Poompuhar Nagar, Kolathur",Kolathur,5
6,64,"Poompuhar Nagar 15th Street  Poompuhar Nagar, Kolathur",Kolathur,6
6,64,"Poompuhar Nagar 16th Street  Poompuhar Nagar, Kolathur",Kolathur,5
6,64,"Poompuhar Nagar 17th Street  Poompuhar Nagar, Kolathur",Kolathur,8
6,64,"Poompuhar Nagar 18th Street  Poompuhar Nagar, Kolathur",Kolathur,4
6,64,"Poompuhar Nagar 19th Street  Poompuhar Nagar, Kolathur",Kolathur,5
6,64,"Poompuhar Nagar 20th Street  Poompuhar Nagar, Kolathur",Kolathur,6
6,64,"Poompuhar Nagar 21st Street  Poompuhar Nagar, Kolathur",Kolathur,4
6,64,"Poompuhar Nagar 22nd Street  Poompuhar Nagar, Kolathur",Kolathur,14
6,64,"Poompuhar Nagar 23rd Street  Poompuhar Nagar, Kolathur",Kolathur,7
6,64,"Poompuhar Nagar 24th Street  Poompuhar Nagar, Kolathur",Kolathur,3
6,64,"Poompuhar Nagar 25th Street  Poompuhar Nagar, Kolathur",Kolathur,9
6,64,"Poompuhar Nagar 27th Street  Poompuhar Nagar, Kolathur",Kolathur,4
6,64,"Poompuhar Nagar 28th Street  Poompuhar Nagar, Kolathur",Kolathur,11
6,64,"Poompuhar Nagar 30th Street  Poompuhar Nagar, Kolathur",Kolathur,2
6,64,"Poompuhar Nagar 5th Cross Street  Poompuhar Nagar, Kolathur",Kolathur,5
6,64,"Poompuhar Nagar 5th Street  Poompuhar Nagar, Kolathur",Kolathur,3
6,64,"Poompuhar Nagar 6th Cross Street  Poompuhar Nagar, Kolathur",Kolathur,6
6,64,"Poompuhar Nagar 6th Street  Poompuhar Nagar, Kolathur",Kolathur,2
6,64,"Poompuhar Nagar 7th Cross Street  Poompuhar Nagar, Kolathur",Kolathur,15
6,64,"Poompuhar Nagar 7th Street  Poompuhar Nagar, Kolathur",Kolathur,6
6,64,"Poompuhar Nagar 8th Cross Street  Poompuhar Nagar, Kolathur",Kolathur,8
6,64,"Poompuhar Nagar 8th Street  Poompuhar Nagar, Kolathur",Kolathur,2
6,64,"Poompuhar Nagar 9th Cross Street  Poompuhar Nagar, Kolathur",Kolathur,5
6,64,"Poompuhar Nagar 9th Street  Poompuhar Nagar, Kolathur",Kolathur,14
6,64,"Poompuhar Nagar I Main Road  Poompuhar Nagar, Kolathur",Kolathur,41
6,64,"Poompuhar Nagar I Street  Poompuhar Nagar, Kolathur",Kolathur,7
6,64,"Poompuhar Nagar Ii Main Road  Poompuhar Nagar, Kolathur",Kolathur,21
6,64,"Poompuhar Nagar Ii Street  Poompuhar Nagar, Kolathur",Kolathur,5
6,64,"Poompuhar Nagar Iii Street  Poompuhar Nagar, Kolathur",Kolathur,8
6,64,"Poompuhar Nagar Iv Street  Poompuhar Nagar, Kolathur",Kolathur,3
6,64,"Poompuhar Nagar South  I Street  Poonpuhar Nagar South, Kolathur",Kolathur,4
6,64,"Poompuhar Nagar South  Ii Street  Poonpuhar Nagar South, Kolathur",Kolathur,1
6,64,"Poompuhar Nagar West  I Street  Poonpuhar Nagar West, Kolathur",Kolathur,3
6,64,"R.K.R. Nagar I Street  R.K.R. Nagar, Kolathur",Kolathur,2
6,64,"R.K.R. Nagar Ii Street  R.K.R. Nagar, Kolathur",Kolathur,2
6,64,"RAJAJI STREET  Venkatesa Nagar, Kolathur",Kolathur,3
6,64,"Ragavendra Nagar Main Road  Ragavendra Nagar, Kolathur",Kolathur,4
6,64,"Rajaji Street Thenpalani Nagar  Thenpalani Nagar, Kolathur",Kolathur,3
6,64,"Rajan Nagar I Street  Rajan Nagar, Kolathur",Kolathur,5
6,64,"Rajan Nagar Iii Street  Rajan Nagar, Kolathur",Kolathur,2
6,64,"Rajarajeswari Nagar Ii Street  Rajarajeswari Nagar, Kolathur",Kolathur,3
6,64,"Rajarajeswari Nagar Iii Street  Rajarajeswari Nagar, Kolathur",Kolathur,2
6,64,"Rajarajeswari Nagar Iv Street  Rajarajeswari Nagar, Kolathur",Kolathur,3
6,64,"Rajarajeswari Nagar V Street  Rajarajeswari Nagar, Kolathur",Kolathur,3
6,64,"Rajarajeswari Nagar Vi Street  Rajarajeswari Nagar, Kolathur",Kolathur,4
6,64,"Rajarajeswari Nagar Viii Street  Rajarajeswari Nagar, Kolathur",Kolathur,3
6,64,"Ramakrishna Nagar Vivekananda Street  Ramakrishna Nagar, Kolathur",Kolathur,4
6,64,"Redhills Road  Kolathur, Kolathur",Kolathur,27
6,64,"SAGAYA MADHA STREET  Annai Sathya Nagar, Kolathur",Kolathur,3
6,64,"SIVA SAKTHI NAGAR I ST CROSS STREET  Siva Sakthi Nagar, Kolathur",Kolathur,6
6,64,"SIVASAKTHI NAGAR EXTN.  Kolathur, Kolathur",Kolathur,8
6,64,"Sakthi Vinayagar Koil Street Thirupathi Nagar  Thirupathi Nagar Extn, Kolathur",Kolathur,4
6,64,"Samdariya Colony Ii Street  Samadniya Colony, Kolathur",Kolathur,3
6,64,"Samdariya Colony Iii Street  Samadniya Colony, Kolathur",Kolathur,3
6,64,"Samdariya Colony Iv Street  Samadniya Colony, Kolathur",Kolathur,9
6,64,"Samdariya Colony V Street  Samadniya Colony, Kolathur",Kolathur,8
6,64,"Sarojini Nagar I Street  Sarojini Nagar, Kolathur",Kolathur,12
6,64,"Sarojini Nagar Ii Street  Sarojini Nagar, Kolathur",Kolathur,4
6,64,"Sarojini Nagar Iii Street  Sarojini Nagar, Kolathur",Kolathur,2
6,64,"Sarojini Nagar Main Road  Sarojini Nagar, Kolathur",Kolathur,4
6,64,"Sathyasai Nagar Main Road  Sathyasai Nagar, Kolathur",Kolathur,4
6,64,"Selliamman Nagar I Street  Selliamman Nagar, Kolathur",Kolathur,2
6,64,"Selliamman Nagar Ii Street  Selliamman Nagar, Kolathur",Kolathur,3
6,64,"Selliamman Nagar Iii Street  Selliamman Nagar, Kolathur",Kolathur,2
6,64,"Selliamman Nagar V Street  Selliamman Nagar, Kolathur",Kolathur,2
6,64,"Sembium Redhills Road  Sembium Redhills, Kolathur",Kolathur,42
6,64,"Shanthi Nagar I Street  Shanthi Nagar, Kolathur",Kolathur,3
6,64,"Shanthi Nagar Ii Street  Shanthi Nagar, Kolathur",Kolathur,1
6,64,"Shanthi Nagar Iii Street  Shanthi Nagar, Kolathur",Kolathur,5
6,64,"Shanthi Nagar Iv Street  Shanthi Nagar, Kolathur",Kolathur,4
6,64,"Shanthi Nagar Main Road  Shanthi Nagar, Kolathur",Kolathur,7
6,64,"Shanthi Nagar Theatre Road  Shanthi Nagar, Kolathur",Kolathur,4
6,64,"Shanthi Nagar V Street  Shanthi Nagar, Kolathur",Kolathur,4
6,64,"Shanthi Nagar Vi Street  Shanthi Nagar, Kolathur",Kolathur,3
6,64,"Siva Parvathi Nagar Main  Street  Siva Parvathi Nagar, Kolathur",Kolathur,3
6,64,"Siva Sakthi Nagar I Street  Siva Sakthi Nagar, Kolathur",Kolathur,3
6,64,"Siva Sakthi Nagar Ii Street  Siva Sakthi Nagar, Kolathur",Kolathur,10
6,64,"Siva Sakthi Nagar Iii Street  Siva Sakthi Nagar, Kolathur",Kolathur,1
6,64,"Siva Sakthi Nagar Iv Street  Siva Sakthi Nagar, Kolathur",Kolathur,4
6,64,"Sivasakthi Nagar Extn. I Street  Sivasakthi Nagar Extn, Kolathur",Kolathur,20
6,64,"Sivasakthi Nagar Extn. Ii Street  Sivasakthi Nagar Extn, Kolathur",Kolathur,9
6,64,"Sivasakthi Nagar Extn. Iii Street  Sivasakthi Nagar Extn, Kolathur",Kolathur,5
6,64,"Sivasakthi Nagar Extn. Iv Street  Sivasakthi Nagar Extn, Kolathur",Kolathur,6
6,64,"Sivasakthi Nagar Extn. Vi Street  Sivasakthi Nagar Extn, Kolathur",Kolathur,3
6,64,"Somanathapuram I Street  Somanathapuram, Kolathur",Kolathur,3
6,64,"Somanathapuram Ii Street  Somanathapuram, Kolathur",Kolathur,5
6,64,"Somanathapuram Iii Street  Somanathapuram, Kolathur",Kolathur,2
6,64,"Somanathapuram Iv Street  Somanathapuram, Kolathur",Kolathur,1
6,64,"Sri Perundeviammal I Street  Sri Perundeviammal Avenue, Kolathur",Kolathur,6
6,64,"Sri Perundeviammal Ii Street  Sri Perundeviammal Avenue, Kolathur",Kolathur,4
6,64,"Srinagar Colony Annex I Street  Srinagar Colony, Kolathur",Kolathur,3
6,64,"Srinagar Colony Annex Ii Street  Srinagar Colony, Kolathur",Kolathur,4
6,64,"Srinagar Colony I Street  Srinagar Colony, Kolathur",Kolathur,5
6,64,"Srinagar Colony Ii Street  Srinagar Colony, Kolathur",Kolathur,7
6,64,"Srinagar Colony Iii Street  Srinagar Colony, Kolathur",Kolathur,6
6,64,"Subramani Nagar I Street  Subramani Nagar, Kolathur",Kolathur,7
6,64,"Subramani Street Kannaki Nagar  Kannaki Nagar, Kolathur",Kolathur,4
6,64,"Subramaniapuram Main Road  Subramania Puram, Kolathur",Kolathur,5
6,64,"Sundaram Nagar I Street  Sundaram Nagar, Kolathur",Kolathur,5
6,64,"Sundaram Nagar Main Road  Sudsaram Nagar, Kolathur",Kolathur,4
6,64,"THIRUPATHI NAGAR 1ST CROSS EXTENSION  Nermai Nagar, Kolathur",Kolathur,3
6,64,"THIRUPATHI NAGAR II CROSS EXTENSION  Nermai Nagar, Kolathur",Kolathur,7
6,64,"Thanigai Nagar Chanakkia Street  Thanigai Nagar, Kolathur",Kolathur,5
6,64,"Thanigai Nagar Kalamegam Street  Thanigai Nagar, Kolathur",Kolathur,2
6,64,"Thanigai Nagar Valmigi Street  Thanigai Nagar, Kolathur",Kolathur,5
6,64,"Thanigai Nagar Veeramamuni Street  Thanigai Nagar, Kolathur",Kolathur,4
6,64,"Thiru.Vi.Ka. Street Thenpalani Nagar  Thenpalani Nagar, Kolathur",Kolathur,6
6,64,"Thirumeniamman Main Road`  Kolathur, Kolathur",Kolathur,3
6,64,"Thirumurugan Nagar Ii Street  Thirumurugan Nagar, Kolathur",Kolathur,2
6,64,"Thirupathi Nagar 2nd Main Road  Thirupathi Nagar, Kolathur",Kolathur,8
6,64,"Thirupathi Nagar 3rd Main Road  Thirupathi Nagar, Kolathur",Kolathur,5
6,64,"Thirupathi Nagar 4th Main Road  Thirupathi Nagar, Kolathur",Kolathur,14
6,64,"Thirupathi Nagar I Cross Street  Thirupathi Nagar, Kolathur",Kolathur,3
6,64,"Thirupathi Nagar I Main Road  Thirupathi Nagar, Kolathur",Kolathur,12
6,64,"Thirupathi Nagar Ii Cross Street  Thirupathi Nagar, Kolathur",Kolathur,6
6,64,"Thirupathi Nagar Iii Cross Street  Thirupathi Nagar, Kolathur",Kolathur,5
6,64,"Thirupathi Nagar Iv Cross Street  Thirupathi Nagar, Kolathur",Kolathur,3
6,64,"Thirupathi Nagar V Cross Street  Thirupathi Nagar, Kolathur",Kolathur,5
6,64,"Thirupathi Nagar Vi Cross Street  Thirupathi Nagar, Kolathur",Kolathur,2
6,64,"Thirupathy Nagar Extn. Bharathi St  Thirupathi Nagar Extn, Kolathur",Kolathur,2
6,64,"Thirupathy Nagar Extn. Indira St  Thirupathi Nagar Extn, Kolathur",Kolathur,3
6,64,"Thirupathy Nagar Extn. Jawahar St  Thirupathi Nagar Extn, Kolathur",Kolathur,9
6,64,"Thirupathy Nagar Extn. Kamarj St  Thirupathi Nagar Extn, Kolathur",Kolathur,4
6,64,"Thirupathy Nagar Extn. Nethaji St  Thirupathi Nagar Extn, Kolathur",Kolathur,3
6,64,"Thirupathy Nagar Extn. Vallalar St  Thirupathi Nagar Extn, Kolathur",Kolathur,4
6,64,"Thiruvallur Street Thenpalani Nagar  Thenpalani Nagar, Kolathur",Kolathur,2
6,64,"Thulasi Nagar Main Street  Thulasi Nagar, Kolathur",Kolathur,8
6,64,"Tnhb Colony East Street  Tnhb Colony, Kolathur",Kolathur,4
6,64,"Tnhb Colony I Street  Tnhb Colony, Kolathur",Kolathur,1
6,64,"Tnhb Colony Ii Street  Tnhb Colony, Kolathur",Kolathur,7
6,64,"Tnhb Colony Iii Street  Tnhb Colony, Kolathur",Kolathur,4
6,64,"Tnhb Colony North Street  Tnhb Colony, Kolathur",Kolathur,2
6,64,"Tnhb Colony South Street  Tnhb Colony, Kolathur",Kolathur,3
6,64,"Tnhb Colony West Street  Tnhb Colony, Kolathur",Kolathur,4
6,64,"Uma Maheswari Nagar I Street  Uma Maheswari Nagar, Kolathur",Kolathur,2
6,64,"Uma Maheswari Nagar Ii Street  Uma Maheswari Nagar, Kolathur",Kolathur,2
6,64,"Uma Maheswari Nagar Iii Street  Uma Maheswari Nagar, Kolathur",Kolathur,6
6,64,"Uma Maheswari Nagar Iv Street  Uma Maheswari Nagar, Kolathur",Kolathur,1
6,64,"Uma Maheswari Nagar V Street  Uma Maheswari Nagar, Kolathur",Kolathur,2
6,64,"United Colony Annex Road  United Colony, Kolathur",Kolathur,15
6,64,"United Colony I Cross Street  United Colony, Kolathur",Kolathur,3
6,64,"United Colony I Street  United Colony, Kolathur",Kolathur,12
6,64,"United Colony Ii Cross Street  United Colony, Kolathur",Kolathur,3
6,64,"United Colony Ii Street  United Colony, Kolathur",Kolathur,5
6,64,"United Colony Iii Cross Street  United Colony, Kolathur",Kolathur,2
6,64,"United Colony Iii Street  United Colony, Kolathur",Kolathur,5
6,64,"United Colony Iv Cross Street  United Colony, Kolathur",Kolathur,1
6,64,"United Colony Iv Street  United Colony, Kolathur",Kolathur,4
6,64,"V O C Street Ragavendra Street  Thenpalani Nagar, Kolathur",Kolathur,1
6,64,"V.P. Chindhan Nagar Main Street  V.P. Chindan Nagar, Kolathur",Kolathur,4
6,64,"V.V. Nagar I Street  V.V.Nagar, Kunnur",Kunnur,1
6,64,"VINAYAGAR STREET  Thenpalani Nagar, Kolathur",Kolathur,2
6,64,"Valarmathi Nagar Ii Street  Valarmathi Nagar, Kolathur",Kolathur,3
6,64,"Valarmathi Nagar Iv Street  Valarmathi Nagar, Kolathur",Kolathur,6
6,64,"Valarmathi Nagar V Street  Valarmathi Nagar, Kolathur",Kolathur,3
6,64,"Valavan Nagar I Street  Valavan Nagar, Kolathur",Kolathur,5
6,64,"Valavan Nagar Ii Street  Valavan Nagar, Kolathur",Kolathur,3
6,64,"Valavan Nagar Main Road  Valavan Nagar, Kolathur",Kolathur,16
6,64,"Varadhan Kuttai I Street  Varadhan Kuttai, Kolathur",Kolathur,1
6,64,"Varadhan Kuttai Ii Street  Varadhan Kuttai, Kolathur",Kolathur,2
6,64,"Varadhan Kuttai Iii Street  Varadhan Kuttai, Kolathur",Kolathur,2
6,64,"Varalakshmi Nagar I Street  Varalakshmi Nagar, Kolathur",Kolathur,2
6,64,"Varalakshmi Nagar Ii Street  Varalakshmi Nagar, Kolathur",Kolathur,3
6,64,"Vasan Street Vasantham Nagar  Vasantham Nagar, Kolathur",Kolathur,3
6,64,"Vasantham Nagar I Street  Vasantham Nagar, Kolathur",Kolathur,3
6,64,"Vasantham Nagar Ii Street  Vasantham Nagar, Kolathur",Kolathur,4
6,64,"Vasantham Nagar Iii Street  Vasantham Nagar, Kolathur",Kolathur,4
6,64,"Velmurugan Nagar I Main Road  Velmurugan Nagar, Kolathur",Kolathur,7
6,64,"Velmurugan Nagar I Street  Velmurugan Nagar, Kolathur",Kolathur,4
6,64,"Velmurugan Nagar Ii Main Road  Velmurugan Nagar, Kolathur",Kolathur,8
6,64,"Velmurugan Nagar Ii Street  Velmurugan Nagar, Kolathur",Kolathur,3
6,64,"Velmurugan Nagar Iii Street  Velmurugan Nagar, Kolathur",Kolathur,6
6,64,"Velmurugan Nagar Iv Street  Velmurugan Nagar, Kolathur",Kolathur,1
6,64,"Velmurugan Nagar V Street  Velmurugan Nagar, Kolathur",Kolathur,1
6,64,"Venkat Nagar Ii Street  Venkat Nagar, Kolathur",Kolathur,3
6,64,"Veritta Street Thirupathi Nagar  Thirupathi Nagar Extn., Kolathur",Kolathur,3
6,64,"Vetrivel Nagar I Cross Street  Vetrivel Nagar, Kolathur",Kolathur,2
6,64,"Vetrivel Nagar Ii Cross Street  Vetrivel Nagar, Kolathur",Kolathur,2
6,64,"Vetrivel Nagar Iii Cross Street  Vetrivel Nagar, Kolathur",Kolathur,1
6,64,"Vetrivel Nagar Main Road  Vetrivel Nagar, Kolathur",Kolathur,6
6,64,"Vijaya Lakshmi Nagar Main Street  Vijayalakshmi Nagar, Kolathur",Kolathur,2
6,64,"Vijaya Nagar Exten. Road  Vijaya Nagar, Kolathur",Kolathur,6
6,64,"Vijaya Nagar I Street  Vijaya Nagar, Kolathur",Kolathur,4
6,64,"Vijaya Nagar Ii Street  Vijaya Nagar, Kolathur",Kolathur,5
6,64,"Vinayagar Koil Street Thenpalani Nagar  Thenpalani Nagar, Kolathur",Kolathur,2
6,64,"Vinayagar Street Venkateswara Nagar  Venkatesa Nagar, Kolathur",Kolathur,13
6,64,"Vinoba Nagar I Street  Vinobha Nagar, Kolathur",Kolathur,8
6,64,"Vinoba Nagar Ii Street  Vinobha Nagar, Kolathur",Kolathur,4
6,64,"Vivek Nagar I Street  Vivek Nagar, Kolathur",Kolathur,3
6,64,"Vivek Nagar Iistreet  Vivek Nagar, Kolathur",Kolathur,2
6,64,"Vivek Nagar Iv Street  Vivek Nagar, Kolathur",Kolathur,4
6,64,"Yamuna Nagar I Street  Yamuna Nagar, Kolathur",Kolathur,1
6,64,"Yamuna Nagar Ii Street  Yamuna Nagar, Kolathur",Kolathur,2
6,64,"Yamuna Nagar Iii Street  Yamuna Nagar, Kolathur",Kolathur,4
6,65,"5th Street  Thillai Nagar, Kolathur",Kolathur,2
6,65,"Abirami Nagar I Street  Abirami Nagar, Kunnur",Kunnur,3
6,65,"Abirami Nagar Ii Street  Abirami Nagar, Kunnur",Kunnur,3
6,65,"Abirami Nagar Iii Street  Abirami Nagar, Kunnur",Kunnur,10
6,65,"Abirami Nagar Lane  Abirami Nagar, Kunnur",Kunnur,4
6,65,"Akbar Square I Street  Akbar Square, Kunnur",Kunnur,4
6,65,"Akbar Square Ii Street  Akbar Square, Kunnur",Kunnur,2
6,65,"Akbar Square Iii Street  Akbar Square, Kunnur",Kunnur,6
6,65,"Akbar Square Iv Street  Akbar Square, Kunnur",Kunnur,5
6,65,"Anna siva sakthi Nagar  Sri Ganesh Nagar, Kolathur",Kolathur,1
6,65,"Annai Indira Nagar I Street  Annai Indira Nagar, Kunnur",Kunnur,3
6,65,"Annai Indira Nagar Ii Street  Annai Indira Nagar, Kunnur",Kunnur,2
6,65,"Annai Indira Nagar Main Road  Annai Indira Nagar, Kunnur",Kunnur,3
6,65,"Annai Theresa Nagar I Street  Annai Theresa, Kunnur",Kunnur,4
6,65,"Annai Theresa Nagar Ii Street  Annai Theresa, Kunnur",Kunnur,1
6,65,"Anthony Nagar Cross Street  Anthony Nagar, Kolathur",Kolathur,2
6,65,"Anthony Nagar Main Road  Anthony Nagar, Kolathur",Kolathur,6
6,65,"Ashoka Avenue Ii C/S Street  Ahsoka Avenue, Kolathur",Kolathur,1
6,65,"Ashoka Avenue Iii C/S Street  Ahsoka Avenue
, Kolathur",Kolathur,1
6,65,"Ashoka Avenue Iii C/S Street  Ahsoka Avenue, Kolathur",Kolathur,1
6,65,"Avvai Nagar Main Road  Avvai Nagar, Kunnur",Kunnur,8
6,65,"Avvai Street Adhiyaman Nagar  Adhiyaman Nagar, Kunnur",Kunnur,3
6,65,"Baskaran Street  P.V.Shanmugam Nagar, Kolathur",Kolathur,6
6,65,"Bharathi Street Rajaji Nagar  Rajaji Nagar, Kunnur",Kunnur,3
6,65,"Bhuvaneswari Nagar Main Street  Bhuvaneswari Nagar, Kunnur",Kunnur,1
6,65,"Dayalu Nagar 1st Street  Dayalu Nagar, Kolathur",Kolathur,2
6,65,"Dayalu Nagar 2nd Street  Dayalu Nagar, Kolathur",Kolathur,6
6,65,"Dayalu Nagar 3rd Street  Dayalu Nagar, Kolathur",Kolathur,2
6,65,"Dayalu Nagar 4th Street  Dayalu Nagar, Kolathur",Kolathur,2
6,65,"Dhanrajpuram I Street  Dhanrajpuram, Kolathur",Kolathur,4
6,65,"Dhanrajpuram Ii Street  Dhanrajpuram, Kolathur",Kolathur,1
6,65,"Dhanrajpuram Main Road  Dhanrajpuram, Kolathur",Kolathur,9
6,65,"East Level Cross Road  East Level Cross Road, Kunnur",Kunnur,6
6,65,"G.K.M Colony 1st Main Road  G.K.M Colony, Kolathur",Kolathur,11
6,65,"G.K.M Colony 2nd Main Road  G.K.M Colony, Kolathur",Kolathur,22
6,65,"G.K.M. Colony 25th Street Extn.  G.K.M. Colony, Peravallur",Peravallur,2
6,65,"G.K.M. Colony 26th I  Lane  G.K.M. Colony, Peravallur",Peravallur,3
6,65,"G.K.M. Colony 26th Street  G.K.M. Colony, Peravallur",Peravallur,11
6,65,"G.K.M. Colony 27th Street  G.K.M. Colony, Peravallur",Peravallur,13
6,65,"G.K.M. Colony 28th Street  G.K.M. Colony, Peravallur",Peravallur,17
6,65,"G.K.M. Colony 29th Street  G.K.M. Colony, Peravallur",Peravallur,10
6,65,"G.K.M. Colony 30th Street  G.K.M. Colony, Peravallur",Peravallur,9
6,65,"G.K.M. Colony 31st Street  G.K.M. Colony, Peravallur",Peravallur,9
6,65,"G.K.M. Colony 32nd Street  G.K.M. Colony, Peravallur",Peravallur,9
6,65,"G.K.M. Colony 33rd  Street  G.K.M. Colony, Peravallur",Peravallur,7
6,65,"G.K.M. Colony 34th Street  G.K.M. Colony, Peravallur",Peravallur,21
6,65,"G.K.M. Colony 35th Street  G.K.M. Colony, Peravallur",Peravallur,21
6,65,"G.K.M. Colony 36th Street  G.K.M. Colony, Peravallur",Peravallur,15
6,65,"G.K.M. Colony 37th Street  G.K.M. Colony, Peravallur",Peravallur,16
6,65,"G.K.M. Colony 38th Street  G.K.M. Colony, Peravallur",Peravallur,20
6,65,"G.K.M. Colony 39th Street  G.K.M. Colony, Peravallur",Peravallur,4
6,65,"G.K.M. Colony 40th Street  G.K.M. Colony, Peravallur",Peravallur,7
6,65,"G.K.M. Colony 41st Street  G.K.M. Colony, Peravallur",Peravallur,9
6,65,"G.K.M. Colony 42nd Street  G.K.M. Colony, Peravallur",Peravallur,7
6,65,"G.K.M. Colony 43rd Street  G.K.M. Colony, Peravallur",Peravallur,8
6,65,"Ganesh Nagar I  Cross Street  Gandhi Nagar, Villivakkam",Villivakkam,3
6,65,"Ganesh Nagar I Street  Ganesh Nagar Ring Rd, Kolathur",Kolathur,3
6,65,"Ganesh Nagar I Street  Villivakkam  Ganesh Nagar  Janakiram Reddy Colony , Kolathur",Kolathur,2
6,65,"Ganesh Nagar Ii Street  Ganesh Nagar Ring Rd, Kolathur",Kolathur,3
6,65,"Ganesh Nagar Ii Street  Villivakkam  Ganesh Nagar  Janakiram Reddy Colony , Kolathur",Kolathur,1
6,65,"Ganesh Nagar Iii Street  Ganesh Nagar Ring Rd, Kolathur",Kolathur,1
6,65,"Ganesh Nagar Iii Street  Villivakkam  Ganesh Nagar  Janakiram Reddy Colony , Kolathur",Kolathur,4
6,65,"Ganesh Nagar Iv Street  Ganesh Nagar Ring Rd, Kolathur",Kolathur,2
6,65,"Ganesh Nagar Iv Street  Villivakkam  Ganesh Nagar  Janakiram Reddy Colony , Kolathur",Kolathur,2
6,65,"Ganga Street Rajaji Nagar  Rajaji Nagar, Kunnur",Kunnur,8
6,65,"Harbour Colony I Street  Harbour Colony, Kolathur",Kolathur,6
6,65,"Harbour Colony Ii Street  Harbour Colony, Kolathur",Kolathur,7
6,65,"Hussain Colony I Street  Hussain Colony, Kolathur",Kolathur,4
6,65,"Hussain Colony Iii Street  Hussain Colony, Kolathur",Kolathur,4
6,65,"Hussain Colony Iv Street  Hussain Colony, Kolathur",Kolathur,5
6,65,"Hussain Colony V Street  Hussain Colony, Kolathur",Kolathur,11
6,65,"Hussain Colony Vi Street  Hussain Colony, Kolathur",Kolathur,5
6,65,"Janagiram Reddy Colony Extn.  I Street  Janakiram Reddy Colony Extn, Kunnur",Kunnur,4
6,65,"Janagiram Reddy Colony Ii Street  Janakiram Reddy Colony Extn, Kunnur",Kunnur,1
6,65,"Janakiram Colony I Street  Janakiram Colony, Kolathur",Kolathur,1
6,65,"Janakiram Colony Ii Street  Janakiram Colony, Kolathur",Kolathur,5
6,65,"Janakiram Colony Iii Street  Janakiram Colony, Kolathur",Kolathur,3
6,65,"Janakiram Colony Iv Street  Janakiram Colony, Kolathur",Kolathur,2
6,65,"Janakiram Colony Main Road  Janakiram Nagar, Kolathur",Kolathur,11
6,65,"Janakiram Colony V Street  Janakiram Colony, Kolathur",Kolathur,4
6,65,"Jayanthi Nagar I Cross Street  Jayanthi Nagar, Kolathur",Kolathur,1
6,65,"Jayanthi Nagar Main Road  Jayanthi Nagar, Kolathur",Kolathur,11
6,65,"Jothi Avenue Rajaji Nagar  Rajaji Nagar, Kunnur",Kunnur,3
6,65,"K.K. Nagar I Street  K.K.Nagar, Kunnur",Kunnur,4
6,65,"K.K. Nagar Ii Street  K.K.Nagar, Kunnur",Kunnur,4
6,65,"K.K. Nagar Iii Street  K.K.Nagar, Kunnur",Kunnur,3
6,65,"K.K. Nagar Iv Street  K.K.Nagar, Kunnur",Kunnur,2
6,65,"KADAPPAH  ROAD, LAKSHMIPURAM  ;13:55, LAKSHMIPURAM - MADHAVARAM",LAKSHMIPURAM - MADHAVARAM,6
6,65,"KANNAKI STREET  Thiruvallur Nagar, Kolathur",Kolathur,7
6,65,"KANNIAMMAN KOVIL STREET  KADAPPA ROAD, MADHAVARAM",MADHAVARAM,3
6,65,"Kalamegam   Street  Rajaji Nagar, Kunnur",Kunnur,3
6,65,"Kamaraj Nagar South I Street  Kamaraj Nagar, Kunnur",Kunnur,4
6,65,"Kamaraj Street Rajaji Nagar  Rajaji Nagar, Kunnur",Kunnur,13
6,65,"Kambar Nagar 2nd Cross Street  Kambar Nagar, Kunnur",Kunnur,2
6,65,"Kambar Nagar I Street  Kambar Nagar, Kunnur",Kunnur,4
6,65,"Kambar Nagar Ii Street  Kambar Nagar, Kunnur",Kunnur,7
6,65,"Kambar Nagar Iii Street  Kambar Nagar, Kunnur",Kunnur,5
6,65,"Kambar Nagar Iv Street  Kambar Nagar, Kunnur",Kunnur,3
6,65,"Kambar Nagar Valmigi Street  Kambar Nagar, Kunnur",Kunnur,16
6,65,"Kambar Nagar Vi Street  Kambar Nagar, Kunnur",Kunnur,7
6,65,"Kambar Nagar Vii Street  Kambar Nagar, Kunnur",Kunnur,3
6,65,"Kaveri Street Rajaji Nagar  Rajaji Nagar, Kunnur",Kunnur,12
6,65,"Kolathur Indira Nagar Slum I Street  Indira Nagar, Kolathur",Kolathur,8
6,65,"Kolathur Indira Ngr Slum Iii Street  Indira Nagar, Kolathur",Kolathur,3
6,65,"Krishna Nagar Bhavani 1st Street  Krishna Nagar, Kolathur",Kolathur,2
