Date,City,Price,Type
2017-06-16,Chennai,68.02,Petrol
2017-06-17,Chennai,67.76,Petrol
2017-06-18,Chennai,67.42,Petrol
2017-06-19,Chennai,67.14,Petrol
2017-06-20,Chennai,67.04,Petrol
2017-06-21,Chennai,67.04,Petrol
2017-06-22,Chennai,66.93,Petrol
2017-06-23,Chennai,66.7,Petrol
2017-06-24,Chennai,66.45,Petrol
2017-06-25,Chennai,66.15,Petrol
2017-06-26,Chennai,65.98,Petrol
2017-06-27,Chennai,65.89,Petrol
2017-06-28,Chennai,65.9,Petrol
2017-06-29,Chennai,65.9,Petrol
2017-06-30,Chennai,65.74,Petrol
2017-07-01,Chennai,65.46,Petrol
2017-07-02,Chennai,65.44,Petrol
2017-07-03,Chennai,65.51,Petrol
2017-07-04,Chennai,65.46,Petrol
2017-07-05,Chennai,65.46,Petrol
2017-07-06,Chennai,65.58,Petrol
2017-07-07,Chennai,65.72,Petrol
2017-07-08,Chennai,65.86,Petrol
2017-07-09,Chennai,66.05,Petrol
2017-07-10,Chennai,66.25,Petrol
2017-07-11,Chennai,66.38,Petrol
2017-07-12,Chennai,66.38,Petrol
2017-07-13,Chennai,66.36,Petrol
2017-07-14,Chennai,66.34,Petrol
2017-07-15,Chennai,66.49,Petrol
2017-07-16,Chennai,66.57,Petrol
2017-07-17,Chennai,66.61,Petrol
2017-07-18,Chennai,66.67,Petrol
2017-07-19,Chennai,66.67,Petrol
2017-07-20,Chennai,66.72,Petrol
2017-07-21,Chennai,66.75,Petrol
2017-07-22,Chennai,66.77,Petrol
2017-07-23,Chennai,66.88,Petrol
2017-07-24,Chennai,67.01,Petrol
2017-07-25,Chennai,67.05,Petrol
2017-07-26,Chennai,67.06,Petrol
2017-07-27,Chennai,67.07,Petrol
2017-07-28,Chennai,67.18,Petrol
2017-07-29,Chennai,67.37,Petrol
2017-07-30,Chennai,67.51,Petrol
2017-07-31,Chennai,67.78,Petrol
2017-08-01,Chennai,67.71,Petrol
2017-08-02,Chennai,67.78,Petrol
2017-08-03,Chennai,68.02,Petrol
2017-08-04,Chennai,68.34,Petrol
2017-08-05,Chennai,68.64,Petrol
2017-08-06,Chennai,68.88,Petrol
2017-08-07,Chennai,69.03,Petrol
2017-08-08,Chennai,69.13,Petrol
2017-08-09,Chennai,69.2,Petrol
2017-08-10,Chennai,69.35,Petrol
2017-08-11,Chennai,69.68,Petrol
2017-08-12,Chennai,69.92,Petrol
2017-08-13,Chennai,70.19,Petrol
2017-08-14,Chennai,70.4,Petrol
2017-08-15,Chennai,70.53,Petrol
2017-08-16,Chennai,70.59,Petrol
2017-08-17,Chennai,70.7,Petrol
2017-08-18,Chennai,70.76,Petrol
2017-08-19,Chennai,70.83,Petrol
2017-08-20,Chennai,70.85,Petrol
2017-08-21,Chennai,71.01,Petrol
2017-08-22,Chennai,71.15,Petrol
2017-08-23,Chennai,71.22,Petrol
2017-08-24,Chennai,71.37,Petrol
2017-08-25,Chennai,71.51,Petrol
2017-08-26,Chennai,71.52,Petrol
2017-08-27,Chennai,71.56,Petrol
2017-08-28,Chennai,71.6,Petrol
2017-08-29,Chennai,71.62,Petrol
2017-08-30,Chennai,71.62,Petrol
2017-08-31,Chennai,71.66,Petrol
2017-09-01,Chennai,71.78,Petrol
2017-09-02,Chennai,71.95,Petrol
2017-09-03,Chennai,72.08,Petrol
2017-09-04,Chennai,72.2,Petrol
2017-09-05,Chennai,72.25,Petrol
2017-09-06,Chennai,72.25,Petrol
2017-09-07,Chennai,72.34,Petrol
2017-09-08,Chennai,72.44,Petrol
2017-09-09,Chennai,72.58,Petrol
2017-09-10,Chennai,72.73,Petrol
2017-09-11,Chennai,72.87,Petrol
2017-09-12,Chennai,72.95,Petrol
2017-09-13,Chennai,72.95,Petrol
2017-09-14,Chennai,72.97,Petrol
2017-09-15,Chennai,73.01,Petrol
2017-09-16,Chennai,73.06,Petrol
2017-09-17,Chennai,73.09,Petrol
2017-09-18,Chennai,73.09,Petrol
2017-09-19,Chennai,73.1,Petrol
2017-09-20,Chennai,73.1,Petrol
2017-09-21,Chennai,73.1,Petrol
2017-09-22,Chennai,73.05,Petrol
2017-09-23,Chennai,73.0,Petrol
2017-09-24,Chennai,72.97,Petrol
2017-09-25,Chennai,72.99,Petrol
2017-09-26,Chennai,72.99,Petrol
2017-09-27,Chennai,72.99,Petrol
2017-09-28,Chennai,73.04,Petrol
2017-09-29,Chennai,73.15,Petrol
2017-09-30,Chennai,73.25,Petrol
2017-10-01,Chennai,73.36,Petrol
2017-10-02,Chennai,73.43,Petrol
2017-10-03,Chennai,73.48,Petrol
2017-10-04,Chennai,70.85,Petrol
2017-10-05,Chennai,70.85,Petrol
2017-10-06,Chennai,70.83,Petrol
2017-10-07,Chennai,70.82,Petrol
2017-10-08,Chennai,70.86,Petrol
2017-10-09,Chennai,70.93,Petrol
2017-10-10,Chennai,70.93,Petrol
2017-10-11,Chennai,70.96,Petrol
2017-10-12,Chennai,70.93,Petrol
2017-10-13,Chennai,70.9,Petrol
2017-10-14,Chennai,70.85,Petrol
2017-10-15,Chennai,70.8,Petrol
2017-10-16,Chennai,70.76,Petrol
2017-10-17,Chennai,70.73,Petrol
2017-10-18,Chennai,70.73,Petrol
2017-10-19,Chennai,70.8,Petrol
2017-10-20,Chennai,70.87,Petrol
2017-10-21,Chennai,70.92,Petrol
2017-10-22,Chennai,71.06,Petrol
2017-10-23,Chennai,71.08,Petrol
2017-10-24,Chennai,71.08,Petrol
2017-10-25,Chennai,71.1,Petrol
2017-10-26,Chennai,71.14,Petrol
2017-10-27,Chennai,71.21,Petrol
2017-10-28,Chennai,71.34,Petrol
2017-10-29,Chennai,71.42,Petrol
2017-10-30,Chennai,71.58,Petrol
2017-10-31,Chennai,71.64,Petrol
2017-11-01,Chennai,71.65,Petrol
2017-11-02,Chennai,71.77,Petrol
2017-11-03,Chennai,71.86,Petrol
2017-11-04,Chennai,72.0,Petrol
2017-11-05,Chennai,72.08,Petrol
2017-11-06,Chennai,72.23,Petrol
2017-11-07,Chennai,72.35,Petrol
2017-11-08,Chennai,72.35,Petrol
2017-11-09,Chennai,72.4,Petrol
2017-11-10,Chennai,72.4,Petrol
2017-11-11,Chennai,72.36,Petrol
2017-11-12,Chennai,72.33,Petrol
2017-11-13,Chennai,72.33,Petrol
2017-11-14,Chennai,72.27,Petrol
2017-11-15,Chennai,72.22,Petrol
2017-11-16,Chennai,72.19,Petrol
2017-11-17,Chennai,72.15,Petrol
2017-11-18,Chennai,72.1,Petrol
2017-11-19,Chennai,72.07,Petrol
2017-11-20,Chennai,72.04,Petrol
2017-11-21,Chennai,72.06,Petrol
2017-11-22,Chennai,72.01,Petrol
2017-11-23,Chennai,71.96,Petrol
2017-11-24,Chennai,71.94,Petrol
2017-11-25,Chennai,71.88,Petrol
2017-11-26,Chennai,71.84,Petrol
2017-11-27,Chennai,71.8,Petrol
2017-11-28,Chennai,71.78,Petrol
2017-11-29,Chennai,71.78,Petrol
2017-11-30,Chennai,71.76,Petrol
2017-12-01,Chennai,71.74,Petrol
2017-12-02,Chennai,71.74,Petrol
2017-12-03,Chennai,71.75,Petrol
2017-12-04,Chennai,71.75,Petrol
2017-12-05,Chennai,71.77,Petrol
2017-12-06,Chennai,71.76,Petrol
2017-12-07,Chennai,71.75,Petrol
2017-12-08,Chennai,71.7,Petrol
2017-12-09,Chennai,71.69,Petrol
2017-12-10,Chennai,71.66,Petrol
2017-12-11,Chennai,71.63,Petrol
2017-12-12,Chennai,71.6,Petrol
2017-12-13,Chennai,71.58,Petrol
2017-12-14,Chennai,71.58,Petrol
2017-12-15,Chennai,71.61,Petrol
2017-12-16,Chennai,71.64,Petrol
2017-12-17,Chennai,71.66,Petrol
2017-12-18,Chennai,71.7,Petrol
2017-12-19,Chennai,71.79,Petrol
2017-12-20,Chennai,71.87,Petrol
2017-12-21,Chennai,71.95,Petrol
2017-12-22,Chennai,72.03,Petrol
2017-12-23,Chennai,72.12,Petrol
2017-12-24,Chennai,72.09,Petrol
2017-12-25,Chennai,72.19,Petrol
2017-12-26,Chennai,72.17,Petrol
2017-12-27,Chennai,72.26,Petrol
2017-12-28,Chennai,72.36,Petrol
2017-12-29,Chennai,72.45,Petrol
2017-12-30,Chennai,72.49,Petrol
2017-12-31,Chennai,72.53,Petrol
2018-01-01,Chennai,72.53,Petrol
2018-01-02,Chennai,72.53,Petrol
2018-01-03,Chennai,72.53,Petrol
2018-01-04,Chennai,72.53,Petrol
2018-01-05,Chennai,72.55,Petrol
2018-01-06,Chennai,72.69,Petrol
2018-01-07,Chennai,72.85,Petrol
2018-01-08,Chennai,73.01,Petrol
2018-01-09,Chennai,73.12,Petrol
2018-01-10,Chennai,73.21,Petrol
2018-01-11,Chennai,73.25,Petrol
2018-01-12,Chennai,73.33,Petrol
2018-01-13,Chennai,73.53,Petrol
2018-01-14,Chennai,73.67,Petrol
2018-01-15,Chennai,73.8,Petrol
2018-01-16,Chennai,73.89,Petrol
2018-01-17,Chennai,74.02,Petrol
2018-01-18,Chennai,74.2,Petrol
2018-01-19,Chennai,74.35,Petrol
2018-01-20,Chennai,74.55,Petrol
2018-01-21,Chennai,74.75,Petrol
2018-01-22,Chennai,74.91,Petrol
2018-01-23,Chennai,75.06,Petrol
2018-01-24,Chennai,75.12,Petrol
2018-01-25,Chennai,75.18,Petrol
2018-01-26,Chennai,75.33,Petrol
2018-01-27,Chennai,75.42,Petrol
2018-01-28,Chennai,75.47,Petrol
2018-01-29,Chennai,75.55,Petrol
2018-01-30,Chennai,75.63,Petrol
2018-01-31,Chennai,75.63,Petrol
2018-02-01,Chennai,75.77,Petrol
2018-02-02,Chennai,75.82,Petrol
2018-02-03,Chennai,75.81,Petrol
2018-02-04,Chennai,75.88,Petrol
2018-02-05,Chennai,76.04,Petrol
2018-02-06,Chennai,76.12,Petrol
2018-02-07,Chennai,76.12,Petrol
2018-02-08,Chennai,76.11,Petrol
2018-02-09,Chennai,76.08,Petrol
2018-02-10,Chennai,76.06,Petrol
2018-02-11,Chennai,75.95,Petrol
2018-02-12,Chennai,75.73,Petrol
2018-02-13,Chennai,75.65,Petrol
2018-02-14,Chennai,75.65,Petrol
2018-02-15,Chennai,75.49,Petrol
2018-02-16,Chennai,75.21,Petrol
2018-02-17,Chennai,74.91,Petrol
2018-02-18,Chennai,74.74,Petrol
2018-02-19,Chennai,74.58,Petrol
2018-02-20,Chennai,74.38,Petrol
2018-02-21,Chennai,74.37,Petrol
2018-02-22,Chennai,74.35,Petrol
2018-02-23,Chennai,74.25,Petrol
2018-02-24,Chennai,74.16,Petrol
2018-02-25,Chennai,74.14,Petrol
2018-02-26,Chennai,74.17,Petrol
2018-02-27,Chennai,74.15,Petrol
2018-02-28,Chennai,74.15,Petrol
2018-03-01,Chennai,74.21,Petrol
2018-03-02,Chennai,74.4,Petrol
2018-03-03,Chennai,74.66,Petrol
2018-03-04,Chennai,74.94,Petrol
2018-03-05,Chennai,75.0,Petrol
2018-03-06,Chennai,75.07,Petrol
2018-03-07,Chennai,75.07,Petrol
2018-03-08,Chennai,75.07,Petrol
2018-03-09,Chennai,75.12,Petrol
2018-03-10,Chennai,75.15,Petrol
2018-03-11,Chennai,75.17,Petrol
2018-03-12,Chennai,75.14,Petrol
2018-03-13,Chennai,75.16,Petrol
2018-03-14,Chennai,75.16,Petrol
2018-03-15,Chennai,75.14,Petrol
2018-03-16,Chennai,75.05,Petrol
2018-03-17,Chennai,74.95,Petrol
2018-03-18,Chennai,74.87,Petrol
2018-03-19,Chennai,74.86,Petrol
2018-03-20,Chennai,74.87,Petrol
2018-03-21,Chennai,74.87,Petrol
2018-03-22,Chennai,74.94,Petrol
2018-03-23,Chennai,74.98,Petrol
2018-03-24,Chennai,75.06,Petrol
2018-03-25,Chennai,75.24,Petrol
2018-03-26,Chennai,75.49,Petrol
2018-03-27,Chennai,75.61,Petrol
2018-03-28,Chennai,75.61,Petrol
2018-03-29,Chennai,75.8,Petrol
2018-03-30,Chennai,76.04,Petrol
2018-03-31,Chennai,76.29,Petrol
2018-04-01,Chennai,76.48,Petrol
2018-04-02,Chennai,76.59,Petrol
2018-04-03,Chennai,76.72,Petrol
2018-04-04,Chennai,76.72,Petrol
2018-04-05,Chennai,76.75,Petrol
2018-04-06,Chennai,76.75,Petrol
2018-04-07,Chennai,76.77,Petrol
2018-04-08,Chennai,76.8,Petrol
2018-04-09,Chennai,76.76,Petrol
2018-04-10,Chennai,76.75,Petrol
2018-04-11,Chennai,76.75,Petrol
2018-04-12,Chennai,76.71,Petrol
2018-04-13,Chennai,76.67,Petrol
2018-04-14,Chennai,76.69,Petrol
2018-04-15,Chennai,76.75,Petrol
2018-04-16,Chennai,76.79,Petrol
2018-04-17,Chennai,76.79,Petrol
2018-04-18,Chennai,76.79,Petrol
2018-04-19,Chennai,76.84,Petrol
2018-04-20,Chennai,76.85,Petrol
2018-04-21,Chennai,76.99,Petrol
2018-04-22,Chennai,77.19,Petrol
2018-04-23,Chennai,77.29,Petrol
2018-04-24,Chennai,77.43,Petrol
2018-04-25,Chennai,77.43,Petrol
2018-04-26,Chennai,77.43,Petrol
2018-04-27,Chennai,77.43,Petrol
2018-04-28,Chennai,77.43,Petrol
2018-04-29,Chennai,77.43,Petrol
2018-04-30,Chennai,77.43,Petrol
2018-05-01,Chennai,77.43,Petrol
2018-05-02,Chennai,77.43,Petrol
2018-05-03,Chennai,77.43,Petrol
2018-05-04,Chennai,77.43,Petrol
2018-05-05,Chennai,77.43,Petrol
2018-05-06,Chennai,77.43,Petrol
2018-05-07,Chennai,77.43,Petrol
2018-05-08,Chennai,77.43,Petrol
2018-05-09,Chennai,77.43,Petrol
2018-05-10,Chennai,77.43,Petrol
2018-05-11,Chennai,77.43,Petrol
2018-05-12,Chennai,77.43,Petrol
2018-05-13,Chennai,77.43,Petrol
2018-05-14,Chennai,77.61,Petrol
2018-05-15,Chennai,77.77,Petrol
2018-05-16,Chennai,77.93,Petrol
2018-05-17,Chennai,78.16,Petrol
2018-05-18,Chennai,78.46,Petrol
2018-05-19,Chennai,78.78,Petrol
2018-05-20,Chennai,79.13,Petrol
2018-05-21,Chennai,79.47,Petrol
2018-05-22,Chennai,79.79,Petrol
2018-05-23,Chennai,80.11,Petrol
2018-05-24,Chennai,80.42,Petrol
2018-05-25,Chennai,80.8,Petrol
2018-05-26,Chennai,80.95,Petrol
2018-05-27,Chennai,81.11,Petrol
2018-05-28,Chennai,81.26,Petrol
2018-05-29,Chennai,81.43,Petrol
2018-05-30,Chennai,81.42,Petrol
2018-05-31,Chennai,81.35,Petrol
2018-06-01,Chennai,81.28,Petrol
2018-06-02,Chennai,81.19,Petrol
2018-06-03,Chennai,81.09,Petrol
2018-06-04,Chennai,80.94,Petrol
2018-06-05,Chennai,80.8,Petrol
2018-06-06,Chennai,80.68,Petrol
2018-06-07,Chennai,80.59,Petrol
2018-06-08,Chennai,80.37,Petrol
2018-06-09,Chennai,79.95,Petrol
2018-06-10,Chennai,79.69,Petrol
2018-06-11,Chennai,79.48,Petrol
2018-06-12,Chennai,79.33,Petrol
2018-06-13,Chennai,79.33,Petrol
2018-06-14,Chennai,79.33,Petrol
2018-06-15,Chennai,79.24,Petrol
2018-06-16,Chennai,79.24,Petrol
2018-06-17,Chennai,79.24,Petrol
2018-06-18,Chennai,79.24,Petrol
2018-06-19,Chennai,79.16,Petrol
2018-06-20,Chennai,79.16,Petrol
2018-06-21,Chennai,79.04,Petrol
2018-06-22,Chennai,78.89,Petrol
2018-06-23,Chennai,78.8,Petrol
2018-06-24,Chennai,78.65,Petrol
2018-06-25,Chennai,78.55,Petrol
2018-06-26,Chennai,78.4,Petrol
2018-06-27,Chennai,78.4,Petrol
2018-06-28,Chennai,78.4,Petrol
2018-06-29,Chennai,78.4,Petrol
2018-06-30,Chennai,78.4,Petrol
2018-07-01,Chennai,78.4,Petrol
2018-07-02,Chennai,78.4,Petrol
2018-07-03,Chennai,78.4,Petrol
2018-07-04,Chennai,78.4,Petrol
2018-07-05,Chennai,78.57,Petrol
2018-07-06,Chennai,78.72,Petrol
2018-07-07,Chennai,78.85,Petrol
2018-07-08,Chennai,79.01,Petrol
2018-07-09,Chennai,79.25,Petrol
2018-07-10,Chennai,79.43,Petrol
2018-07-11,Chennai,79.43,Petrol
2018-07-12,Chennai,79.49,Petrol
2018-07-13,Chennai,79.67,Petrol
2018-07-14,Chennai,79.87,Petrol
2018-07-15,Chennai,79.87,Petrol
2018-07-16,Chennai,79.76,Petrol
2018-07-17,Chennai,79.76,Petrol
2018-07-18,Chennai,79.76,Petrol
2018-07-19,Chennai,79.76,Petrol
2018-07-20,Chennai,79.59,Petrol
2018-07-21,Chennai,79.43,Petrol
2018-07-22,Chennai,79.33,Petrol
2018-07-23,Chennai,79.25,Petrol
2018-07-24,Chennai,79.18,Petrol
2018-07-25,Chennai,79.18,Petrol
2018-07-26,Chennai,79.18,Petrol
2018-07-27,Chennai,79.18,Petrol
2018-07-28,Chennai,79.11,Petrol
2018-07-29,Chennai,79.11,Petrol
2018-07-30,Chennai,79.2,Petrol
2018-07-31,Chennai,79.26,Petrol
2018-08-01,Chennai,79.26,Petrol
2018-08-02,Chennai,79.39,Petrol
2018-08-03,Chennai,79.46,Petrol
2018-08-04,Chennai,79.68,Petrol
2018-08-05,Chennai,79.83,Petrol
2018-08-06,Chennai,79.96,Petrol
2018-08-07,Chennai,80.05,Petrol
2018-08-08,Chennai,80.05,Petrol
2018-08-09,Chennai,80.05,Petrol
2018-08-10,Chennai,80.13,Petrol
2018-08-11,Chennai,80.23,Petrol
2018-08-12,Chennai,80.23,Petrol
2018-08-13,Chennai,80.14,Petrol
2018-08-14,Chennai,80.14,Petrol
2018-08-15,Chennai,80.14,Petrol
2018-08-16,Chennai,80.19,Petrol
2018-08-17,Chennai,80.19,Petrol
2018-08-18,Chennai,80.28,Petrol
2018-08-19,Chennai,80.4,Petrol
2018-08-20,Chennai,80.5,Petrol
2018-08-21,Chennai,80.59,Petrol
2018-08-22,Chennai,80.59,Petrol
2018-08-23,Chennai,80.59,Petrol
2018-08-24,Chennai,80.69,Petrol
2018-08-25,Chennai,80.69,Petrol
2018-08-26,Chennai,80.8,Petrol
2018-08-27,Chennai,80.94,Petrol
2018-08-28,Chennai,81.09,Petrol
2018-08-29,Chennai,81.22,Petrol
2018-08-30,Chennai,81.35,Petrol
2018-08-31,Chennai,81.58,Petrol
2018-09-01,Chennai,81.75,Petrol
2018-09-02,Chennai,81.92,Petrol
2018-09-03,Chennai,82.24,Petrol
2018-09-04,Chennai,82.41,Petrol
2018-09-05,Chennai,82.41,Petrol
2018-09-06,Chennai,82.62,Petrol
2018-09-07,Chennai,83.13,Petrol
2018-09-08,Chennai,83.54,Petrol
2018-09-09,Chennai,83.66,Petrol
2018-09-10,Chennai,83.91,Petrol
2018-09-11,Chennai,84.05,Petrol
2018-09-12,Chennai,84.05,Petrol
2018-09-13,Chennai,84.19,Petrol
2018-09-14,Chennai,84.49,Petrol
2018-09-15,Chennai,84.85,Petrol
2018-09-16,Chennai,85.15,Petrol
2018-09-17,Chennai,85.31,Petrol
2018-09-18,Chennai,85.41,Petrol
2018-09-19,Chennai,85.41,Petrol
2018-09-20,Chennai,85.48,Petrol
2018-09-21,Chennai,85.58,Petrol
2018-09-22,Chennai,85.69,Petrol
2018-09-23,Chennai,85.87,Petrol
2018-09-24,Chennai,85.99,Petrol
2018-09-25,Chennai,86.13,Petrol
2018-09-26,Chennai,86.13,Petrol
2018-09-27,Chennai,86.28,Petrol
2018-09-28,Chennai,86.51,Petrol
2018-09-29,Chennai,86.7,Petrol
2018-09-30,Chennai,86.8,Petrol
2018-10-01,Chennai,87.05,Petrol
2018-10-02,Chennai,87.18,Petrol
2018-10-03,Chennai,87.18,Petrol
2018-10-04,Chennai,87.33,Petrol
2018-10-05,Chennai,84.7,Petrol
2018-10-06,Chennai,84.89,Petrol
2018-10-07,Chennai,85.04,Petrol
2018-10-08,Chennai,85.26,Petrol
2018-10-09,Chennai,85.5,Petrol
2018-10-10,Chennai,85.5,Petrol
2018-10-11,Chennai,85.61,Petrol
2018-10-12,Chennai,85.73,Petrol
2018-10-13,Chennai,85.92,Petrol
2018-10-14,Chennai,85.99,Petrol
2018-10-15,Chennai,85.99,Petrol
2018-10-16,Chennai,86.1,Petrol
2018-10-17,Chennai,86.1,Petrol
2018-10-18,Chennai,85.88,Petrol
2018-10-19,Chennai,85.63,Petrol
2018-10-20,Chennai,85.22,Petrol
2018-10-21,Chennai,84.96,Petrol
2018-10-22,Chennai,84.64,Petrol
2018-10-23,Chennai,84.53,Petrol
2018-10-24,Chennai,84.44,Petrol
2018-10-25,Chennai,84.28,Petrol
2018-10-26,Chennai,84.02,Petrol
2018-10-27,Chennai,83.6,Petrol
2018-10-28,Chennai,83.18,Petrol
2018-10-29,Chennai,82.86,Petrol
2018-10-30,Chennai,82.65,Petrol
2018-10-31,Chennai,82.65,Petrol
2018-11-01,Chennai,82.46,Petrol
2018-11-02,Chennai,82.26,Petrol
2018-11-03,Chennai,82.06,Petrol
2018-11-04,Chennai,81.84,Petrol
2018-11-05,Chennai,81.61,Petrol
2018-11-06,Chennai,81.46,Petrol
2018-11-07,Chennai,81.46,Petrol
2018-11-08,Chennai,81.24,Petrol
2018-11-09,Chennai,81.08,Petrol
2018-11-10,Chennai,80.9,Petrol
2018-11-11,Chennai,80.73,Petrol
2018-11-12,Chennai,80.56,Petrol
2018-11-13,Chennai,80.42,Petrol
2018-11-14,Chennai,80.42,Petrol
2018-11-15,Chennai,80.26,Petrol
2018-11-16,Chennai,80.07,Petrol
2018-11-17,Chennai,79.87,Petrol
2018-11-18,Chennai,79.66,Petrol
2018-11-19,Chennai,79.46,Petrol
2018-11-20,Chennai,79.31,Petrol
2018-11-21,Chennai,79.31,Petrol
2018-11-22,Chennai,78.88,Petrol
2018-11-23,Chennai,78.46,Petrol
2018-11-24,Chennai,78.12,Petrol
2018-11-25,Chennai,77.69,Petrol
2018-11-26,Chennai,77.32,Petrol
2018-11-27,Chennai,76.88,Petrol
2018-11-28,Chennai,76.35,Petrol
2018-11-29,Chennai,76.01,Petrol
2018-11-30,Chennai,75.62,Petrol
2018-12-01,Chennai,75.26,Petrol
2018-12-02,Chennai,74.94,Petrol
2018-12-03,Chennai,74.63,Petrol
2018-12-04,Chennai,74.41,Petrol
2018-12-05,Chennai,74.41,Petrol
2018-12-06,Chennai,73.99,Petrol
2018-12-07,Chennai,73.57,Petrol
2018-12-08,Chennai,73.33,Petrol
2018-12-09,Chennai,73.18,Petrol
2018-12-10,Chennai,72.92,Petrol
2018-12-11,Chennai,72.82,Petrol
2018-12-12,Chennai,72.82,Petrol
2018-12-13,Chennai,72.94,Petrol
2018-12-14,Chennai,72.94,Petrol
2018-12-15,Chennai,72.99,Petrol
2018-12-16,Chennai,72.99,Petrol
2018-12-17,Chennai,73.19,Petrol
2018-12-18,Chennai,73.29,Petrol
2018-12-19,Chennai,73.29,Petrol
2018-12-20,Chennai,73.29,Petrol
2018-12-21,Chennai,73.11,Petrol
2018-12-22,Chennai,72.91,Petrol
2018-12-23,Chennai,72.7,Petrol
2018-12-24,Chennai,72.48,Petrol
2018-12-25,Chennai,72.41,Petrol
2018-12-26,Chennai,72.41,Petrol
2018-12-27,Chennai,72.36,Petrol
2018-12-28,Chennai,72.16,Petrol
2018-12-29,Chennai,71.85,Petrol
2018-12-30,Chennai,71.62,Petrol
2018-12-31,Chennai,71.41,Petrol
2019-01-01,Chennai,71.22,Petrol
2019-01-02,Chennai,71.22,Petrol
2019-01-03,Chennai,71.22,Petrol
2019-01-04,Chennai,71.01,Petrol
2019-01-05,Chennai,70.85,Petrol
2019-01-06,Chennai,70.85,Petrol
2019-01-07,Chennai,71.07,Petrol
2019-01-08,Chennai,71.07,Petrol
2019-01-09,Chennai,71.07,Petrol
2019-01-10,Chennai,71.47,Petrol
2019-01-11,Chennai,71.67,Petrol
2019-01-12,Chennai,71.87,Petrol
2019-01-13,Chennai,72.39,Petrol
2019-01-14,Chennai,72.79,Petrol
2019-01-15,Chennai,73.08,Petrol
2019-01-16,Chennai,73.0,Petrol
2019-01-17,Chennai,73.15,Petrol
2019-01-18,Chennai,73.23,Petrol
2019-01-19,Chennai,73.41,Petrol
2019-01-20,Chennai,73.65,Petrol
2019-01-21,Chennai,73.85,Petrol
2019-01-22,Chennai,73.99,Petrol
2019-01-23,Chennai,73.99,Petrol
2019-01-24,Chennai,73.99,Petrol
2019-01-25,Chennai,73.99,Petrol
2019-01-26,Chennai,73.99,Petrol
2019-01-27,Chennai,73.99,Petrol
2019-01-28,Chennai,73.99,Petrol
2019-01-29,Chennai,73.9,Petrol
2019-01-30,Chennai,73.9,Petrol
2019-01-31,Chennai,73.8,Petrol
2019-02-01,Chennai,73.64,Petrol
2019-02-02,Chennai,73.54,Petrol
2019-02-03,Chennai,73.43,Petrol
2019-02-04,Chennai,73.27,Petrol
2019-02-05,Chennai,73.11,Petrol
2019-02-06,Chennai,73.11,Petrol
2019-02-07,Chennai,73.11,Petrol
2019-02-08,Chennai,73.05,Petrol
2019-02-09,Chennai,72.95,Petrol
2019-02-10,Chennai,72.95,Petrol
2019-02-11,Chennai,73.0,Petrol
2019-02-12,Chennai,73.0,Petrol
2019-02-13,Chennai,73.0,Petrol
2019-02-14,Chennai,73.06,Petrol
2019-02-15,Chennai,73.14,Petrol
2019-02-16,Chennai,73.28,Petrol
2019-02-17,Chennai,73.45,Petrol
2019-02-18,Chennai,73.61,Petrol
2019-02-19,Chennai,73.72,Petrol
2019-02-20,Chennai,73.72,Petrol
2019-02-21,Chennai,73.87,Petrol
2019-02-22,Chennai,74.02,Petrol
2019-02-23,Chennai,74.08,Petrol
2019-02-24,Chennai,74.16,Petrol
2019-02-25,Chennai,74.32,Petrol
2019-02-26,Chennai,74.41,Petrol
2019-02-27,Chennai,74.41,Petrol
2019-02-28,Chennai,74.48,Petrol
2019-03-01,Chennai,74.57,Petrol
2019-03-02,Chennai,74.71,Petrol
2019-03-03,Chennai,74.84,Petrol
2019-03-04,Chennai,74.95,Petrol
2019-03-05,Chennai,75.02,Petrol
2019-03-06,Chennai,75.02,Petrol
2019-03-07,Chennai,75.02,Petrol
2019-03-08,Chennai,75.02,Petrol
2019-03-09,Chennai,75.09,Petrol
2019-03-10,Chennai,75.19,Petrol
2019-03-11,Chennai,75.25,Petrol
2019-03-12,Chennai,75.2,Petrol
2019-03-13,Chennai,75.2,Petrol
2019-03-14,Chennai,75.27,Petrol
2019-03-15,Chennai,75.35,Petrol
2019-03-16,Chennai,75.43,Petrol
2019-03-17,Chennai,75.52,Petrol
2019-03-18,Chennai,75.59,Petrol
2019-03-19,Chennai,75.59,Petrol
2019-03-20,Chennai,75.59,Petrol
2019-03-21,Chennai,75.52,Petrol
2019-03-22,Chennai,75.57,Petrol
2019-03-23,Chennai,75.62,Petrol
2019-03-24,Chennai,75.67,Petrol
2019-03-25,Chennai,75.67,Petrol
2019-03-26,Chennai,75.67,Petrol
2019-03-27,Chennai,75.67,Petrol
2019-03-28,Chennai,75.62,Petrol
2019-03-29,Chennai,75.62,Petrol
2019-03-30,Chennai,75.67,Petrol
2019-03-31,Chennai,75.67,Petrol
2019-04-01,Chennai,75.62,Petrol
2019-04-02,Chennai,75.62,Petrol
2019-04-03,Chennai,75.62,Petrol
2019-04-04,Chennai,75.62,Petrol
2019-04-05,Chennai,75.67,Petrol
2019-04-06,Chennai,75.67,Petrol
2019-04-07,Chennai,75.61,Petrol
2019-04-08,Chennai,75.61,Petrol
2019-04-09,Chennai,75.56,Petrol
2019-04-10,Chennai,75.56,Petrol
2019-04-11,Chennai,75.56,Petrol
2019-04-12,Chennai,75.62,Petrol
