Zone,Div,Type,Location,Address,latitude,longitude,,
4,35,CPS,ERUKKENCHERY,"15, B STREET , J J NAGAR KORUKKUPET CHENNAI - 600 021",13.13668649, 80.24336622],,
4,35,CPS,KODUNGAIYUR,"NO.62 MGR NAGAR 3RD ST, KODUNGAIYUR, CHENNAI - 600 118 ",13.12887158, 80.249420458],,
4,36,CPS,SHARMA NAGAR,"2, 2ND MAIN ROAD,SHARMA NAGAR,CHENNAI - 600 039",13.12117972, 80.245596856],,
4,37,CPS,KANNADASAN  NAGAR,"105, KAMARAJAR SALAI, KODUNGAIYUR CHENNAI - 600 118",13.12486739, 80.267464109],,
4,37,CPS,M G R NAGAR - II,"14,EAST CROSS STREET  MKB NAGAR,CHENNAI -600 039",13.12486739, 80.267464109],,
4,37,CPS,MKB NAGAR,"1, AA SCHEME ROAD CPT COLONY CHENNAI -600 081",13.12486739, 80.267464109],,
4,37,CPS,RAJA RATHINAM  NAGAR,"16,3RD CROSS ST, R R NAGAR CHENNAI - 600 118",13.12486739, 80.267464109],,
4,37,CPS,UDAYASURIYAN  NAGAR,"64,4TH GROSS STREET,MKB NAGAR, UDAYASURIYAN NAGAR,VYASARPADI, CHENNAI -600 039",13.12486739, 80.267464109],,
4,38,CPS,PATEL NAGAR,"4, 4TH STREET, PATEL NAGAR, TONDIARPET, CHENNAI - 600 081",13.13640708, 80.277235534],,
4,39,CPS,CHERIAN NAGAR,"1, IRUSAPPA ST CHERIAN NAGAR CHENNAI - 600 081",13.13851827, 80.296410271],,
4,39,CUGPS,CHERIAN NAGAR,"10 PONNUSAMY ST, CHERIAN NAGAR CHENNAI - 600 021",13.13851827, 80.296410271],,
4,39,CPS,M.P.T COLONY,"125 ANNA SALAI, ERUKENCHERY CHENNAI - 600 118",13.13851827, 80.296410271],,
4,39,CPS,NEWMARKET FARM,"12 PONNUSAMY ST, NEWWASHERMENPET, NEW MARKET FARM CHENNAI - 600 081",13.13851827, 80.296410271],,
4,39,CPS,T.H ROAD,"731 T.H ROAD, NEWWASHERMENPET, CHENNAI - 600 081",13.13851827, 80.296410271],,
4,40,CPS,THIRUVALLUVAR NAGAR,THIRUVALLUVAR QUARTERS TONDAIRPET CHENNAI 600 081,13.13685149, 80.288651947],,
4,41,CPS,ANNA NAGAR,"10, PERIYAR SALAI ANNA NAGAR CHENNAI -600 021",13.12389567, 80.278309188],,
4,41,CPS,J J NAGAR,10 8TH BLOCK KANNADASAN NAGAR CHENNAI -600 118,13.12389567, 80.278309188],,
4,37,CPS,M G R NAGAR - I,"22 MGR NAGAR,VYASARPADI CHENNAI - 600 039",13.12486739, 80.267464109],,
4,42,CPS,SENIAMMAN KOIL STREET,"91, SENIAMMAN KOIL STREET,CHENNAI - 600 081",13.11602472, 80.271969547],,
4,45,CPS,GANESAPURAM,"119, MAYOR KRISHNAMOORTHY NAGAR, CHENNAI - 600 039",13.11010382, 80.261270207],,
4,46,CPS,MAGAZINEPURAM,"1,SATHYA MOORTHY  SALAI, VYASARPADI, CHENNAI -600 039",13.11149547, 80.266305858],,
4,47,CPS,OLK AREA,"NO.41,K.H.ROAD,MEENAMBAL NAGAR,KORUKKUPET,CHENNAI - 600 021",13.10873322, 80.272002695],,
4,47,CPS,HARINARAYANAPURAM,"16 C.B ROAD HARINARAYANAPURAM,  CHENNAI - 600 021               ",13.10873322, 80.272002695],,
5,50,CUGPS,ARTHOON ROAD,"71, ARATHOON ROAD, ROYAPURAM,CHENNAI - 600 013",13.11519452, 80.292768793],,
5,49,CPS,KAPPALPOLU STREET,"NO.40, APPASAMY ST, CHENNAI - 600 021",13.12147756, 80.2869821],,
5,51,CPS,MM STREET 6TH LANE,"NO.48/32, EAST CEMENTRY ROAD,WASHERMENPET,  CHENNAI- 600 021",13.10973901, 80.284546532],,
5,51,CPS,CEMETRY ROAD,"NO.70, CEMENTRY ROAD, CHENNAI - 600 021",13.10973901, 80.284546532],,
5,51,CTBPS,WASHERMANPET,"48/32 EAST CEMETRY ROAD, WASHERMENPET  CHENNAI - 600 021",13.10973901, 80.284546532],,
5,52,CTPS,ANJENAYA NAGAR,"NO.4,O.S.H ROAD, ROYAPURAM,  CHENNAI - 600 013",13.10418939, 80.288987987],,
5,53,CPS,C.B.ROAD,"NO.6, STANELY NAGAR, 6TH ST,C.B.ROAD,CHENNAI - 600 021",13.10586671, 80.272930635],,
5,53,CTBPS,KATHPADA,"NO.32, KATHBADA 3RD CROSS ST,CHENNAI - 600 021",13.10586671, 80.272930635],,
5,53,CPS,BOJARAJA NAGAR,"1, KATHIVAKKAM HIGH ROAD BOJARAJA NAGAR, CHENNAI - 600 021",13.10586671, 80.272930635],,
5,59,CPS,SAIVA MUTHIAH,"CPS SAIVA MUTHIAH  S.M.NAGAR,PALLAVAN SALAI",13.06753392, 80.271598392],,
5,61,CUGPS,T.LIGHTS,"71, L.G. ROAD, THOUSAND LIGHT, CHENNAI - 600 002",13.07533698, 80.254794984],,
5,63,CPS,GOYATHOPE,"25,NAGAPPAN ST, PUDUPET,CHENNAI - 600 002",13.06885962, 80.265768657],,
6,64,CPS,Kolathur - II,1A SCHOOL ROAD VENKAT NAGAR KOLATHUR CHENNAI -600 099 ,13.12947841, 80.214211515],,
6,64,CPS,Kolathur - I,"1,THIRUVEETHI AMMAN KOVIL STREET KOLATHUR CHENNAI - 600 099",13.12947841, 80.214211515],,
6,65,CPS,G.K.M. Colony - II,"32/2A, PUNITHA SAGAYA MADHA STREET GKM COLONY CHENNAI - 600 082",13.11293688, 80.218250482],,
6,65,CPS,Srinivasa Nagar,"34,3RD MAIN ROAD SRINIVASA NAGAR KOLATHUR CHENNAI - 600 099",13.11293688, 80.218250482],,
6,67,CPS,G.K.M. Colony - I,"12,PAPPAMMAL STREET GKM COLONY CHENNAI - 600 082",13.11018658, 80.227497482],,
6,68,CPS,CUPS Sembium,"126/80,MADURAISWAMY MADAM STREET SEMBIUM PERAMBUR CHENNAI - 600 011",13.12124101, 80.223690907],,
6,68,CPS,T.V.K. Nagar,TVK NAGAR SEMBIUM CHENNAI - 600 011,13.12124101, 80.223690907],,
6,68,CPS,Maduraisamy Madam,"126/80,MADURAISWAMY MADAM STREET SEMBIUM PERAMBUR CHENNAI - 600 011",13.12124101, 80.223690907],,
6,70,CPS,A School Road,"2A,SCHOOL ROAD,CHENNAI -600 011",13.11138622, 80.244636312],,
6,70,CPS,Arunthathipalayam,"NO 2,POLLERIAMMAN KOVIL STREET ARUNTHATHI NAGAR,CHENNAI -600 012",13.11138622, 80.244636312],,
6,71,CPS,Mangalapuri,"NO 9,KRISHNA DHASA ROAD,MANGALAPURI,CHENNAI -600 012",13.10396383, 80.243006988],,
6,72,CPS,T.V.K. Nagar 2,"NO 63,TVK NAGAR,3RD STREET PULLIYANTHOPPU,CHENNAI -600 012",13.10482878, 80.265241339],,
6,73,CPS,THIRUVENKATA SAMY ST,"41,THIRUVENKATA  SAMY STREET,  CHENNAI - 600 012",13.10442826, 80.252874288],,
6,73,CPS,AMMAYAMMAL STREET,"51,AMMAYAMMAL ST,  PULIANTHOPE,CHENNAI - 600 012",13.10442826, 80.252874288],,
6,73,CPS,COOKS ROAD,"56,COOKS ROAD,  OTTERI, CHENNAI -600 012",13.10442826, 80.252874288],,
6,73,CPS,VOC PLAY GROUND,"CPS,V.O.C.PLAY GROUND, 143,NEW FERRANCE ROAD,  PATTALAM,CHENNAI - 600 012",13.10442826, 80.252874288],,
6,73,CPS,STRAHANS ROAD,"NO.4.STRAHANS ROAD,PATTALAM, CHENNAI - 600 012",13.10442826, 80.252874288],,
6,75,CPS,CHELLAPPA STREET,"14,CHELLAPA ST, OTTERI, CHENNAI - 600 012",13.09526286, 80.253319959],,
6,76,CUPS,DADASHMAKAN STREET,"CUPS, DADASHMAKAN, 2,KANDASAMY KOIL ST DADASHMAKAN CHENNAI - 600 012",13.09708847, 80.258777556],,
6,76,CTPS,STRAHANS ROAD,"NO.4.STRAHANS ROAD,PATTALAM, CHENNAI - 600 012",13.09708847, 80.258777556],,
6,76,CUGPS,BOGIPALAYAM,"BHOGIPALAYAM, PULIANTHOPE,CHENNAI - 600 012",13.09708847, 80.258777556],,
6,77,CPS,GURUSAMY STREET,"CPS,GURUSAMY NAGAR, 7,SUNDARAPURAM,  PULIANTHOPE  CHENNAI -600 012",13.09739817, 80.268153444],,
8,97,C,P.S. TAGORE NAGAR," VELLALA ST,  AYANAVARAM CHENNAI - 600 023",13.09149822, 80.230628923],,
8,103,CPS,KILPAUK,"NO.9,THIYAGAPPA ST, KILPAUK CHENNAI -600 010",13.08321779, 80.234708687],,
8,102,CPS,MANJAKOLLAI,"NO.14, MANJAKOLLAI, AMINJIKARAI CHENNAI -600 029",13.07670351, 80.223549797],,
8,108,CPS,MCNICHOLS ROAD,"NO.88, MCNICHOLS ROAD, CHETPET, CHENNAI -600 031",13.0667454, 80.215127594],,
8,100,CPS,NSK NAGAR,"NO.21, NSK NAGAR MAIN ROAD, ARUMBAKKAM, NSK NAGAR, CHENNAI -600 106",13.07543777, 80.2161592],,
8,101,CPS,NADUVAKKARAI  NATHAMUNI ST,"NO.1, NATHAMUNI ST, NADUVAKKARAI, ANNA NAGAR, CHENNAI - 600 040",13.0783009, 80.214259012],,
8,,CPS,NADUVAKKARAI  BHARATHI NAGAR,"NO.36, BHARATHI PURAM, SHENOY NAGAR, CHENNAI - 600 030",13.08162831, 80.222378561],,
8,102,CPS,MMDA II,"NO.35,BAGATHSINGH, 2ND ST, O BLOCK,  MMDA-II CHENNAI -600 106",13.07670351, 80.223549797],,
8,108,CPS,SUBBURARAYAN ST,"NO.16, SUBBURAYAN ST, SHENOY NAGAR, CHENNAI - 600 030",13.0667454, 80.215127594],,
8,102,CPS,THAMIZHAR NAGAR,"CEMENTARY ROAD, SHENOY NAGAR, CHENNAI -600 030",13.07670351, 80.223549797],,
8,99,CPS,THILLAIYADI VILLIYAMMAI NAGAR," NO.385, THILLAI VINAYAGAR KOVIL ST,THILLAIYADI VALLIYAMMAI NAGAR,  THIRUMANGALAM CHENNAI -600 040",13.08181139, 80.19910737],,
9,109,CPS,SANKARAPURAM,"NO.45A,SANKARAPURAM MAIN ROAD,CHOOLAIMEDU, CHENNAI- 600 094",13.06354973, 80.227830272],,
9,109,CPS,NAMASIVAYAPURAM,"NAMACHIVAAYAPURAM, CHOOLAIMEDU, CHENNAI -600 094",13.06354973, 80.227830272],,
9,110,CPS,KAMDAR NAGAR,"CPS KAMDAR NAGAR, CHENNAI - 600 034",13.05688995, 80.240656442],,
9,111,CPS,COCHIN HOUSE,"CPS COCHIN HOUSE, THOUSAND LIGHTS, CHENNAI - 600 006",13.05848741, 80.252111312],,
9,112,CPS,VARADARAJAN PET,"CPS VARADARAJANPET, CHENNAI -600 024",13.05982353, 80.230203946],,
9,115,CPS,DR BESANT ROAD,"CHENNAI PRIMARY SCHOOLDR BESANT ROAD,CHENNAI -600 014",13.05218868, 80.266927334],,
9,115,CPS,U MIR SAHIB STREET,"CPS U MIR SAHIB STREET,DR BESENT ROAD, CHENNAI -600 014",13.05218868, 80.266927334],,
9,117,CPS,GIRIAPPA ROAD,"CHENNAI PRIMARY SCHOOL-GIRIAPPA ROAD,CHENNAI -600 017",13.03217314, 80.239218415],,
10,127,CPS,KOYAMBEDU,"7/20, SCHOOL STREET,KOYEMBEDU, CHENNAI - 600 107",13.07144598, 80.201178127],,
10,128,CPS,VIRUGAMBAKKAM,"36,SCHOOL STREET, VIRUGAMBAKKAM", 13.047495566,80.19337045,,
8,96,C,P.S. PALAVAYAL," 1, PALAVAYAL SALAI, AYANPURAM ,CHENNAI - 600 023",13.09862393,80.2310938,,
9,126,CHS,CANAL BANK," 10 CANAL BANK ROAD,  RAJA ANNAMALAI PURAM ,  CHENNAI - 600 028",13.02628262,80.2604549,,
8,97,C,P.S.SOLAISTREET," 10, SOLAI ST, AYANAVARAM CHENNAI - 600 023",13.09149822,80.23062892,,
8,94,C,M.S.VILLIVAKKAM," 22/2, SIVAN KOIL NORTH MADA ST, VILLIVAKKAM CHENNAI -600 049",13.10534151,80.20732288,,
10,127,CHSS,KOYAMBEDU," 7/20, SCHOOL STREET, KOYAMBEDU, CHENNAI-600 107 ",13.07144598,80.20117813,,
9,123,CPS,VANNIA TEYNAMPET,"1, THIRUVALLUR SALAI, TEYNAMPET, CHENNAI -600 018",13.03344511,80.25410104,,
9,119,CMS,BALAJI NAGAR,"10, BALAJI NAGAR, 3RD ST, CHENNAI - 600 014",13.05339419,80.26845358,,
9,126,CPS,CANAL BANK,"10, CANAL BANK ROAD, SINGERI MUTT RD, RA PURAM, CHENNAI - 600 028",13.02628262,80.2604549,,
9,123,CHS,VANNYATENYAMPET,"109, ELADAMAS ROAD  VANNIYA TEYNAMPET, CHENNAI - 600 018",13.03344511,80.25410104,,
9,123,CPS,ALWARPET,"13, BHEEMANA GARDEN STREET, ALWAERPET, CHENNAI -600 018",13.03344511,80.25410104,,
9,124,CPS,SLATER PURAM,"161, SUNMUGAMPILLAI ST, MYLAPORE, CHENNAI -600 004",13.03633875,80.26891858,,
9,123,CPS,T.V.SALAI,"17, APPADURAI ST, T.V SALAI, TEYNAMPET, CHENNAI -600 018",13.03344511,80.25410104,,
9,119,CUMS,PETERS ROAD,"19, PETERS ROAD, ROYAPETTAH, CHENNAI - 600 014",13.05339419,80.26845358,,
9,119,CUMS,PETERS ROAD,"19, PETERS ROAD, ROYAPETTAH,CHENNAI-600 014",13.05339419,80.26845358,,
9,125,CPS,NOCHIKUPPAM,"2, KAMARAJA SALAI, NOCHIKUPPAM, CHENNAI -600 004",13.03808712,80.27819375,,
10,138,CHSS,M.G.R NAGAR,"25,GOVINDASAMI STREET",13.03299471,80.20219513,,
8,104,C,M.S.SUNDARAM,"32, SUNDARAM ST, PURASAIWAKKAM CHENNAI - 600 007",13.08398727,80.25478074,,
9,124,CMS,M.K.AMMAN,"34, RAMAKIRSHANA MAIN RD, MYLAPORE, CHENNAI -600 004",13.03633875,80.26891858,,
9,125,CMS,PROF.SANJEEVI,"46, PROF, SANJEEVI ST, MYLAPORE, CHENNAI -600 004",13.03808712,80.27819375,,
9,123,CMS,T.V.PET,"49, ST.MARY RD, ABIRAMI PURAM, CHENNAI - 600 018",13.03344511,80.25410104,,
9,121,CPS,LLOYDS ROAD,"57 CPS LOYDS ROAD, ROYEPHATTA CHENNAI -600 014",13.04746483,80.26857416,,
9,121,CUPS,MYLAPORE,"57 CPS LOYDS ROAD, ROYEPHATTA CHENNAI -600 015",13.04746483,80.26857416,,
9,121,CUPS,MYLAPORE,"57 CPS LOYDS ROAD, ROYEPHATTA,CHENNAI-600 015",13.04746483,80.26857416,,
9,120,CMS,KRISHNAMPET,"6, BESENTSCHOOL RD, RAM NAGAR, CHENNAI -600 005",13.0510689,80.27505768,,
6,74,CHS,NAMMALWARPET,"64 CHINNABABU ST, NAMMALWARPET,CHENNAI-600 012",13.09484749,80.24521944,,
6,74,CPS,CHINNABABU STREET,"64, CHINNA BABU STREET, NAMMALWARPET,CHENNAI - 600 012",13.09484749,80.24521944,,
9,121,CPS,V.P. KOIL STREET,"77 CPS VP KOIL STREET,  MYLAPORE,  CHENNAI -600 004",13.04746483,80.26857416,,
8,104,CMS,VELLALA ST,"78/150, VELLALA ST,PURASAI CHENNAI -600 084",13.08398727,80.25478074,,
9,126,CMS,SANTHOME,"82, 4TH LINK TRUST STREET, SANTHOME, CHENNAI - 600 028",13.02628262,80.2604549,,
