Month ,Type,City,Rate
2018-08-01,19 Kg,Delhi ,1371.0
2018-08-01,19 Kg,Kolkata,1426
2018-08-01,19 Kg,Kolkata ,1426.0
2018-08-01,19 Kg,Mumbai,1329.5
2018-08-01,19 Kg,Mumbai ,1329.5
2018-07-01,19 Kg,Chennai,1424.5
2018-07-01,19 Kg,Delhi,1328
2018-07-01,19 Kg,Delhi ,1328.0
2018-07-01,19 Kg,Kolkata,1382
2018-07-01,19 Kg,Kolkata ,1382.0
2018-07-01,19 Kg,Mumbai,1286.5
2018-07-01,19 Kg,Mumbai ,1286.5
2018-06-01,19 Kg,Chennai,1334
2018-06-01,19 Kg,Delhi,1244.5
2018-06-01,19 Kg,Delhi ,1244.5
2018-06-01,19 Kg,Kolkata,1291
2018-06-01,19 Kg,Kolkata ,1291.0
2018-06-01,19 Kg,Mumbai,1196.0
2018-06-01,19 Kg,Mumbai ,1196.0
2018-05-01,19 Kg,Chennai,1256
2018-05-01,19 Kg,Delhi,1167.5
2018-05-01,19 Kg,Delhi ,1167.5
2018-05-01,19 Kg,Kolkata,1212
2018-05-01,19 Kg,Kolkata ,1212.0
2018-05-01,19 Kg,Mumbai,1119.0
2018-05-01,19 Kg,Mumbai ,1119.0
2018-04-01,19 Kg,Chennai,1264.5
2018-04-01,19 Kg,Delhi,1176.5
2018-04-01,19 Kg,Delhi ,1176.5
2018-04-01,19 Kg,Kolkata,1220.5
2018-04-01,19 Kg,Kolkata ,1220.5
2018-04-01,19 Kg,Mumbai,1128.0
2018-04-01,19 Kg,Mumbai ,1128.0
2018-03-01,19 Kg,Chennai,1307
2018-03-01,19 Kg,Delhi,1230
2018-03-01,19 Kg,Delhi ,1230.0
2018-03-01,19 Kg,Kolkata,1270.5
2018-03-01,19 Kg,Kolkata ,1270.5
2018-03-01,19 Kg,Mumbai,1181.0
2018-03-01,19 Kg,Mumbai ,1181.0
2018-02-02,19 Kg,Chennai,1387.5
2018-02-02,19 Kg,Delhi,1308.5
2018-02-02,19 Kg,Delhi ,1308.5
2018-02-02,19 Kg,Kolkata,1347.5
2018-02-02,19 Kg,Kolkata ,1347.5
2018-02-02,19 Kg,Mumbai,1260.0
2018-02-02,19 Kg,Mumbai ,1260.0
2018-02-01,19 Kg,Chennai,1384.5
2018-02-01,19 Kg,Delhi,1305.5
2018-02-01,19 Kg,Delhi ,1305.5
2018-02-01,19 Kg,Kolkata,1344.5
2018-02-01,19 Kg,Kolkata ,1344.5
2018-02-01,19 Kg,Mumbai,1257.0
2018-02-01,19 Kg,Mumbai ,1257.0
2018-01-01,19 Kg,Chennai,1389.5
2018-01-01,19 Kg,Delhi,1310
2018-01-01,19 Kg,Delhi ,1310.0
2018-01-01,19 Kg,Kolkata,1347
2018-01-01,19 Kg,Kolkata ,1347.0
2018-01-01,19 Kg,Mumbai,1261.5
2018-01-01,19 Kg,Mumbai ,1261.5
2017-12-01,19 Kg,Chennai,1399
2017-12-01,19 Kg,Delhi,1318.5
2017-12-01,19 Kg,Delhi ,1318.5
2017-12-01,19 Kg,Kolkata,1354
2017-12-01,19 Kg,Kolkata ,1354.0
2017-12-01,19 Kg,Mumbai,1269.5
2017-12-01,19 Kg,Mumbai ,1269.5
2017-11-15,19 Kg,Chennai,No Change
2017-11-15,19 Kg,Delhi,No Change
2017-11-15,19 Kg,Delhi ,1310.5
2017-11-15,19 Kg,Kolkata,No Change
2017-11-15,19 Kg,Kolkata ,1343.5
2017-11-15,19 Kg,Mumbai,1261.5
2017-11-15,19 Kg,Mumbai ,1261.5
2017-11-01,19 Kg,Chennai,1391.5
2017-11-01,19 Kg,Delhi,1310.5
2017-11-01,19 Kg,Delhi ,1310.5
2017-11-01,19 Kg,Kolkata,1343.5
2017-11-01,19 Kg,Kolkata ,1343.5
2017-11-01,19 Kg,Mumbai,1268.5
2017-11-01,19 Kg,Mumbai ,1268.5
2017-10-01,19 Kg,Chennai,1244.5
2017-10-01,19 Kg,Delhi,1164
2017-10-01,19 Kg,Delhi ,1164.0
2017-10-01,19 Kg,Kolkata,1196.5
2017-10-01,19 Kg,Kolkata ,1196.5
2017-10-01,19 Kg,Mumbai,1122.0
2017-10-01,19 Kg,Mumbai ,1122.0
2017-09-30,19 Kg,Chennai,1167
2017-09-30,19 Kg,Delhi,1081
2017-09-30,19 Kg,Delhi ,1081.0
2017-09-30,19 Kg,Kolkata,1120
2017-09-30,19 Kg,Kolkata ,1120.0
2017-09-30,19 Kg,Mumbai,1045.5
2017-09-30,19 Kg,Mumbai ,1045.5
2017-09-01,19 Kg,Chennai,1167
2017-09-01,19 Kg,Delhi,1081
2017-09-01,19 Kg,Delhi ,1081.0
2017-09-01,19 Kg,Kolkata,1120
2017-09-01,19 Kg,Kolkata ,1120.0
2017-09-01,19 Kg,Mumbai,1045.5
2017-09-01,19 Kg,Mumbai ,1045.5
2017-08-01,19 Kg,Chennai,1052
2017-08-01,19 Kg,Delhi,966
2017-08-01,19 Kg,Delhi ,966.0
2017-08-01,19 Kg,Kolkata,1006
2017-08-01,19 Kg,Kolkata ,1006.0
2017-08-01,19 Kg,Mumbai,930.5
2017-08-01,19 Kg,Mumbai ,930.5
2017-07-11,19 Kg,Chennai,No Change
2017-07-11,19 Kg,Delhi,No Change
2017-07-11,19 Kg,Delhi ,1017.5
2017-07-11,19 Kg,Kolkata,No Change
2017-07-11,19 Kg,Kolkata ,1058.0
2017-07-11,19 Kg,Mumbai,982.0
2017-07-11,19 Kg,Mumbai ,982.0
2017-07-01,19 Kg,Chennai,1103
2017-07-01,19 Kg,Delhi,1017.5
2017-07-01,19 Kg,Delhi ,1017.5
2017-07-01,19 Kg,Kolkata,1058
2017-07-01,19 Kg,Kolkata ,1058.0
2017-07-01,19 Kg,Mumbai,998.5
2017-07-01,19 Kg,Mumbai ,998.5
2017-06-01,19 Kg,Chennai,1174.5
2017-06-01,19 Kg,Delhi,996
2017-06-01,19 Kg,Delhi ,996.0
2017-06-01,19 Kg,Kolkata,1053
2017-06-01,19 Kg,Kolkata ,1053.0
2017-06-01,19 Kg,Mumbai,1048.0
2017-06-01,19 Kg,Mumbai ,1048.0
2017-05-01,19 Kg,Chennai,1310
2017-05-01,19 Kg,Delhi,1121
2017-05-01,19 Kg,Delhi ,1121.0
2017-05-01,19 Kg,Kolkata,1179
2017-05-01,19 Kg,Kolkata ,1179.0
2017-05-01,19 Kg,Mumbai,1183.0
2017-05-01,19 Kg,Mumbai ,1183.0
2017-04-01,19 Kg,Chennai,1468
2017-04-01,19 Kg,Delhi,1265.5
2017-04-01,19 Kg,Delhi ,1265.5
2017-04-01,19 Kg,Kolkata,1325
2017-04-01,19 Kg,Kolkata ,1325.0
2017-04-01,19 Kg,Mumbai,1339.5
2017-04-01,19 Kg,Mumbai ,1339.5
2017-03-01,19 Kg,Chennai,1486.5
2017-03-01,19 Kg,Delhi,1287
2017-03-01,19 Kg,Delhi ,1287.0
2017-03-01,19 Kg,Kolkata,1346.5
2017-03-01,19 Kg,Kolkata ,1346.5
2017-03-01,19 Kg,Mumbai,1363.0
2017-03-01,19 Kg,Mumbai ,1363.0
2017-02-01,19 Kg,Chennai,1338
2017-02-01,19 Kg,Delhi,1150
2017-02-01,19 Kg,Delhi ,1150.0
2017-02-01,19 Kg,Kolkata,1211
2017-02-01,19 Kg,Kolkata ,1211.0
2017-02-01,19 Kg,Mumbai,1215.0
2017-02-01,19 Kg,Mumbai ,1215.0
2017-01-01,19 Kg,Chennai,1233.5
2017-01-01,19 Kg,Delhi,1054.5
2017-01-01,19 Kg,Delhi ,1054.5
2017-01-01,19 Kg,Kolkata,1116
2017-01-01,19 Kg,Kolkata ,1116.0
2017-01-01,19 Kg,Mumbai,1112.0
2017-01-01,19 Kg,Mumbai ,1112.0
2016-12-01,19 Kg,Chennai,1231.5
2016-12-01,19 Kg,Delhi,1054.5
2016-12-01,19 Kg,Delhi ,1054.5
2016-12-01,19 Kg,Kolkata,1116
2016-12-01,19 Kg,Kolkata ,1116.0
2016-12-01,19 Kg,Mumbai,1111.5
2016-12-01,19 Kg,Mumbai ,1111.5
2016-11-01,19 Kg,Chennai,1137
2016-11-01,19 Kg,Delhi,968
2016-11-01,19 Kg,Delhi ,968.0
2016-11-01,19 Kg,Kolkata,1030
2016-11-01,19 Kg,Kolkata ,1030.0
2016-11-01,19 Kg,Mumbai,1018.5
2016-11-01,19 Kg,Mumbai ,1018.5
2016-10-28,14.2 Kg,Chennai,501.0
2016-10-28,14.2 Kg,Delhi ,492.0
2016-10-28,14.2 Kg,Kolkata ,513.5
2016-10-28,14.2 Kg,Mumbai ,492.0
2016-10-01,19 Kg,Chennai,1056.5
2016-10-01,19 Kg,Delhi,895
2016-10-01,19 Kg,Delhi ,895.0
2016-10-01,19 Kg,Kolkata,958
2016-10-01,19 Kg,Kolkata ,958.0
2016-10-01,19 Kg,Mumbai,939.5
2016-10-01,19 Kg,Mumbai ,939.5
2016-09-17,19 Kg,Chennai,997
2016-09-17,19 Kg,Delhi,838
2016-09-17,19 Kg,Delhi ,838.0
2016-09-17,19 Kg,Kolkata,906
2016-09-17,19 Kg,Kolkata ,906.0
2016-09-17,19 Kg,Mumbai,882.0
2016-09-17,19 Kg,Mumbai ,882.0
2016-09-01,19 Kg,Chennai,No Change
2016-09-01,19 Kg,Delhi,No Change
2016-09-01,19 Kg,Delhi ,871.0
2016-09-01,19 Kg,Kolkata,No Change
2016-09-01,19 Kg,Kolkata ,942.0
2016-09-01,19 Kg,Mumbai,874.5
2016-09-01,19 Kg,Mumbai ,874.5
2016-08-16,19 Kg,Chennai,1033.5
2016-08-16,19 Kg,Delhi,871
2016-08-16,19 Kg,Delhi ,871.0
2016-08-16,19 Kg,Kolkata,942
2016-08-16,19 Kg,Kolkata ,942.0
2016-08-16,19 Kg,Mumbai,909.5
2016-08-16,19 Kg,Mumbai ,909.5
2016-08-01,19 Kg,Chennai,No Change
2016-08-01,19 Kg,Delhi,No Change
2016-08-01,19 Kg,Delhi ,963.0
2016-08-01,19 Kg,Kolkata,No Change
2016-08-01,19 Kg,Kolkata ,1035.5
2016-08-01,19 Kg,Mumbai,903.0
2016-08-01,19 Kg,Mumbai ,903.0
2016-07-01,19 Kg,Chennai,1133
2016-07-01,19 Kg,Delhi,963
2016-07-01,19 Kg,Delhi ,963.0
2016-07-01,19 Kg,Kolkata,1035.5
2016-07-01,19 Kg,Kolkata ,1035.5
2016-07-01,19 Kg,Mumbai,1002.0
2016-07-01,19 Kg,Mumbai ,1002.0
2016-06-01,19 Kg,Chennai,1146.5
2016-06-01,19 Kg,Delhi,979
2016-06-01,19 Kg,Delhi ,979.0
2016-06-01,19 Kg,Kolkata,1052.5
2016-06-01,19 Kg,Kolkata ,1052.5
2016-06-01,19 Kg,Mumbai,1016.0
2016-06-01,19 Kg,Mumbai ,1016.0
2016-05-17,19 Kg,Chennai,No change
2016-05-17,19 Kg,Delhi,No change
2016-05-17,19 Kg,Delhi ,945.5
2016-05-17,19 Kg,Kolkata,No change
2016-05-17,19 Kg,Kolkata ,1018.0
2016-05-17,19 Kg,Mumbai,980.0
2016-05-17,19 Kg,Mumbai ,980.0
2016-05-01,19 Kg,Chennai,1109
2016-05-01,19 Kg,Delhi,945.5
2016-05-01,19 Kg,Delhi ,945.5
2016-05-01,19 Kg,Kolkata,1018
2016-05-01,19 Kg,Kolkata ,1018.0
2016-05-01,19 Kg,Mumbai,995.5
2016-05-01,19 Kg,Mumbai ,995.5
2016-04-09,19 Kg,Chennai,No Change
2016-04-09,19 Kg,Delhi,No Change
2016-04-09,19 Kg,Delhi ,926.5
2016-04-09,19 Kg,Kolkata,No Change
2016-04-09,19 Kg,Kolkata ,999.5
2016-04-09,19 Kg,Mumbai,975.0
2016-04-09,19 Kg,Mumbai ,975.0
2016-04-01,19 Kg,Chennai,1090
2016-04-01,19 Kg,Delhi,926.5
2016-04-01,19 Kg,Delhi ,926.5
2016-04-01,19 Kg,Kolkata,999.5
2016-04-01,19 Kg,Kolkata ,999.5
2016-04-01,19 Kg,Mumbai,978.5
2016-04-01,19 Kg,Mumbai ,978.5
2016-03-01,19 Kg,Chennai,1097.5
2016-03-01,19 Kg,Delhi,932
2016-03-01,19 Kg,Delhi ,932.0
2016-03-01,19 Kg,Kolkata,1006.5
2016-03-01,19 Kg,Kolkata ,1006.5
2016-03-01,19 Kg,Mumbai,984.5
2016-03-01,19 Kg,Mumbai ,984.5
2016-02-01,19 Kg,Chennai,1205.5
2016-02-01,19 Kg,Delhi,1031
2016-02-01,19 Kg,Delhi ,1031.0
2016-02-01,19 Kg,Kolkata,1104.5
2016-02-01,19 Kg,Kolkata ,1104.5
2016-02-01,19 Kg,Mumbai,1090.0
2016-02-01,19 Kg,Mumbai ,1090.0
2016-01-01,19 Kg,Chennai,1372.5
2016-01-01,19 Kg,Delhi,1180
2016-01-01,19 Kg,Delhi ,1180.0
2016-01-01,19 Kg,Kolkata,1256.5
2016-01-01,19 Kg,Kolkata ,1256.5
2016-01-01,19 Kg,Mumbai,1250.0
2016-01-01,19 Kg,Mumbai ,1250.0
2015-12-09,14.2 Kg,Chennai,622.5
2015-12-09,14.2 Kg,Delhi ,608.0
2015-12-09,14.2 Kg,Kolkata ,637.5
2015-12-09,14.2 Kg,Mumbai ,620.0
2015-12-01,19 Kg,Chennai,1341
2015-12-01,19 Kg,Delhi,1108
2015-12-01,19 Kg,Delhi ,1108.0
2015-12-01,19 Kg,Kolkata,1185
2015-12-01,19 Kg,Kolkata ,1185.0
2015-12-01,19 Kg,Mumbai,1173.0
2015-12-01,19 Kg,Mumbai ,1173.0
2015-11-01,19 Kg,Chennai,1233
2015-11-01,19 Kg,Delhi,1009
2015-11-01,19 Kg,Delhi ,1009.0
2015-11-01,19 Kg,Kolkata,1086.5
2015-11-01,19 Kg,Kolkata ,1086.5
2015-11-01,19 Kg,Mumbai,1067.0
2015-11-01,19 Kg,Mumbai ,1067.0
2015-10-01,19 Kg,Chennai,1182.5
2015-10-01,19 Kg,Delhi,963
2015-10-01,19 Kg,Delhi ,963.0
2015-10-01,19 Kg,Kolkata,1042.5
2015-10-01,19 Kg,Kolkata ,1042.5
2015-10-01,19 Kg,Mumbai,1018.0
2015-10-01,19 Kg,Mumbai ,1018.0
2015-09-01,19 Kg,Chennai,1233.5
2015-09-01,19 Kg,Delhi,1005.5
2015-09-01,19 Kg,Delhi ,1005.5
2015-09-01,19 Kg,Kolkata,1089.5
2015-09-01,19 Kg,Kolkata ,1089.5
2015-09-01,19 Kg,Mumbai,1067.5
2015-09-01,19 Kg,Mumbai ,1067.5
2015-08-01,19 Kg,Chennai,1234.5
2015-08-01,19 Kg,Delhi,1046.5
2015-08-01,19 Kg,Delhi ,1046.5
2015-08-01,19 Kg,Kolkata,1130.5
2015-08-01,19 Kg,Kolkata ,1130.5
2015-08-01,19 Kg,Mumbai,1111.5
2015-08-01,19 Kg,Mumbai ,1111.5
2015-07-01,19 Kg,Chennai,1273.5
2015-07-01,19 Kg,Delhi,1084.5
2015-07-01,19 Kg,Delhi ,1084.5
2015-07-01,19 Kg,Kolkata,1169.5
2015-07-01,19 Kg,Kolkata ,1169.5
2015-07-01,19 Kg,Mumbai,1152.5
2015-07-01,19 Kg,Mumbai ,1152.5
2015-06-01,19 Kg,Chennai,1337.5
2015-06-01,19 Kg,Delhi,1151
2015-06-01,19 Kg,Delhi ,1151.0
2015-06-01,19 Kg,Kolkata,1229
2015-06-01,19 Kg,Kolkata ,1229.0
2015-06-01,19 Kg,Mumbai,1214.0
2015-06-01,19 Kg,Mumbai ,1214.0
2015-05-01,19 Kg,Chennai,1319
2015-05-01,19 Kg,Delhi,1134
2015-05-01,19 Kg,Delhi ,1134.0
2015-05-01,19 Kg,Kolkata,1209.5
2015-05-01,19 Kg,Kolkata ,1209.5
2015-05-01,19 Kg,Mumbai,1196.5
2015-05-01,19 Kg,Mumbai ,1196.5
2015-04-01,19 Kg,Chennai,1327.5
2015-04-01,19 Kg,Delhi,1142
2015-04-01,19 Kg,Delhi ,1142.0
2015-04-01,19 Kg,Kolkata,1218
2015-04-01,19 Kg,Kolkata ,1218.0
2015-04-01,19 Kg,Mumbai,1205.0
2015-04-01,19 Kg,Mumbai ,1205.0
2015-03-01,19 Kg,Chennai,1321
2015-03-01,19 Kg,Delhi,1136
2015-03-01,19 Kg,Delhi ,1136.0
2015-03-01,19 Kg,Kolkata,1215.5
2015-03-01,19 Kg,Kolkata ,1215.5
2015-03-01,19 Kg,Mumbai,1204.5
2015-03-01,19 Kg,Mumbai ,1204.5
2015-02-01,19 Kg,Chennai,1314
2015-02-01,19 Kg,Delhi,1130.5
2015-02-01,19 Kg,Delhi ,1130.5
2015-02-01,19 Kg,Kolkata,1208.5
2015-02-01,19 Kg,Kolkata ,1208.5
2015-02-01,19 Kg,Mumbai,1198.0
2015-02-01,19 Kg,Mumbai ,1198.0
2015-01-01,14.2 Kg,Chennai,705.0
2015-01-01,14.2 Kg,Delhi ,708.5
2015-01-01,14.2 Kg,Kolkata ,746.0
2015-01-01,14.2 Kg,Mumbai ,725.5
2014-12-01,19 Kg,Chennai,1465
2014-12-01,19 Kg,Delhi,1267
2014-12-01,19 Kg,Delhi ,1267.0
2014-12-01,19 Kg,Kolkata,1348.5
2014-12-01,19 Kg,Kolkata ,1348.5
2014-12-01,19 Kg,Mumbai,1344.5
2014-12-01,19 Kg,Mumbai ,1344.5
2014-11-01,19 Kg,Chennai,1665
2014-11-01,19 Kg,Delhi,1449
2014-11-01,19 Kg,Delhi ,1449.0
2014-11-01,19 Kg,Kolkata,1532
2014-11-01,19 Kg,Kolkata ,1532.0
2014-11-01,19 Kg,Mumbai,1540.0
2014-11-01,19 Kg,Mumbai ,1540.0
2014-10-23,14.2 Kg,Chennai,883.0
2014-10-23,14.2 Kg,Delhi ,883.5
2014-10-23,14.2 Kg,Kolkata ,925.5
2014-10-23,14.2 Kg,Mumbai ,906.0
2014-10-01,19 Kg,Chennai,1682
2014-10-01,19 Kg,Delhi,1472.5
2014-10-01,19 Kg,Delhi ,1472.5
2014-10-01,19 Kg,Kolkata,1550
2014-10-01,19 Kg,Kolkata ,1550.0
2014-10-01,19 Kg,Mumbai,1557.5
2014-10-01,19 Kg,Mumbai ,1557.5
2014-09-01,19 Kg,Chennai,1723
2014-09-01,19 Kg,Delhi,1503
2014-09-01,19 Kg,Delhi ,1503.0
2014-09-01,19 Kg,Kolkata,1588
2014-09-01,19 Kg,Kolkata ,1588.0
2014-09-01,19 Kg,Mumbai,1598.0
2014-09-01,19 Kg,Mumbai ,1598.0
2014-08-01,19 Kg,Chennai,1757.5
2014-08-01,19 Kg,Delhi,1535.5
2014-08-01,19 Kg,Delhi ,1535.5
2014-08-01,19 Kg,Kolkata,1619.5
2014-08-01,19 Kg,Kolkata ,1619.5
2014-08-01,19 Kg,Mumbai,1632.0
2014-08-01,19 Kg,Mumbai ,1632.0
2014-07-01,19 Kg,Chennai,1758.5
2014-07-01,19 Kg,Delhi,1539.5
2014-07-01,19 Kg,Delhi ,1539.5
2014-07-01,19 Kg,Kolkata,1621.5
2014-07-01,19 Kg,Kolkata ,1621.5
2014-07-01,19 Kg,Mumbai,1636.5
2014-07-01,19 Kg,Mumbai ,1636.5
2014-06-25,19 Kg,Chennai,1726.5
2014-06-25,19 Kg,Delhi,1518.5
2014-06-25,19 Kg,Delhi ,1518.5
2014-06-25,19 Kg,Kolkata,1592.5
2014-06-25,19 Kg,Kolkata ,1592.5
2014-06-25,19 Kg,Mumbai,1610.5
2014-06-25,19 Kg,Mumbai ,1610.5
2014-06-01,19 Kg,Chennai,1726.5
2014-06-01,19 Kg,Delhi,1515
2014-06-01,19 Kg,Delhi ,1515.0
2014-06-01,19 Kg,Kolkata,1592.5
2014-06-01,19 Kg,Kolkata ,1592.5
2014-06-01,19 Kg,Mumbai,1610.5
2014-06-01,19 Kg,Mumbai ,1610.5
2014-05-01,19 Kg,Chennai,1755
2014-05-01,19 Kg,Delhi,1541
2014-05-01,19 Kg,Delhi ,1541.0
2014-05-01,19 Kg,Kolkata,1619
2014-05-01,19 Kg,Kolkata ,1619.0
2014-05-01,19 Kg,Mumbai,1639.0
2014-05-01,19 Kg,Mumbai ,1639.0
2014-04-01,19 Kg,Chennai,1828.5
2014-04-01,19 Kg,Delhi,1608.5
2014-04-01,19 Kg,Delhi ,1608.5
2014-04-01,19 Kg,Kolkata,1687
2014-04-01,19 Kg,Kolkata ,1687.0
2014-04-01,19 Kg,Mumbai,1711.0
2014-04-01,19 Kg,Mumbai ,1711.0
2014-03-01,19 Kg,Chennai,1991.5
2014-03-01,19 Kg,Delhi,1763.5
2014-03-01,19 Kg,Delhi ,1763.5
2014-03-01,19 Kg,Kolkata,1842.5
2014-03-01,19 Kg,Kolkata ,1842.5
2014-03-01,19 Kg,Mumbai,1880.0
2014-03-01,19 Kg,Mumbai ,1880.0
2014-02-01,19 Kg,Chennai,2080
2014-02-01,19 Kg,Delhi,1844.5
2014-02-01,19 Kg,Delhi ,1844.5
2014-02-01,19 Kg,Kolkata,1923
2014-02-01,19 Kg,Kolkata ,1923.0
2014-02-01,19 Kg,Mumbai,1966.0
2014-02-01,19 Kg,Mumbai ,1966.0
2014-01-05,19 Kg,Chennai,2265
2014-01-05,19 Kg,Delhi,2013.5
2014-01-05,19 Kg,Delhi ,2013.5
2014-01-05,19 Kg,Kolkata,2091.5
2014-01-05,19 Kg,Kolkata ,2091.5
2014-01-05,19 Kg,Mumbai,2147.5
2014-01-05,19 Kg,Mumbai ,2147.5
2014-01-01,19 Kg,Chennai,2265
2014-01-01,19 Kg,Delhi,2013.5
2014-01-01,19 Kg,Delhi ,2013.5
2014-01-01,19 Kg,Kolkata,2091.5
2014-01-01,19 Kg,Kolkata ,2091.5
2014-01-01,19 Kg,Mumbai,2134.0
2014-01-01,19 Kg,Mumbai ,2134.0
2013-12-11,14.2 Kg,Chennai,1014.0
2013-12-11,14.2 Kg,Delhi ,1021.0
2013-12-11,14.2 Kg,Kolkata ,1050.5
2013-12-11,14.2 Kg,Mumbai ,1038.0
2013-12-01,19 Kg,Chennai,1880
2013-12-01,19 Kg,Delhi,1660
2013-12-01,19 Kg,Delhi ,1660.0
2013-12-01,19 Kg,Kolkata,1737.5
2013-12-01,19 Kg,Kolkata ,1737.5
2013-12-01,19 Kg,Mumbai,1755.0
2013-12-01,19 Kg,Mumbai ,1755.0
2013-11-01,19 Kg,Chennai,1773
2013-11-01,19 Kg,Delhi,1563
2013-11-01,19 Kg,Delhi ,1563.0
2013-11-01,19 Kg,Kolkata,1640.5
2013-11-01,19 Kg,Kolkata ,1640.5
2013-11-01,19 Kg,Mumbai,1651.0
2013-11-01,19 Kg,Mumbai ,1651.0
2013-10-01,19 Kg,Chennai,1861.5
2013-10-01,19 Kg,Delhi,1643
2013-10-01,19 Kg,Delhi ,1643.0
2013-10-01,19 Kg,Kolkata,1724
2013-10-01,19 Kg,Kolkata ,1724.0
2013-10-01,19 Kg,Mumbai,1738.0
2013-10-01,19 Kg,Mumbai ,1738.0
2013-08-01,19 Kg,Chennai,1652
2013-08-01,19 Kg,Delhi,1444.5
2013-08-01,19 Kg,Delhi ,1444.5
2013-08-01,19 Kg,Kolkata,1526
2013-08-01,19 Kg,Kolkata ,1526.0
2013-08-01,19 Kg,Mumbai,1532.5
2013-08-01,19 Kg,Mumbai ,1532.5
2013-07-01,19 Kg,Chennai,1576.5
2013-07-01,19 Kg,Delhi,1375
2013-07-01,19 Kg,Delhi ,1375.0
2013-07-01,19 Kg,Kolkata,1454.5
2013-07-01,19 Kg,Kolkata ,1454.5
2013-07-01,19 Kg,Mumbai,1457.5
2013-07-01,19 Kg,Mumbai ,1457.5
2013-06-01,19 Kg,Chennai,1517
2013-06-01,19 Kg,Delhi,1327
2013-06-01,19 Kg,Delhi ,1327.0
2013-06-01,19 Kg,Kolkata,1397
2013-06-01,19 Kg,Kolkata ,1397.0
2013-06-01,19 Kg,Mumbai,1409.0
2013-06-01,19 Kg,Mumbai ,1409.0
2013-05-23,19 Kg,Chennai,1594
2013-05-23,19 Kg,Delhi,1396.5
2013-05-23,19 Kg,Delhi ,1396.5
2013-05-23,19 Kg,Kolkata,1466
2013-05-23,19 Kg,Kolkata ,1466.0
2013-05-23,19 Kg,Mumbai,1484.0
2013-05-23,19 Kg,Mumbai ,1484.0
2013-05-01,19 Kg,Chennai,1594
2013-05-01,19 Kg,Delhi,1396.5
2013-05-01,19 Kg,Delhi ,1396.5
2013-05-01,19 Kg,Kolkata,1466
2013-05-01,19 Kg,Kolkata ,1466.0
2013-05-01,19 Kg,Mumbai,1468.5
2013-05-01,19 Kg,Mumbai ,1468.5
2013-04-01,19 Kg,Chennai,1689
2013-04-01,19 Kg,Delhi,1483.5
2013-04-01,19 Kg,Delhi ,1483.5
2013-04-01,19 Kg,Kolkata,1554
2013-04-01,19 Kg,Kolkata ,1554.0
2013-04-01,19 Kg,Mumbai,1561.5
2013-04-01,19 Kg,Mumbai ,1561.5
2013-03-01,19 Kg,Chennai,1699
2013-03-01,19 Kg,Delhi,1488
2013-03-01,19 Kg,Delhi ,1488.0
2013-03-01,19 Kg,Kolkata,1549
2013-03-01,19 Kg,Kolkata ,1549.0
2013-03-01,19 Kg,Mumbai,1573.5
2013-03-01,19 Kg,Mumbai ,1573.5
2013-01-01,19 Kg,Chennai,1788
2013-01-01,19 Kg,Delhi,1570.5
2013-01-01,19 Kg,Delhi ,1570.5
2013-01-01,19 Kg,Kolkata,1631.5
2013-01-01,19 Kg,Kolkata ,1631.5
2013-01-01,19 Kg,Mumbai,1662.0
2013-01-01,19 Kg,Mumbai ,1662.0
2012-12-01,19 Kg,Chennai,1840.5
2012-12-01,19 Kg,Delhi,1619
2012-12-01,19 Kg,Delhi ,1619.0
2012-12-01,19 Kg,Kolkata,1679
2012-12-01,19 Kg,Kolkata ,1679.0
2012-12-01,19 Kg,Mumbai,1707.5
2012-12-01,19 Kg,Mumbai ,1707.5
2012-11-01,19 Kg,Chennai,1765
2012-11-01,19 Kg,Delhi,1551
2012-11-01,19 Kg,Delhi ,1551.0
2012-11-01,19 Kg,Kolkata,1611
2012-11-01,19 Kg,Kolkata ,1611.0
2012-11-01,19 Kg,Mumbai,1635.0
2012-11-01,19 Kg,Mumbai ,1635.0
2012-10-01,19 Kg,Chennai,1749.5
2012-10-01,19 Kg,Delhi,1536.5
2012-10-01,19 Kg,Delhi ,1536.5
2012-10-01,19 Kg,Kolkata,1598.5
2012-10-01,19 Kg,Kolkata ,1598.5
2012-10-01,19 Kg,Mumbai,1619.5
2012-10-01,19 Kg,Mumbai ,1619.5
2012-09-01,19 Kg,Chennai,1533
2012-09-01,19 Kg,Delhi,1334
2012-09-01,19 Kg,Delhi ,1334.0
2012-09-01,19 Kg,Kolkata,1403
2012-09-01,19 Kg,Kolkata ,1403.0
2012-09-01,19 Kg,Mumbai,1407.0
2012-09-01,19 Kg,Mumbai ,1407.0
2012-08-01,19 Kg,Chennai,1330
2012-08-01,19 Kg,Delhi,1148
2012-08-01,19 Kg,Delhi ,1148.0
2012-08-01,19 Kg,Kolkata,1218.5
2012-08-01,19 Kg,Kolkata ,1218.5
2012-08-01,19 Kg,Mumbai,1208.0
2012-08-01,19 Kg,Mumbai ,1208.0
2012-07-01,19 Kg,Chennai,1496.5
2012-07-01,19 Kg,Delhi,1290
2012-07-01,19 Kg,Delhi ,1290.0
2012-07-01,19 Kg,Kolkata,1363.5
2012-07-01,19 Kg,Kolkata ,1363.5
2012-07-01,19 Kg,Mumbai,1345.5
2012-07-01,19 Kg,Mumbai ,1345.5
2012-06-01,19 Kg,Chennai,1624.5
2012-06-01,19 Kg,Delhi,1409.5
2012-06-01,19 Kg,Delhi ,1409.5
